Table 1
CODE	ID	NO	PRIM	COLL	TYPE	AID	NAME 0	CITED	START 0	STOP 0	SIZE	UNITS	NAME 1	NAME 2	PLACE 0	PLACE 1	DESC 0	PLACE 2	PLACE 3	START 1	STOP 1	NAME 3	NAME 4	NAME 5	VOL	ISS	VIA	FAID	DESC 1	NOTE	LINK	END	
"RED;;;ID=S 1094;;;PRIM=0;;;COLL=0;;;TYPE=A;;;AID=Chuchiak;;;NAME 0=xnp;;;CITED=xxx;;;START 0=np;;;STOP 0=np;;;SIZE=np;;;UNITS=np;;;NAME 1=‘By faith, not arms’: The role of franciscan Reducciones and the frontier Mission experience in the subjugation of the Maya Hinterland of Colonial Yucatán, 1602–1672;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=2003;;;STOP 1=np;;;NAME 3=J. F. Chuchiak IV;;;NAME 4=np;;;NAME 5=Swedish Misiological Themes / Svensk Missionstidskrift;;;VOL=91;;;ISS=2;;;VIA=Graham 390;;;FAID=xnp;;;DESC 1=pp xxx–xxx;;;NOTE=For journal, see OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/964570788;;;LINK=file:///Users/angelnavidad/Downloads/By_Faith_Not_Arms_The_Role_of_Francisca.pdf;;;END###"	S 1094	1094	0	0	A	Chuchiak	xnp	xxx	np	np	np	np	"‘By faith, not arms’: The role of franciscan Reducciones and the frontier Mission experience in the subjugation of the Maya Hinterland of Colonial Yucatán, 1602–1672"	np	np	np	np	np	np	2003	np	J. F. Chuchiak IV	np	Swedish Misiological Themes / Svensk Missionstidskrift	91	2	Graham 390	xnp	pp xxx–xxx	"For journal, see OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/964570788"	file:///Users/angelnavidad/Downloads/By_Faith_Not_Arms_The_Role_of_Francisca.pdf	###	
"RED;;;ID=S 1096;;;PRIM=0;;;COLL=0;;;TYPE=A;;;AID=Hoshino;;;NAME 0=xnp;;;CITED=xxx;;;START 0=np;;;STOP 0=np;;;SIZE=np;;;UNITS=np;;;NAME 1=La independencia de Belice y la proclamación del Corolario Padilla Nervo ;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=2006;;;STOP 1=np;;;NAME 3=I. R. Hoshino;;;NAME 4=np;;;NAME 5=ラテンアメリカ研究年報;;;VOL=29;;;ISS=np;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/5173124782;;;DESC 1=pp 59–98;;;NOTE=For journal, see OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/835318914 / Trans.;;;LINK=http://univ.obihiro.ac.jp/~romero/english/_userdata/ajel2009romero.pdf;;;END###"	S 1096	1096	0	0	A	Hoshino	xnp	xxx	np	np	np	np	La independencia de Belice y la proclamación del Corolario Padilla Nervo 	np	np	np	np	np	np	2006	np	I. R. Hoshino	np	ラテンアメリカ研究年報	29	np	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5173124782	pp 59–98	"For journal, see OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/835318914 / Trans."	http://univ.obihiro.ac.jp/~romero/english/_userdata/ajel2009romero.pdf	###	
"RED;;;ID=S 1098;;;PRIM=0;;;COLL=0;;;TYPE=A;;;AID=Gould;;;NAME 0=xnp;;;CITED=xxx;;;START 0=np;;;STOP 0=np;;;SIZE=np;;;UNITS=np;;;NAME 1=Entangled Histories, Entangled Worlds: The English-Speaking Atlantic as a Spanish Periphery;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=2007;;;STOP 1=np;;;NAME 3=E. H. Gould;;;NAME 4=np;;;NAME 5=American Historical Review;;;VOL=112;;;ISS=3;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/5556662452;;;DESC 1=pp 764–786;;;NOTE=xnp;;;LINK=http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/40006670;;;END###"	S 1098	1098	0	0	A	Gould	xnp	xxx	np	np	np	np	"Entangled Histories, Entangled Worlds: The English-Speaking Atlantic as a Spanish Periphery"	np	np	np	np	np	np	2007	np	E. H. Gould	np	American Historical Review	112	3	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5556662452	pp 764–786	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/40006670	###	
RED;;;ID=S 1100;;;PRIM=0;;;COLL=0;;;TYPE=A;;;AID=Gabbert S;;;NAME 0=Gabbert 07;;;CITED=xxx;;;START 0=np;;;STOP 0=np;;;SIZE=np;;;UNITS=np;;;NAME 1=In the Shadow of the Empire - The Emergence of Afro-Creole Societies in Belize and Nicaragua;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=2007;;;STOP 1=np;;;NAME 3=W. Gabbert;;;NAME 4=np;;;NAME 5=Indiana;;;VOL=24;;;ISS=np;;;VIA=xnp;;;FAID=http://dx.doi.org/10.18441/ind.v24i0.39-66;;;DESC 1=pp 39–66;;;NOTE=xnp;;;LINK=https://www.redalyc.org/articulo.oa?id=247016522003;;;END###	S 1100	1100	0	0	A	Gabbert S	Gabbert 07	xxx	np	np	np	np	In the Shadow of the Empire - The Emergence of Afro-Creole Societies in Belize and Nicaragua	np	np	np	np	np	np	2007	np	W. Gabbert	np	Indiana	24	np	xnp	http://dx.doi.org/10.18441/ind.v24i0.39-66	pp 39–66	xnp	https://www.redalyc.org/articulo.oa?id=247016522003	###	
"RED;;;ID=S 1102;;;PRIM=0;;;COLL=0;;;TYPE=A;;;AID=Aliphat;;;NAME 0=xnp;;;CITED=12;;;START 0=np;;;STOP 0=np;;;SIZE=np;;;UNITS=np;;;NAME 1=La construcción histórica de las Tierras Bajas Mayas del Sur por medio de mapas esquemáticos;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=2013;;;STOP 1=np;;;NAME 3=M. Aliphat Fernández, L. Caso Barrera;;;NAME 4=np;;;NAME 5=Historia Mexicana;;;VOL=63;;;ISS=2;;;VIA=Caso 84;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/5791774702;;;DESC 1=pp 839–875;;;NOTE=xnp;;;LINK=https://historiamexicana.colmex.mx/index.php/RHM/article/view/174;;;END###"	S 1102	1102	0	0	A	Aliphat	xnp	12	np	np	np	np	La construcción histórica de las Tierras Bajas Mayas del Sur por medio de mapas esquemáticos	np	np	np	np	np	np	2013	np	"M. Aliphat Fernández, L. Caso Barrera"	np	Historia Mexicana	63	2	Caso 84	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5791774702	pp 839–875	xnp	https://historiamexicana.colmex.mx/index.php/RHM/article/view/174	###	
RED;;;ID=S 1104;;;PRIM=0;;;COLL=0;;;TYPE=A;;;AID=Obando;;;NAME 0=xnp;;;CITED=xxx;;;START 0=np;;;STOP 0=np;;;SIZE=np;;;UNITS=np;;;NAME 1=Zambos y negros de La Taguzgalpa: actores claves en el contrabando centroamericano. 1642-1715;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=2016;;;STOP 1=np;;;NAME 3=R. Obando Andrade;;;NAME 4=np;;;NAME 5=Revista Cuadernos del Caribe;;;VOL=13;;;ISS=21;;;VIA=xnp;;;FAID=https://revistas.unal.edu.co/index.php/ccaribe/article/view/60725;;;DESC 1=pp 7–20;;;NOTE=xnp;;;LINK=https://repositorio.unal.edu.co/handle/unal/66081;;;END###	S 1104	1104	0	0	A	Obando	xnp	xxx	np	np	np	np	Zambos y negros de La Taguzgalpa: actores claves en el contrabando centroamericano. 1642-1715	np	np	np	np	np	np	2016	np	R. Obando Andrade	np	Revista Cuadernos del Caribe	13	21	xnp	https://revistas.unal.edu.co/index.php/ccaribe/article/view/60725	pp 7–20	xnp	https://repositorio.unal.edu.co/handle/unal/66081	###	
RED;;;ID=S 1106;;;PRIM=0;;;COLL=0;;;TYPE=A;;;AID=Cunin B;;;NAME 0=Cunin 17;;;CITED=xxx;;;START 0=np;;;STOP 0=np;;;SIZE=np;;;UNITS=np;;;NAME 1=The “Black Foreigner” in the Quintana Roo Territory (Mexico): Between Otherness and Sameness;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=2017;;;STOP 1=np;;;NAME 3=E. Cunin;;;NAME 4=np;;;NAME 5=Journal of Latin American and Caribbean Anthropology;;;VOL=22;;;ISS=2;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/7040577256;;;DESC 1=pp 339–356;;;NOTE=xnp;;;LINK=https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_wiley_primary_10_1111_jlca_12249_JLCA12249;;;END###	S 1106	1106	0	0	A	Cunin B	Cunin 17	xxx	np	np	np	np	The “Black Foreigner” in the Quintana Roo Territory (Mexico): Between Otherness and Sameness	np	np	np	np	np	np	2017	np	E. Cunin	np	Journal of Latin American and Caribbean Anthropology	22	2	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7040577256	pp 339–356	xnp	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_wiley_primary_10_1111_jlca_12249_JLCA12249	###	
RED;;;ID=S 1108;;;PRIM=0;;;COLL=0;;;TYPE=A;;;AID=Dominguez;;;NAME 0=xnp;;;CITED=xxx;;;START 0=np;;;STOP 0=np;;;SIZE=np;;;UNITS=np;;;NAME 1=Historia colonial del sur de la Ciudad de Belice. Espacios marginales y exclusión en el Caribe centroamericano;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=2020;;;STOP 1=np;;;NAME 3=H. J. Domínguez Barbosa;;;NAME 4=np;;;NAME 5=Anuario de Estudios Centroamericanos;;;VOL=46;;;ISS=np;;;VIA=xnp;;;FAID=https://doi.org/10.15517/aeca.v46i0.42285;;;DESC 1=pp 1–19;;;NOTE=xnp;;;LINK=https://doi.org/10.15517/aeca.v46i0.42285;;;END###	S 1108	1108	0	0	A	Dominguez	xnp	xxx	np	np	np	np	Historia colonial del sur de la Ciudad de Belice. Espacios marginales y exclusión en el Caribe centroamericano	np	np	np	np	np	np	2020	np	H. J. Domínguez Barbosa	np	Anuario de Estudios Centroamericanos	46	np	xnp	https://doi.org/10.15517/aeca.v46i0.42285	pp 1–19	xnp	https://doi.org/10.15517/aeca.v46i0.42285	###	
"RED;;;ID=S 1110;;;PRIM=0;;;COLL=0;;;TYPE=A;;;AID=Veliz;;;NAME 0=xnp;;;CITED=xxx;;;START 0=np;;;STOP 0=np;;;SIZE=np;;;UNITS=np;;;NAME 1=“El más importante asunto internacional”: Belice, el Imperio británico y la política exterior guatemalteca en la posguerra (1945-1948);;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=2020;;;STOP 1=np;;;NAME 3=R. Véliz Estrada;;;NAME 4=np;;;NAME 5=Anuario de Estudios Centroamericanos;;;VOL=46;;;ISS=np;;;VIA=xnp;;;FAID=https://doi.org/10.15517/aeca.v46i0.42186;;;DESC 1=pp 1–40;;;NOTE=xnp;;;LINK=https://doi.org/10.15517/aeca.v46i0.42186;;;END###"	S 1110	1110	0	0	A	Veliz	xnp	xxx	np	np	np	np	"“El más importante asunto internacional”: Belice, el Imperio británico y la política exterior guatemalteca en la posguerra (1945-1948)"	np	np	np	np	np	np	2020	np	R. Véliz Estrada	np	Anuario de Estudios Centroamericanos	46	np	xnp	https://doi.org/10.15517/aeca.v46i0.42186	pp 1–40	xnp	https://doi.org/10.15517/aeca.v46i0.42186	###	
RED;;;ID=S 1112;;;PRIM=0;;;COLL=0;;;TYPE=A;;;AID=Veliz C;;;NAME 0=xnp;;;CITED=xxx;;;START 0=np;;;STOP 0=np;;;SIZE=np;;;UNITS=np;;;NAME 1=Contribuyendo a la historia colonial de Belice: la presencia india en la Honduras Británica;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=2020;;;STOP 1=np;;;NAME 3=N. Véliz Catalán;;;NAME 4=np;;;NAME 5=Anuario de Estudios Centroamericanos;;;VOL=46;;;ISS=np;;;VIA=xnp;;;FAID=https://doi.org/10.15517/aeca.v46i0.45043;;;DESC 1=pp 1–39;;;NOTE=xnp;;;LINK=https://doi.org/10.15517/aeca.v46i0.45043;;;END###	S 1112	1112	0	0	A	Veliz C	xnp	xxx	np	np	np	np	Contribuyendo a la historia colonial de Belice: la presencia india en la Honduras Británica	np	np	np	np	np	np	2020	np	N. Véliz Catalán	np	Anuario de Estudios Centroamericanos	46	np	xnp	https://doi.org/10.15517/aeca.v46i0.45043	pp 1–39	xnp	https://doi.org/10.15517/aeca.v46i0.45043	###	
RED;;;ID=S 1114;;;PRIM=1;;;COLL=0;;;TYPE=A;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=np;;;UNITS=np;;;NAME 1=Observations on the Endemic Diseases of British Honduras;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=xxx;;;STOP 1=np;;;NAME 3=J. B. Hamilton;;;NAME 4=np;;;NAME 5=Dublin Quarterly Journal of Medical Science;;;VOL=36;;;ISS=1;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/5656747922;;;DESC 1=pp 105–111;;;NOTE=xnp;;;LINK=xnp;;;END###	S 1114	1114	1	0	A	xxx	xnp	0	xxx	xxx	np	np	Observations on the Endemic Diseases of British Honduras	np	np	np	np	np	np	xxx	np	J. B. Hamilton	np	Dublin Quarterly Journal of Medical Science	36	1	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5656747922	pp 105–111	xnp	xnp	###	
"RED;;;ID=S 1116;;;PRIM=1;;;COLL=0;;;TYPE=A;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=np;;;UNITS=np;;;NAME 1=Extracts from a Report on Orange Walk, New River, as a Military Position for the Protection of British Interests in Honduras; with Notes and Experiences on Out-Post Duties in “the Bush”;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=xxx;;;STOP 1=np;;;NAME 3=J. E. Bale;;;NAME 4=np;;;NAME 5=Journal of the Royal United Services Institution;;;VOL=17;;;ISS=75;;;VIA=xnp;;;FAID=http://gw.worldcat.org.proxygw.wrlc.org/oclc/4804943849;;;DESC 1=pp 806–812;;;NOTE=xnp;;;LINK=xnp;;;END###"	S 1116	1116	1	0	A	xxx	xnp	0	xxx	xxx	np	np	"Extracts from a Report on Orange Walk, New River, as a Military Position for the Protection of British Interests in Honduras; with Notes and Experiences on Out-Post Duties in “the Bush”"	np	np	np	np	np	np	xxx	np	J. E. Bale	np	Journal of the Royal United Services Institution	17	75	xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/4804943849	pp 806–812	xnp	xnp	###	
"RED;;;ID=S 1280;;;PRIM=0;;;COLL=0;;;TYPE=A;;;AID=xxx;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=np;;;UNITS=np;;;NAME 1=British rule in Central America, or A sketch of Mosquito history;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=1895;;;STOP 1=np;;;NAME 3=I. D. Travis;;;NAME 4=xnp;;;NAME 5=Publications of the Michigan Political Science Association;;;VOL=1;;;ISS=5;;;VIA=xnp;;;FAID=xnp;;;DESC 1=pp 1–36;;;NOTE=xnp;;;LINK=https://hdl.handle.net/2027/uiuo.ark:/13960/t71v86569?urlappend=%3Bseq=381;;;END###"	S 1280	1280	0	0	A	xxx	xnp	0	np	np	np	np	"British rule in Central America, or A sketch of Mosquito history"	np	np	np	np	np	np	1895	np	I. D. Travis	xnp	Publications of the Michigan Political Science Association	1	5	xnp	xnp	pp 1–36	xnp	https://hdl.handle.net/2027/uiuo.ark:/13960/t71v86569?urlappend=%3Bseq=381	###	
"RED;;;ID=S 40;;;PRIM=0;;;COLL=0;;;TYPE=M;;;AID=Ferguson;;;NAME 0=xnp;;;CITED=xxx;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=items;;;NAME 1=A History of Slavery & Emancipation in Belize;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=2019;;;STOP 1=np;;;NAME 3=M. Ferguson, P. Pelayo, N. Encalada;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=xnp;;;NOTE=xnp;;;LINK=https://ambergriscaye.com/photogallery/art/Slavery-and-Emancipation-in-Bz-by-ISCR-NICH.pdf;;;END###"	S 40	40	0	0	M	Ferguson	xnp	xxx	np	np	1	items	A History of Slavery & Emancipation in Belize	np	np	np	np	np	np	2019	np	"M. Ferguson, P. Pelayo, N. Encalada"	np	np	np	np	xnp	xnp	xnp	xnp	https://ambergriscaye.com/photogallery/art/Slavery-and-Emancipation-in-Bz-by-ISCR-NICH.pdf	###	
RED;;;ID=S 188;;;PRIM=0;;;COLL=0;;;TYPE=M;;;AID=Antochiw;;;NAME 0=xnp;;;CITED=5;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=items;;;NAME 1=ALEJANDRO JOSEPH DE GUELLE;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=2004;;;STOP 1=np;;;NAME 3=M. Antochiw;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=xnp;;;NOTE=xnp;;;LINK=http://observatoriogeograficoamericalatina.org.mx/egal9/Geografiasocioeconomica/Geografiacultural/10.pdf;;;END###	S 188	188	0	0	M	Antochiw	xnp	5	np	np	1	items	ALEJANDRO JOSEPH DE GUELLE	np	np	np	np	np	np	2004	np	M. Antochiw	np	np	np	np	xnp	xnp	xnp	xnp	http://observatoriogeograficoamericalatina.org.mx/egal9/Geografiasocioeconomica/Geografiacultural/10.pdf	###	
RED;;;ID=S 200;;;PRIM=0;;;COLL=0;;;TYPE=M;;;AID=Meide;;;NAME 0=xnp;;;CITED=xxx;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=items;;;NAME 1=A Plague of Ships;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=2002;;;STOP 1=np;;;NAME 3=C. Meide;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=xnp;;;NOTE=xnp;;;LINK=https://www.ltrr.arizona.edu/webhome/cbaisan/Florida/A_Plague_of_Ships_Spanish_Ships_and_Ship.pdf;;;END###	S 200	200	0	0	M	Meide	xnp	xxx	np	np	1	items	A Plague of Ships	np	np	np	np	np	np	2002	np	C. Meide	np	np	np	np	xnp	xnp	xnp	xnp	https://www.ltrr.arizona.edu/webhome/cbaisan/Florida/A_Plague_of_Ships_Spanish_Ships_and_Ship.pdf	###	
RED;;;ID=S 218;;;PRIM=0;;;COLL=0;;;TYPE=M;;;AID=Evans;;;NAME 0=xnp;;;CITED=18;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=items;;;NAME 1=A Brief History of the Bay Islands;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=1999;;;STOP 1=np;;;NAME 3=D. K. Evans;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=xnp;;;NOTE=xnp;;;LINK=http://aboututila.com/UtilaInfo/Historical/David-Evans-Brief-History.htm;;;END###	S 218	218	0	0	M	Evans	xnp	18	np	np	1	items	A Brief History of the Bay Islands	np	np	np	np	np	np	1999	np	D. K. Evans	np	np	np	np	xnp	xnp	xnp	xnp	http://aboututila.com/UtilaInfo/Historical/David-Evans-Brief-History.htm	###	
"RED;;;ID=S 656;;;PRIM=0;;;COLL=0;;;TYPE=M;;;AID=Lauterpacht;;;NAME 0=xnp;;;CITED=1;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=items;;;NAME 1=Legal Opinion on Guatemala’s Territorial Claim to Belize;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=2001;;;STOP 1=np;;;NAME 3=E. Lauterpacht, S. Schwebel, S. Rosenne, F. Orrego Vicuña;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=xnp;;;NOTE=Further see [Belize, Angelus Press, 2002] Desc = 98 pages : illustrations, colour map ; 25 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/50686978 / [Kingston & Miami, Ian Randle, 2007] Desc = xxxvii, 486 pages : illustrations, map ; 23 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/173649700;;;LINK=http://belizereferendum.gov.bz/files/Legal%20Opinion%202002%20English.pdf;;;END###"	S 656	656	0	0	M	Lauterpacht	xnp	1	np	np	1	items	Legal Opinion on Guatemala’s Territorial Claim to Belize	np	np	np	np	np	np	2001	np	"E. Lauterpacht, S. Schwebel, S. Rosenne, F. Orrego Vicuña"	np	np	np	np	xnp	xnp	xnp	"Further see [Belize, Angelus Press, 2002] Desc = 98 pages : illustrations, colour map ; 25 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/50686978 / [Kingston & Miami, Ian Randle, 2007] Desc = xxxvii, 486 pages : illustrations, map ; 23 cm OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/173649700"	http://belizereferendum.gov.bz/files/Legal%20Opinion%202002%20English.pdf	###	
"RED;;;ID=S 1118;;;PRIM=1;;;COLL=0;;;TYPE=M;;;AID=Montgomery R;;;NAME 0=xnp;;;CITED=xxx;;;START 0=1980;;;STOP 0=1991;;;SIZE=1;;;UNITS=items;;;NAME 1=Refugees in Belize, 1991, A Report to the UNHCR;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=1991;;;STOP 1=np;;;NAME 3=T. S. Montgomery;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=Torres R 5;;;FAID=xnp;;;DESC 1=xnp;;;NOTE=xnp;;;LINK=file:///Users/angelnavidad/Downloads/Refugees_in_Belize_1991_A_Report_to_the.pdf;;;END###"	S 1118	1118	1	0	M	Montgomery R	xnp	xxx	1980	1991	1	items	"Refugees in Belize, 1991, A Report to the UNHCR"	np	np	np	np	np	np	1991	np	T. S. Montgomery	np	np	np	np	Torres R 5	xnp	xnp	xnp	file:///Users/angelnavidad/Downloads/Refugees_in_Belize_1991_A_Report_to_the.pdf	###	
"RED;;;ID=S 1120;;;PRIM=0;;;COLL=0;;;TYPE=M;;;AID=Moore;;;NAME 0=xnp;;;CITED=0;;;START 0=np;;;STOP 0=np;;;SIZE=1;;;UNITS=items;;;NAME 1=25 Years of Human Rights In Belize: From Theory to Practice,  A Work In Progress;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=np;;;PLACE 2=np;;;PLACE 3=np;;;START 1=2007;;;STOP 1=np;;;NAME 3=xnp;;;NAME 4=np;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=xnp;;;NOTE=xnp;;;LINK=http://www.uvm.edu/~gflomenh/courses/Belize-projects/articles/;;;END###"	S 1120	1120	0	0	M	Moore	xnp	0	np	np	1	items	"25 Years of Human Rights In Belize: From Theory to Practice,  A Work In Progress"	np	np	np	np	np	np	2007	np	xnp	np	np	np	np	xnp	xnp	xnp	xnp	http://www.uvm.edu/~gflomenh/courses/Belize-projects/articles/	###	
"RED;;;ID=S 0;;;PRIM=1;;;COLL=0;;;TYPE=P;;;AID=Bel Met;;;NAME 0=xnp;;;CITED=15;;;START 0=xxx;;;STOP 0=xxx;;;SIZE=xxx;;;UNITS=xxx;;;NAME 1=xxx;;;NAME 2np;;;PLACE 0np;;;PLACE 1=np;;;DESC 0=xxx;;;PLACE 2=Ladyville;;;PLACE 3=Belize;;;START 1=xxx;;;STOP 1=xxx;;;NAME 3=xnp;;;NAME 4=xnp;;;NAME 5=np;;;VOL=np;;;ISS=np;;;VIA=xnp;;;FAID=xnp;;;DESC 1=xxx;;;NOTE=By Meteorological Service / 1865 = Start of instrumental records by Govt ie Vicar of St John's Church / Jul 1866 = start of instrumental records by Surgeon of Public Hospital, Belize T /v Rushton 92;;;LINK=xnp;;;END###"	S 0	0	1	0	P	Bel Met	xnp	15	xxx	xxx	xxx	xxx	xxx	np	np	np	xxx	Ladyville	Belize	xxx	xxx	xnp	xnp	np	np	np	xnp	xnp	xxx	"By Meteorological Service / 1865 = Start of instrumental records by Govt ie Vicar of St John's Church / Jul 1866 = start of instrumental records by Surgeon of Public Hospital, Belize T /v Rushton 92"	xnp	###	
