Table 1
CODE	OID	AID	OAID	FM	TO	FORM	PRIM	DATE	DATE	TITLE	DESC	IMPRINT	CAT 0	CAT 1	CAT 2	AV	NOTE	SOURCE	SURL	END												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=^^^;;;TO=^^^;;;FORM=S;;;PRIM=^^^;;;DATE=1839;;;DATE=^^^;;;TITLE=Boletín de la Sociedad de Geografía y Estadística de la República Mexicana;;;DESC=series 1 to ^^^ of ^^^ / vol 1 to ^^^ of ^^^ / issue 1 to ^^^ of ^^^;;;IMPRINT=México : El Instituto;;;CAT 0=http://id.lib.harvard.edu/alma/990046888490203941/catalog;;;CAT 1=http://id.lib.harvard.edu/alma/990001113660203941/catalog;;;CAT 2=^^^;;;AV=^^^;;;NOTE=See “Historia de las relaciones de España y México con Inglaterra, sobre el establecimiento de Belice” in series 2 vol 1 for 1869 pp 217-256, 377-403 [https://www.google.com/books/edition/Bolet%C3%ADn_de_la_Sociedad_de_Geograf%C3%ADa_y/lARGAQAAMAAJ?hl=en&gbpv=0&kptab=editions] also reprinted in bound volume in 1869 [Mexico, Imprenta del Gobierno, https://hollis.harvard.edu/permalink/f/1s5nto6/01HVD_ALMA512247589270003941, http://id.lib.harvard.edu/alma/990062883790203941/catalog] and in 1940 [Mérida, Compañia typografia yucateca, http://id.lib.harvard.edu/alma/990059492620203941/catalog] / See “Establecimiento inglés de Belice” in ser 2 vol 4 pp 698-715 dated 23 March 1871 [https://www.google.com/books/edition/_/uABGAQAAMAAJ?hl=en&gbpv=1] / See “El orígen de Belice” in ser 3 vol 4 pp 254-264 dated 9 Nov 1848 [https://hdl.handle.net/2027/mdp.39015008360342?urlappend=%3Bseq=268%3Bownerid=13510798895636614-272];;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	^^^	^^^	^^^	^^^	^^^	S	^^^	1839	^^^	Boletín de la Sociedad de Geografía y Estadística de la República Mexicana	series 1 to ^^^ of ^^^ / vol 1 to ^^^ of ^^^ / issue 1 to ^^^ of ^^^	México : El Instituto	http://id.lib.harvard.edu/alma/990046888490203941/catalog	http://id.lib.harvard.edu/alma/990001113660203941/catalog	^^^	^^^	"See “Historia de las relaciones de España y México con Inglaterra, sobre el establecimiento de Belice” in series 2 vol 1 for 1869 pp 217-256, 377-403 [https://www.google.com/books/edition/Bolet%C3%ADn_de_la_Sociedad_de_Geograf%C3%ADa_y/lARGAQAAMAAJ?hl=en&gbpv=0&kptab=editions] also reprinted in bound volume in 1869 [Mexico, Imprenta del Gobierno, https://hollis.harvard.edu/permalink/f/1s5nto6/01HVD_ALMA512247589270003941, http://id.lib.harvard.edu/alma/990062883790203941/catalog] and in 1940 [Mérida, Compañia typografia yucateca, http://id.lib.harvard.edu/alma/990059492620203941/catalog] / See “Establecimiento inglés de Belice” in ser 2 vol 4 pp 698-715 dated 23 March 1871 [https://www.google.com/books/edition/_/uABGAQAAMAAJ?hl=en&gbpv=1] / See “El orígen de Belice” in ser 3 vol 4 pp 254-264 dated 9 Nov 1848 [https://hdl.handle.net/2027/mdp.39015008360342?urlappend=%3Bseq=268%3Bownerid=13510798895636614-272]"	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	^^^	^^^											
"PUR;;;OID=S 940;;;AID=^^^;;;OAID=Lon G;;;FM=1;;;TO=63756;;;FORM=L;;;PRIM=^^^;;;DATE=1665;;;DATE=^^^;;;TITLE=London Gazette;;;DESC=issue 1 to 63756 of 63756;;;IMPRINT=^^^;;;CAT 0=https://www.thegazette.co.uk/browse-publications;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=See “Kingsale, Aug. 26” in no 502 for 5-8 Sep 1670 p 1 [https://www.thegazette.co.uk/London/issue/502/page/1/data.htm];;;SOURCE=^^^;;;SURL=^^^;;;END###"	S 940	^^^	Lon G	1	63756	L	^^^	1665	^^^	London Gazette	issue 1 to 63756 of 63756	^^^	https://www.thegazette.co.uk/browse-publications	^^^	^^^	^^^	"See “Kingsale, Aug. 26” in no 502 for 5-8 Sep 1670 p 1 [https://www.thegazette.co.uk/London/issue/502/page/1/data.htm]"	^^^	^^^	###												
"PUR;;;OID=^^^;;;AID=Amandala;;;OAID=Amandala / A 2011;;;FM=1;;;TO=3568;;;FORM=L;;;PRIM=^^^;;;DATE=1969;;;DATE=2022;;;TITLE=Amandala;;;DESC=issue 1 to 3568 of 3568;;;IMPRINT=Belize, Belize : Amandala;;;CAT 0=https://amandala.com.bz/news/ideas-and-opinions-to-the-icj-or-not/;;;CAT 1=https://amandala.com.bz/news/about-us/;;;CAT 2=https://amandala.com.bz/news/amandala-3568-friday-july-8-2022/;;;AV=^^^;;;NOTE=See ""Ideas and Opinions – To the ICJ or not” in no ^^^ for 6 May 2011 p ^^^ [https://amandala.com.bz/news/ideas-and-opinions-to-the-icj-or-not/];;;SOURCE=AN - Draft:English settling of Belize;;;SURL=https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize;;;END###"	^^^	Amandala	Amandala / A 2011	1	3568	L	^^^	1969	2022	Amandala	issue 1 to 3568 of 3568	"Belize, Belize : Amandala"	https://amandala.com.bz/news/ideas-and-opinions-to-the-icj-or-not/	https://amandala.com.bz/news/about-us/	https://amandala.com.bz/news/amandala-3568-friday-july-8-2022/	^^^	"See ""Ideas and Opinions – To the ICJ or not” in no ^^^ for 6 May 2011 p ^^^ [https://amandala.com.bz/news/ideas-and-opinions-to-the-icj-or-not/]"	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###												
PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=145;;;FORM=L;;;PRIM=^^^;;;DATE=1728;;;DATE=1739;;;TITLE=Gazeta de Mexico;;;DESC=issue 1 to 145 of 145;;;IMPRINT=^^^;;;CAT 0=http://hemerotecadigital.bne.es/details.vm?o=&w=0187-1021&f=issn&l=500;;;CAT 1=http://hemerotecadigital.bne.es/details.vm?o=&w=0187-1021&f=issn&l=500;;;CAT 2=^^^;;;AV=^^^;;;NOTE=See “Campeche” in no 31 for 1-30 June 1730 pp 6-7 [http://hemerotecadigital.bne.es/issue.vm?id=0026879286&page=7&search=Campeche&lang=en];;;SOURCE=^^^;;;SURL=^^^;;;END###	^^^	^^^	^^^	1	145	L	^^^	1728	1739	Gazeta de Mexico	issue 1 to 145 of 145	^^^	http://hemerotecadigital.bne.es/details.vm?o=&w=0187-1021&f=issn&l=500	http://hemerotecadigital.bne.es/details.vm?o=&w=0187-1021&f=issn&l=500	^^^	^^^	See “Campeche” in no 31 for 1-30 June 1730 pp 6-7 [http://hemerotecadigital.bne.es/issue.vm?id=0026879286&page=7&search=Campeche&lang=en]	^^^	^^^	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=^^^;;;FORM=L;;;PRIM=^^^;;;DATE=1618;;;DATE=^^^;;;TITLE=Courante uyt Italien, Duytslandt, &c.;;;DESC=issue 1 to ^^^ of ^^^;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=See “Advertentie - Door dese Stadt is dese weeck gearribeert 't” in no 36 for 30 June 1635 p 2 [https://resolver.kb.nl/resolve?urn=ddd:010555114:mpeg21:a0012];;;SOURCE=AN - 'campeche of hout of campesy of campelhout of bloedhout of verfhout' search in Delpher - Kranten - to 31 Dec 1675;;;SURL=https://www.delpher.nl/nl/kranten/results?coll=ddd&query=campeche+or+hout+or+campesy+or+campelhout+or+bloedhout+or+verfhout&cql%5B0%5D=%28date+_lte_+%2231-12-1675%22%29&redirect=true&sortfield=date;;;END###"	^^^	^^^	^^^	1	^^^	L	^^^	1618	^^^	"Courante uyt Italien, Duytslandt, &c."	issue 1 to ^^^ of ^^^	^^^	^^^	^^^	^^^	^^^	See “Advertentie - Door dese Stadt is dese weeck gearribeert 't” in no 36 for 30 June 1635 p 2 [https://resolver.kb.nl/resolve?urn=ddd:010555114:mpeg21:a0012]	AN - 'campeche of hout of campesy of campelhout of bloedhout of verfhout' search in Delpher - Kranten - to 31 Dec 1675	https://www.delpher.nl/nl/kranten/results?coll=ddd&query=campeche+or+hout+or+campesy+or+campelhout+or+bloedhout+or+verfhout&cql%5B0%5D=%28date+_lte_+%2231-12-1675%22%29&redirect=true&sortfield=date	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=^^^;;;FORM=L;;;PRIM=^^^;;;DATE=1619;;;DATE=1669;;;TITLE=Tĳdinghe uyt Verscheyde Quartieren;;;DESC=issue 1 to ^^^ of ^^^;;;IMPRINT=^^^;;;CAT 0=https://webggc.oclc.org/cbs/DB=2.37/XMLPRS=Y/PPN?PPN=43156518X;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=See ""Cadix, den 13. Ian” in no 7 for 16 Feb 1669 p 1 [https://resolver.kb.nl/resolve?urn=ddd:010758935:mpeg21:a0002] / See “Lissabon, den 12. dito” in no 15 for 13 April 1669 p 1 [https://resolver.kb.nl/resolve?urn=ddd:010758936:mpeg21:a0001];;;SOURCE=AN - ‘honduras of campech of campeche of campechi of yucat of iucat of yucatan of jucatan of iucatan’ search in Delpher - Kranten - to 31 Dec 1675;;;SURL=https://www.delpher.nl/nl/kranten/results?query=honduras+or+campech+or+campeche+or+campechi+or+yucat+or+iucat+or+yucatan+or+jucatan+or+iucatan&page=1&sortfield=date&cql%5B%5D=(date+_lte_+%2231-12-1675%22)&coll=ddd;;;END###"	^^^	^^^	^^^	1	^^^	L	^^^	1619	1669	Tĳdinghe uyt Verscheyde Quartieren	issue 1 to ^^^ of ^^^	^^^	https://webggc.oclc.org/cbs/DB=2.37/XMLPRS=Y/PPN?PPN=43156518X	^^^	^^^	^^^	"See ""Cadix, den 13. Ian” in no 7 for 16 Feb 1669 p 1 [https://resolver.kb.nl/resolve?urn=ddd:010758935:mpeg21:a0002] / See “Lissabon, den 12. dito” in no 15 for 13 April 1669 p 1 [https://resolver.kb.nl/resolve?urn=ddd:010758936:mpeg21:a0001]"	AN - ‘honduras of campech of campeche of campechi of yucat of iucat of yucatan of jucatan of iucatan’ search in Delpher - Kranten - to 31 Dec 1675	https://www.delpher.nl/nl/kranten/results?query=honduras+or+campech+or+campeche+or+campechi+or+yucat+or+iucat+or+yucatan+or+jucatan+or+iucatan&page=1&sortfield=date&cql%5B%5D=(date+_lte_+%2231-12-1675%22)&coll=ddd	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=^^^;;;FORM=L;;;PRIM=^^^;;;DATE=1631;;;DATE=^^^;;;TITLE=Gazette;;;DESC=issue 1 to ^^^ of ^^^;;;IMPRINT=^^^;;;CAT 0=https://gallica.bnf.fr/ark:/12148/cb32780022t/date;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=NOT YET QUERIED FOR BOIS, CAMPECHE, HONDURAS, ETC 13 JUL 2022;;;SOURCE=^^^;;;SURL=^^^;;;END###"	^^^	^^^	^^^	1	^^^	L	^^^	1631	^^^	Gazette	issue 1 to ^^^ of ^^^	^^^	https://gallica.bnf.fr/ark:/12148/cb32780022t/date	^^^	^^^	^^^	"NOT YET QUERIED FOR BOIS, CAMPECHE, HONDURAS, ETC 13 JUL 2022"	^^^	^^^	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=^^^;;;FORM=L;;;PRIM=^^^;;;DATE=1656;;;DATE=2022;;;TITLE=Oprechte Haerlemsche Courant;;;DESC=issue 1 to ^^^ of ^^^;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Continues Weeckelycke Courante van Europa / Continued by Haarlems Dagblad to 2022 / See ""Cadix den 16 January” in no 8 for 19 Feb 1667 p 2 [https://resolver.kb.nl/resolve?urn=ddd:010926740:mpeg21:a0007, https://resolver.kb.nl/resolve?urn=MMNHA02:164940015:mpeg21:a00007] / See “Vlissingen den 24 April” in no 17 for 28 April 1668 p 2 [https://resolver.kb.nl/resolve?urn=MMNHA02:164940183:mpeg21:a00006] / See “Amsterdam den 5 December” in no 19 for 6 Dec 1668 p 2 [https://resolver.kb.nl/resolve?urn=MMNHA02:164940278:mpeg21:a00006] / See “Amsterdam den 6 Fekruary” in no 6 for 7 Feb 1669 p 2 [https://resolver.kb.nl/resolve?urn=ddd:010926810:mpeg21:a0006] / See “Cadix den 13 Ianuary” in no 7 for 14 Feb 1669 p 1 [https://resolver.kb.nl/resolve?urn=MMNHA02:164941020:mpeg21:a00002] / See “Lissabon den 5 Maert” in no 15 for 11 April 1669 p 1 [https://resolver.kb.nl/resolve?urn=ddd:010926658:mpeg21:a0001, https://resolver.kb.nl/resolve?urn=MMNHA02:164941043:mpeg21:a00001, https://resolver.kb.nl/resolve?urn=MMNHA02:164941043:mpeg21:a00001] / See “Amsterdam den 12 April” in no 15 for 13 April 1669 p 2 [https://resolver.kb.nl/resolve?urn=MMNHA02:164941044:mpeg21:a00006] / See “Parijs den 5 September” in no 37 for 13 Sep 1670 pp 1-2 [https://resolver.kb.nl/resolve?urn=ddd:010926947:mpeg21:a0003, https://resolver.kb.nl/resolve?urn=MMNHA02:164941264:mpeg21:a00003] / See “Londen den 28 Iuly” in no 31 for 4 Aug 1671 p 1 [https://resolver.kb.nl/resolve?urn=MMNHA02:164942093:mpeg21:a00004] / See “Amsterdam den 17 April” in no 16 for 18 April 1673 p 2 [https://resolver.kb.nl/resolve?urn=ddd:010680289:mpeg21:a0008] / See “Londen den 2 Mey” in no 19 for 9 May 1673 p 1 [https://resolver.kb.nl/resolve?urn=ddd:010927878:mpeg21:a0002] / See “De Ed: Mog: Heeren Raden ter Admiraliteyt tot Amsterdam” in no 38 for 19 Sep 1673 p 2 [https://resolver.kb.nl/resolve?urn=ddd:010927091:mpeg21:a0007, https://resolver.kb.nl/resolve?urn=MMNHA02:164943112:mpeg21:a00008] / See ""Rochel den 11 November” in 47 for 25 Nov 1673 p 1 [https://resolver.kb.nl/resolve?urn=ddd:010680165:mpeg21:a0002] / See “Madrid den 6 Juny” in no 26 for 26 June 1674 p 1 [https://resolver.kb.nl/resolve?urn=MMNHA02:164943232:mpeg21:a00002] / See “Vlissingen den 4 July” in no 28 for 10 July 1674 p 2 [https://resolver.kb.nl/resolve?urn=MMNHA02:164943238:mpeg21:a00006] / See “Vlissingen den 18 July” in no 30 for 24 July 1674 p 2 [https://resolver.kb.nl/resolve?urn=MMNHA02:164943244:mpeg21:a00006] / See ""Londen den 3 Augusti” in no 32 for 9 Aug 1674 p 1 [https://resolver.kb.nl/resolve?urn=MMNHA02:164943251:mpeg21:a00005] / See “Vlissingen den 12 January” in no 3 for 15 Jan 1675 p 2 [https://resolver.kb.nl/resolve?urn=MMNHA02:164944007:mpeg21:a00005] / See “Duynkercken den 29 November” in no 49 for 3 Dec 1676 p 2 [https://resolver.kb.nl/resolve?urn=ddd:010927153:mpeg21:a0005] / See “St. Malo den 29 November” in no 50 for 10 Dec 1676 p 2 [https://resolver.kb.nl/resolve?urn=ddd:010927168:mpeg21:a0009, https://resolver.kb.nl/resolve?urn=MMNHA02:164944311:mpeg21:a00008] / See “Parijs den 8 September” in no 37 for 14 Sep 1679 pp 1-2 [https://resolver.kb.nl/resolve?urn=MMNHA02:164946108:mpeg21:a00004];;;SOURCE=AN - 'campech of campeche of campesy of campel' search in Delpher - Kranten - to 31 Dec 1675;;;SURL=https://www.delpher.nl/nl/kranten/results?coll=ddd&query=campech+or+campeche+or+campesy+or+campel&cql%5B0%5D=%28date+_lte_+%2231-12-1675%22%29&redirect=true&sortfield=date;;;END###"	^^^	^^^	^^^	1	^^^	L	^^^	1656	2022	Oprechte Haerlemsche Courant	issue 1 to ^^^ of ^^^	^^^	^^^	^^^	^^^	^^^	"Continues Weeckelycke Courante van Europa / Continued by Haarlems Dagblad to 2022 / See ""Cadix den 16 January” in no 8 for 19 Feb 1667 p 2 [https://resolver.kb.nl/resolve?urn=ddd:010926740:mpeg21:a0007, https://resolver.kb.nl/resolve?urn=MMNHA02:164940015:mpeg21:a00007] / See “Vlissingen den 24 April” in no 17 for 28 April 1668 p 2 [https://resolver.kb.nl/resolve?urn=MMNHA02:164940183:mpeg21:a00006] / See “Amsterdam den 5 December” in no 19 for 6 Dec 1668 p 2 [https://resolver.kb.nl/resolve?urn=MMNHA02:164940278:mpeg21:a00006] / See “Amsterdam den 6 Fekruary” in no 6 for 7 Feb 1669 p 2 [https://resolver.kb.nl/resolve?urn=ddd:010926810:mpeg21:a0006] / See “Cadix den 13 Ianuary” in no 7 for 14 Feb 1669 p 1 [https://resolver.kb.nl/resolve?urn=MMNHA02:164941020:mpeg21:a00002] / See “Lissabon den 5 Maert” in no 15 for 11 April 1669 p 1 [https://resolver.kb.nl/resolve?urn=ddd:010926658:mpeg21:a0001, https://resolver.kb.nl/resolve?urn=MMNHA02:164941043:mpeg21:a00001, https://resolver.kb.nl/resolve?urn=MMNHA02:164941043:mpeg21:a00001] / See “Amsterdam den 12 April” in no 15 for 13 April 1669 p 2 [https://resolver.kb.nl/resolve?urn=MMNHA02:164941044:mpeg21:a00006] / See “Parijs den 5 September” in no 37 for 13 Sep 1670 pp 1-2 [https://resolver.kb.nl/resolve?urn=ddd:010926947:mpeg21:a0003, https://resolver.kb.nl/resolve?urn=MMNHA02:164941264:mpeg21:a00003] / See “Londen den 28 Iuly” in no 31 for 4 Aug 1671 p 1 [https://resolver.kb.nl/resolve?urn=MMNHA02:164942093:mpeg21:a00004] / See “Amsterdam den 17 April” in no 16 for 18 April 1673 p 2 [https://resolver.kb.nl/resolve?urn=ddd:010680289:mpeg21:a0008] / See “Londen den 2 Mey” in no 19 for 9 May 1673 p 1 [https://resolver.kb.nl/resolve?urn=ddd:010927878:mpeg21:a0002] / See “De Ed: Mog: Heeren Raden ter Admiraliteyt tot Amsterdam” in no 38 for 19 Sep 1673 p 2 [https://resolver.kb.nl/resolve?urn=ddd:010927091:mpeg21:a0007, https://resolver.kb.nl/resolve?urn=MMNHA02:164943112:mpeg21:a00008] / See ""Rochel den 11 November” in 47 for 25 Nov 1673 p 1 [https://resolver.kb.nl/resolve?urn=ddd:010680165:mpeg21:a0002] / See “Madrid den 6 Juny” in no 26 for 26 June 1674 p 1 [https://resolver.kb.nl/resolve?urn=MMNHA02:164943232:mpeg21:a00002] / See “Vlissingen den 4 July” in no 28 for 10 July 1674 p 2 [https://resolver.kb.nl/resolve?urn=MMNHA02:164943238:mpeg21:a00006] / See “Vlissingen den 18 July” in no 30 for 24 July 1674 p 2 [https://resolver.kb.nl/resolve?urn=MMNHA02:164943244:mpeg21:a00006] / See ""Londen den 3 Augusti” in no 32 for 9 Aug 1674 p 1 [https://resolver.kb.nl/resolve?urn=MMNHA02:164943251:mpeg21:a00005] / See “Vlissingen den 12 January” in no 3 for 15 Jan 1675 p 2 [https://resolver.kb.nl/resolve?urn=MMNHA02:164944007:mpeg21:a00005] / See “Duynkercken den 29 November” in no 49 for 3 Dec 1676 p 2 [https://resolver.kb.nl/resolve?urn=ddd:010927153:mpeg21:a0005] / See “St. Malo den 29 November” in no 50 for 10 Dec 1676 p 2 [https://resolver.kb.nl/resolve?urn=ddd:010927168:mpeg21:a0009, https://resolver.kb.nl/resolve?urn=MMNHA02:164944311:mpeg21:a00008] / See “Parijs den 8 September” in no 37 for 14 Sep 1679 pp 1-2 [https://resolver.kb.nl/resolve?urn=MMNHA02:164946108:mpeg21:a00004]"	AN - 'campech of campeche of campesy of campel' search in Delpher - Kranten - to 31 Dec 1675	https://www.delpher.nl/nl/kranten/results?coll=ddd&query=campech+or+campeche+or+campesy+or+campel&cql%5B0%5D=%28date+_lte_+%2231-12-1675%22%29&redirect=true&sortfield=date	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=^^^;;;FORM=L;;;PRIM=^^^;;;DATE=1659;;;DATE=1662;;;TITLE=Haerlemse Courante;;;DESC=issue 1 to ^^^ of ^^^;;;IMPRINT=^^^;;;CAT 0=https://webggc.oclc.org/cbs/DB=2.37/XMLPRS=Y/PPN?PPN=431536937;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=See ""Amsterdam den 21 Maert"" in no 12 for 22 March 1661 p 2 [http://resolver.kb.nl/resolve?urn=ddd:010900228:mpeg21:a0005];;;SOURCE=AN - ‘honduras of campech of campeche of campechi of yucat of iucat of yucatan of jucatan of iucatan’ search in Delpher - Kranten - to 31 Dec 1675;;;SURL=https://www.delpher.nl/nl/kranten/results?query=honduras+or+campech+or+campeche+or+campechi+or+yucat+or+iucat+or+yucatan+or+jucatan+or+iucatan&page=1&sortfield=date&cql%5B%5D=(date+_lte_+%2231-12-1675%22)&coll=ddd;;;END###"	^^^	^^^	^^^	1	^^^	L	^^^	1659	1662	Haerlemse Courante	issue 1 to ^^^ of ^^^	^^^	https://webggc.oclc.org/cbs/DB=2.37/XMLPRS=Y/PPN?PPN=431536937	^^^	^^^	^^^	"See ""Amsterdam den 21 Maert"" in no 12 for 22 March 1661 p 2 [http://resolver.kb.nl/resolve?urn=ddd:010900228:mpeg21:a0005]"	AN - ‘honduras of campech of campeche of campechi of yucat of iucat of yucatan of jucatan of iucatan’ search in Delpher - Kranten - to 31 Dec 1675	https://www.delpher.nl/nl/kranten/results?query=honduras+or+campech+or+campeche+or+campechi+or+yucat+or+iucat+or+yucatan+or+jucatan+or+iucatan&page=1&sortfield=date&cql%5B%5D=(date+_lte_+%2231-12-1675%22)&coll=ddd	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=^^^;;;FORM=L;;;PRIM=^^^;;;DATE=1661;;;DATE=2022;;;TITLE=Gazeta;;;DESC=issue 1 to ^^^ of ^^^;;;IMPRINT=^^^;;;CAT 0=https://www.boe.es;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Continued by Boletín Oficial del Estado / NOT YET QUERIED FOR PALO, TINTE, CAMPECHE, HONDURAS, ETC 13 JUL 2022;;;SOURCE=^^^;;;SURL=^^^;;;END###"	^^^	^^^	^^^	1	^^^	L	^^^	1661	2022	Gazeta	issue 1 to ^^^ of ^^^	^^^	https://www.boe.es	^^^	^^^	^^^	"Continued by Boletín Oficial del Estado / NOT YET QUERIED FOR PALO, TINTE, CAMPECHE, HONDURAS, ETC 13 JUL 2022"	^^^	^^^	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=^^^;;;FORM=L;;;PRIM=^^^;;;DATE=1663;;;DATE=1792;;;TITLE=Gazette d’Amsterdam;;;DESC=issue 1 to ^^^ of ^^^;;;IMPRINT=^^^;;;CAT 0=https://resolver.kb.nl/resolve?urn=ddd:011014794:mpeg21:a0007;;;CAT 1=https://webggc.oclc.org/cbs/DB=2.37/XMLPRS=Y/PPN?PPN=376314095;;;CAT 2=^^^;;;AV=^^^;;;NOTE=See ""d'Amsterdam le 5. Septembre” in no 36 for 5 Sep 1675 p 4 [https://resolver.kb.nl/resolve?urn=ddd:011014794:mpeg21:a0007] / See “d’Amsterdam le 6 Decembre” in no ^^^ for 6 Dec 1668 p 4 [https://resolver.kb.nl/resolve?urn=ddd:011014630:mpeg21:a0008] / See “De Paris le 8 Septembre” in no ^^^ for 14 Sep 1679 pp 1-2 [https://resolver.kb.nl/resolve?urn=ddd:010965519:mpeg21:p001];;;SOURCE=AN - 'honduras of moskiet of moustique of moskito of mosquito' search in Delpher - Kraten - to 31 Dec 1690;;;SURL=https://www.delpher.nl/nl/kranten/results?coll=ddd&query=honduras+or+muskiet+or+moustique+or+moskito+or+mosquito&cql%5B0%5D=%28date+_lte_+%2231-12-1690%22%29&redirect=true&sortfield=date;;;END###"	^^^	^^^	^^^	1	^^^	L	^^^	1663	1792	Gazette d’Amsterdam	issue 1 to ^^^ of ^^^	^^^	https://resolver.kb.nl/resolve?urn=ddd:011014794:mpeg21:a0007	https://webggc.oclc.org/cbs/DB=2.37/XMLPRS=Y/PPN?PPN=376314095	^^^	^^^	"See ""d'Amsterdam le 5. Septembre” in no 36 for 5 Sep 1675 p 4 [https://resolver.kb.nl/resolve?urn=ddd:011014794:mpeg21:a0007] / See “d’Amsterdam le 6 Decembre” in no ^^^ for 6 Dec 1668 p 4 [https://resolver.kb.nl/resolve?urn=ddd:011014630:mpeg21:a0008] / See “De Paris le 8 Septembre” in no ^^^ for 14 Sep 1679 pp 1-2 [https://resolver.kb.nl/resolve?urn=ddd:010965519:mpeg21:p001]"	AN - 'honduras of moskiet of moustique of moskito of mosquito' search in Delpher - Kraten - to 31 Dec 1690	https://www.delpher.nl/nl/kranten/results?coll=ddd&query=honduras+or+muskiet+or+moustique+or+moskito+or+mosquito&cql%5B0%5D=%28date+_lte_+%2231-12-1690%22%29&redirect=true&sortfield=date	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=1;;;TO=^^^;;;FORM=L;;;PRIM=^^^;;;DATE=1666;;;DATE=1673;;;TITLE=Gazette Ordinaire d'Amsterdam;;;DESC=issue 1 to ^^^ of ^^^;;;IMPRINT=^^^;;;CAT 0=https://webggc.oclc.org/cbs/DB=2.37/XMLPRS=Y/PPN?PPN=376308958;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=See ""D'Amsterdam le 17 Ianvier” in no 3 for 17 Jan 1667 p 4 [https://resolver.kb.nl/resolve?urn=ddd:010926633:mpeg21:a0006] / THIS ARTICLE POSSIBLY RE SP HONDURAS SHIP TO CADIZ, NOT ENG HON, ARRIVED SEP 1666 EG [https://resolver.kb.nl/resolve?urn=ddd:011014571:mpeg21:a0001] AND EG [https://resolver.kb.nl/resolve?urn=ddd:010926715:mpeg21:a0001], OR ARRIVED JAN 1667 EG [https://resolver.kb.nl/resolve?urn=ddd:010926740:mpeg21:a0007] 13 JUL 2022;;;SOURCE=AN - 'Honduras' search in Delpher - Kranten;;;SURL=https://www.delpher.nl/nl/kranten/results?query=honduras&page=1&sortfield=date&coll=ddd;;;END###"	^^^	^^^	^^^	1	^^^	L	^^^	1666	1673	Gazette Ordinaire d'Amsterdam	issue 1 to ^^^ of ^^^	^^^	https://webggc.oclc.org/cbs/DB=2.37/XMLPRS=Y/PPN?PPN=376308958	^^^	^^^	^^^	"See ""D'Amsterdam le 17 Ianvier” in no 3 for 17 Jan 1667 p 4 [https://resolver.kb.nl/resolve?urn=ddd:010926633:mpeg21:a0006] / THIS ARTICLE POSSIBLY RE SP HONDURAS SHIP TO CADIZ, NOT ENG HON, ARRIVED SEP 1666 EG [https://resolver.kb.nl/resolve?urn=ddd:011014571:mpeg21:a0001] AND EG [https://resolver.kb.nl/resolve?urn=ddd:010926715:mpeg21:a0001], OR ARRIVED JAN 1667 EG [https://resolver.kb.nl/resolve?urn=ddd:010926740:mpeg21:a0007] 13 JUL 2022"	AN - 'Honduras' search in Delpher - Kranten	https://www.delpher.nl/nl/kranten/results?query=honduras&page=1&sortfield=date&coll=ddd	###												
