Table 1
	CODE	R.FTM	R.GENRE	R.TIT	R.ATIT	R.BTIT	R.JTIT	R.SER	R.PLACE	R.ED	R.PUB	R.DATE	R.ID	R.ID	R.INT	R.VOL	R.ISS	R.PP	R.LAST	R.FIRST	LAST	FIRST	TIT	ATIT	BTIT	JTIT	SER	PLACE	ED	PUB	DATE	ID	ID	INT	VOL	ISS	PP		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=BELICE+%3A+1663+%28%3F%29+-+1821&amp;rft.place=Seville&amp;rft.series=Publicaciones+de+la+Escuela+de+Estudios+Hispanoamericanos+de+la+Universidad+de+Sevilla&amp;rft.pub=Escuela+de+Estudios+Hispanoamericanos&amp;rft.date=1944&amp;rft.aulast=Calder%C3%B3n+Quijano&amp;rft.aufirst=Jos%C3%A9+Antonio&amp;rft_id=http%3A%2F%2Fsimurg.bibliotecas.csic.es%2Fviewer%2Fimage%2FCSIC000048031%2F1%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ADraft%3ABacalar+District	book	book	^^^	^^^	BELICE+%3A+1663+%28%3F%29+-+1821	^^^	Publicaciones+de+la+Escuela+de+Estudios+Hispanoamericanos+de+la+Universidad+de+Sevilla	Seville	^^^	Escuela+de+Estudios+Hispanoamericanos	1944	http%3A%2F%2Fsimurg.bibliotecas.csic.es%2Fviewer%2Fimage%2FCSIC000048031%2F1%2F	^^^	^^^	^^^	^^^	^^^	Calder%C3%B3n+Quijano	Jos%C3%A9+Antonio	Calderón Quijano	José Antonio	^^^	^^^	BELICE : 1663 (?) - 1821	^^^	Publicaciones de la Escuela de Estudios Hispanoamericanos de la Universidad de Sevilla	Seville	^^^	Escuela de Estudios Hispanoamericanos	1944	http://simurg.bibliotecas.csic.es/viewer/image/CSIC000048031/1/	^^^	^^^	^^^	^^^	^^^		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Belice+1663+%28%3F%29-1821&amp;rft.place=Seville&amp;rft.series=Publicaciones+de+la+Escuela+de+Estudios+Hispano-Americanos+de+la+Universidad+de+Sevilla&amp;rft.edition=1st&amp;rft.pub=Escuela+de+Estudios+Hispano-Americanos&amp;rft.date=1944&amp;rft_id=info%3Aoclcnum%2F2481064&amp;rft.aulast=Calder%C3%B3n+Quijano&amp;rft.aufirst=Jos%C3%A9+Antonio&amp;rft_id=http%3A%2F%2Fsimurg.bibliotecas.csic.es%2Fviewer%2Fimage%2FCSIC000048031%2F1%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ADraft%3AEnglish+settling+of+Belize	book	book	^^^	^^^	Belice+1663+%28%3F%29-1821	^^^	Publicaciones+de+la+Escuela+de+Estudios+Hispano-Americanos+de+la+Universidad+de+Sevilla	Seville	1st	Escuela+de+Estudios+Hispano-Americanos	1944	info%3Aoclcnum%2F2481064	http%3A%2F%2Fsimurg.bibliotecas.csic.es%2Fviewer%2Fimage%2FCSIC000048031%2F1%2F	^^^	^^^	^^^	^^^	Calder%C3%B3n+Quijano	Jos%C3%A9+Antonio	Calderón Quijano	José Antonio	^^^	^^^	Belice 1663 (?)-1821	^^^	Publicaciones de la Escuela de Estudios Hispano-Americanos de la Universidad de Sevilla	Seville	1st	Escuela de Estudios Hispano-Americanos	1944	info:oclcnum/2481064	http://simurg.bibliotecas.csic.es/viewer/image/CSIC000048031/1/	^^^	^^^	^^^	^^^		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Belice+1663+%28%3F%29-1821&amp;rft.place=Seville&amp;rft.series=Publicaciones+de+la+Escuela+de+Estudios+Hispano-Americanos+de+la+Universidad+de+Sevilla&amp;rft.edition=1st&amp;rft.pub=Escuela+de+Estudios+Hispano-Americanos&amp;rft.date=1944&amp;rft_id=info%3Aoclcnum%2F2481064&amp;rft.aulast=Calder%C3%B3n+Quijano&amp;rft.aufirst=Jos%C3%A9+Antonio&amp;rft_id=http%3A%2F%2Fsimurg.bibliotecas.csic.es%2Fviewer%2Fimage%2FCSIC000048031%2F1%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AGrace+Bank	book	book	^^^	^^^	Belice+1663+%28%3F%29-1821	^^^	Publicaciones+de+la+Escuela+de+Estudios+Hispano-Americanos+de+la+Universidad+de+Sevilla	Seville	1st	Escuela+de+Estudios+Hispano-Americanos	1944	info%3Aoclcnum%2F2481064	http%3A%2F%2Fsimurg.bibliotecas.csic.es%2Fviewer%2Fimage%2FCSIC000048031%2F1%2F	^^^	^^^	^^^	^^^	Calder%C3%B3n+Quijano	Jos%C3%A9+Antonio	Calderón Quijano	José Antonio	^^^	^^^	Belice 1663 (?)-1821	^^^	Publicaciones de la Escuela de Estudios Hispano-Americanos de la Universidad de Sevilla	Seville	1st	Escuela de Estudios Hispano-Americanos	1944	info:oclcnum/2481064	http://simurg.bibliotecas.csic.es/viewer/image/CSIC000048031/1/	^^^	^^^	^^^	^^^		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Belice+1663+%28%3F%29-1821&amp;rft.place=Seville&amp;rft.series=Publicaciones+de+la+Escuela+de+Estudios+Hispano-Americanos+de+la+Universidad+de+Sevilla&amp;rft.edition=1st&amp;rft.pub=Escuela+de+Estudios+Hispano-Americanos&amp;rft.date=1944&amp;rft_id=info%3Aoclcnum%2F2481064&amp;rft.aulast=Calder%C3%B3n+Quijano&amp;rft.aufirst=Jos%C3%A9+Antonio&amp;rft_id=http%3A%2F%2Fsimurg.bibliotecas.csic.es%2Fviewer%2Fimage%2FCSIC000048031%2F1%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	book	book	^^^	^^^	Belice+1663+%28%3F%29-1821	^^^	Publicaciones+de+la+Escuela+de+Estudios+Hispano-Americanos+de+la+Universidad+de+Sevilla	Seville	1st	Escuela+de+Estudios+Hispano-Americanos	1944	info%3Aoclcnum%2F2481064	http%3A%2F%2Fsimurg.bibliotecas.csic.es%2Fviewer%2Fimage%2FCSIC000048031%2F1%2F	^^^	^^^	^^^	^^^	Calder%C3%B3n+Quijano	Jos%C3%A9+Antonio	Calderón Quijano	José Antonio	^^^	^^^	Belice 1663 (?)-1821	^^^	Publicaciones de la Escuela de Estudios Hispano-Americanos de la Universidad de Sevilla	Seville	1st	Escuela de Estudios Hispano-Americanos	1944	info:oclcnum/2481064	http://simurg.bibliotecas.csic.es/viewer/image/CSIC000048031/1/	^^^	^^^	^^^	^^^		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Boek+VIII+%E2%80%93+boek+X%2C+of+1631%E2%80%931633&amp;rft.place=Hague&amp;rft.series=Historie+ofte+iaerlijck+verhael+van+de+verrichtinghen+der+geoctroyeerde+West-Indische+Compagnie%2C+zedert+haer+begin%2C+tot+het+eynde+van+%27t+jaer+sesthien-hondert+ses-en-dertich%3B+begrepen+in+derthien+boecken%2C+ende+met+verscheyden+koperen+platen+verciert&amp;rft.pub=Martinus+Nijhoff&amp;rft.date=1934&amp;rft_id=info%3Aoclcnum%2F6106946&amp;rft.aulast=Laet&amp;rft.aufirst=Joannes+de&amp;rft_id=https%3A%2F%2Fresolver.kb.nl%2Fresolve%3Furn%3DKONB10%3A000019204&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AJan+Janszoon+van+Hoorn%27s+expedition+of+1633	book	book	^^^	^^^	Boek+VIII+%E2%80%93+boek+X%2C+of+1631%E2%80%931633	^^^	Historie+ofte+iaerlijck+verhael+van+de+verrichtinghen+der+geoctroyeerde+West-Indische+Compagnie%2C+zedert+haer+begin%2C+tot+het+eynde+van+%27t+jaer+sesthien-hondert+ses-en-dertich%3B+begrepen+in+derthien+boecken%2C+ende+met+verscheyden+koperen+platen+verciert	Hague	^^^	Martinus+Nijhoff	1934	info%3Aoclcnum%2F6106946	https%3A%2F%2Fresolver.kb.nl%2Fresolve%3Furn%3DKONB10%3A000019204	^^^	^^^	^^^	^^^	Laet	Joannes+de	Laet	Joannes de	^^^	^^^	"Boek VIII – boek X, of 1631–1633"	^^^	"Historie ofte iaerlijck verhael van de verrichtinghen der geoctroyeerde West-Indische Compagnie, zedert haer begin, tot het eynde van ’t jaer sesthien-hondert ses-en-dertich; begrepen in derthien boecken, ende met verscheyden koperen platen verciert"	Hague	^^^	Martinus Nijhoff	1934	info:oclcnum/6106946	https://resolver.kb.nl/resolve?urn=KONB10:000019204	^^^	^^^	^^^	^^^		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Boek+XI+%E2%80%93+boek+XIII%2C+of+1634%E2%80%931636+%28en+overzicht+van+bedrijfsactiviteiten+1623-1636%29&amp;rft.place=Hague&amp;rft.series=Historie+ofte+iaerlijck+verhael+van+de+verrichtinghen+der+geoctroyeerde+West-Indische+Compagnie%2C+zedert+haer+begin%2C+tot+het+eynde+van+%27t+jaer+sesthien-hondert+ses-en-dertich%3B+begrepen+in+derthien+boecken%2C+ende+met+verscheyden+koperen+platen+verciert&amp;rft.pub=Martinus+Nijhoff&amp;rft.date=1937&amp;rft_id=info%3Aoclcnum%2F6106946&amp;rft.aulast=Laet&amp;rft.aufirst=Joannes+de&amp;rft_id=https%3A%2F%2Fresolver.kb.nl%2Fresolve%3Furn%3DKONB10%3A000019207&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AJan+Janszoon+van+Hoorn%27s+expedition+of+1633	book	book	^^^	^^^	Boek+XI+%E2%80%93+boek+XIII%2C+of+1634%E2%80%931636+%28en+overzicht+van+bedrijfsactiviteiten+1623-1636%29	^^^	Historie+ofte+iaerlijck+verhael+van+de+verrichtinghen+der+geoctroyeerde+West-Indische+Compagnie%2C+zedert+haer+begin%2C+tot+het+eynde+van+%27t+jaer+sesthien-hondert+ses-en-dertich%3B+begrepen+in+derthien+boecken%2C+ende+met+verscheyden+koperen+platen+verciert	Hague	^^^	Martinus+Nijhoff	1937	info%3Aoclcnum%2F6106946	https%3A%2F%2Fresolver.kb.nl%2Fresolve%3Furn%3DKONB10%3A000019207	^^^	^^^	^^^	^^^	Laet	Joannes+de	Laet	Joannes de	^^^	^^^	"Boek XI – boek XIII, of 1634–1636 (en overzicht van bedrijfsactiviteiten 1623-1636)"	^^^	"Historie ofte iaerlijck verhael van de verrichtinghen der geoctroyeerde West-Indische Compagnie, zedert haer begin, tot het eynde van ’t jaer sesthien-hondert ses-en-dertich; begrepen in derthien boecken, ende met verscheyden koperen platen verciert"	Hague	^^^	Martinus Nijhoff	1937	info:oclcnum/6106946	https://resolver.kb.nl/resolve?urn=KONB10:000019207	^^^	^^^	^^^	^^^		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=British+maritime+enterprise+in+the+New+World+%3A+from+the+late+fifteenth+to+the+mid-eighteenth+century&amp;rft.place=Lewiston%2C+NY&amp;rft.series=Studies+in+British+history+%3B+v.+57&amp;rft.edition=1st&amp;rft.pub=Edwin+Mellen+Press&amp;rft.date=1999&amp;rft_id=info%3Ahdl%2F2027%2Fmdp.39015054149409&amp;rft_id=info%3Aoclcnum%2F42290563&amp;rft.aulast=Bradley&amp;rft.aufirst=Peter+T.&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AFrancis+Drake%27s+expedition+of+1572%E2%80%931573	book	book	^^^	^^^	British+maritime+enterprise+in+the+New+World+%3A+from+the+late+fifteenth+to+the+mid-eighteenth+century	^^^	Studies+in+British+history+%3B+v.+57	Lewiston%2C+NY	1st	Edwin+Mellen+Press	1999	info%3Ahdl%2F2027%2Fmdp.39015054149409	info%3Aoclcnum%2F42290563	^^^	^^^	^^^	^^^	Bradley	Peter+T.	Bradley	Peter T.	^^^	^^^	British maritime enterprise in the New World : from the late fifteenth to the mid-eighteenth century	^^^	Studies in British history ; v. 57	"Lewiston, NY"	1st	Edwin Mellen Press	1999	info:hdl/2027/mdp.39015054149409	info:oclcnum/42290563	^^^	^^^	^^^	^^^		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Compendio+de+la+historia+de+Yucatan%3B+precedido+del+de+su+geograf%C3%ADa+y+dispuesto+en+forma+de+lecciones&amp;rft.place=Merida%2C+Yuc.&amp;rft.edition=1st&amp;rft.pub=J.D.+Espinosa+%C3%A9+hijos&amp;rft.date=1871&amp;rft_id=info%3Aoclcnum%2F13403072&amp;rft.aulast=Carillo+y+Ancona&amp;rft.aufirst=Crescencio&amp;rft_id=https%3A%2F%2Fwww.google.com%2Fbooks%2Fedition%2FCompendio_de_la_historia_de_Yucatan%2FzZkPgqPHFQwC&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ADraft%3AEnglish+settling+of+Belize	book	book	^^^	^^^	Compendio+de+la+historia+de+Yucatan%3B+precedido+del+de+su+geograf%C3%ADa+y+dispuesto+en+forma+de+lecciones	^^^	^^^	Merida%2C+Yuc.	1st	J.D.+Espinosa+%C3%A9+hijos	1871	info%3Aoclcnum%2F13403072	https%3A%2F%2Fwww.google.com%2Fbooks%2Fedition%2FCompendio_de_la_historia_de_Yucatan%2FzZkPgqPHFQwC	^^^	^^^	^^^	^^^	Carillo+y+Ancona	Crescencio	Carillo y Ancona	Crescencio	^^^	^^^	Compendio de la historia de Yucatan; precedido del de su geografía y dispuesto en forma de lecciones	^^^	^^^	"Merida, Yuc."	1st	J.D. Espinosa é hijos	1871	info:oclcnum/13403072	https://www.google.com/books/edition/Compendio_de_la_historia_de_Yucatan/zZkPgqPHFQwC	^^^	^^^	^^^	^^^		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Documents+concerning+English+voyages+to+the+Spanish+main%2C+1569-1580&amp;rft.place=London&amp;rft.series=Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+71&amp;rft.edition=1st&amp;rft.pub=Printed+for+the+Hakluyt+Society&amp;rft.date=1932&amp;rft_id=info%3Ahdl%2F2027%2Fmdp.39015012306133&amp;rft_id=info%3Aoclcnum%2F1476408&amp;rft_id=https%3A%2F%2Farchive.org%2Fdetails%2Fdli.ministry.01751%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AAndrew+Barker+%28merchant%29	book	book	^^^	^^^	Documents+concerning+English+voyages+to+the+Spanish+main%2C+1569-1580	^^^	Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+71	London	1st	Printed+for+the+Hakluyt+Society	1932	info%3Ahdl%2F2027%2Fmdp.39015012306133	info%3Aoclcnum%2F1476408	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	"Documents concerning English voyages to the Spanish main, 1569-1580"	^^^	"Works issued by the Hakluyt Society ; 2nd ser., no. 71"	London	1st	Printed for the Hakluyt Society	1932	info:hdl/2027/mdp.39015012306133	info:oclcnum/1476408	^^^	^^^	^^^	^^^		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Documents+concerning+English+voyages+to+the+Spanish+main%2C+1569-1580&amp;rft.place=London&amp;rft.series=Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+71&amp;rft.edition=1st&amp;rft.pub=Printed+for+the+Hakluyt+Society&amp;rft.date=1932&amp;rft_id=info%3Ahdl%2F2027%2Fmdp.39015012306133&amp;rft_id=info%3Aoclcnum%2F1476408&amp;rft_id=https%3A%2F%2Farchive.org%2Fdetails%2Fdli.ministry.01751%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ADraft%3AEnglish+settlement+in+the+Bay+Islands	book	book	^^^	^^^	Documents+concerning+English+voyages+to+the+Spanish+main%2C+1569-1580	^^^	Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+71	London	1st	Printed+for+the+Hakluyt+Society	1932	info%3Ahdl%2F2027%2Fmdp.39015012306133	info%3Aoclcnum%2F1476408	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	"Documents concerning English voyages to the Spanish main, 1569-1580"	^^^	"Works issued by the Hakluyt Society ; 2nd ser., no. 71"	London	1st	Printed for the Hakluyt Society	1932	info:hdl/2027/mdp.39015012306133	info:oclcnum/1476408	^^^	^^^	^^^	^^^		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Documents+concerning+English+voyages+to+the+Spanish+main%2C+1569-1580&amp;rft.place=London&amp;rft.series=Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+71&amp;rft.edition=1st&amp;rft.pub=Printed+for+the+Hakluyt+Society&amp;rft.date=1932&amp;rft_id=info%3Ahdl%2F2027%2Fmdp.39015012306133&amp;rft_id=info%3Aoclcnum%2F1476408&amp;rft_id=https%3A%2F%2Farchive.org%2Fdetails%2Fdli.ministry.01751%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ADraft%3AEnglish+settling+of+Belize	book	book	^^^	^^^	Documents+concerning+English+voyages+to+the+Spanish+main%2C+1569-1580	^^^	Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+71	London	1st	Printed+for+the+Hakluyt+Society	1932	info%3Ahdl%2F2027%2Fmdp.39015012306133	info%3Aoclcnum%2F1476408	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	"Documents concerning English voyages to the Spanish main, 1569-1580"	^^^	"Works issued by the Hakluyt Society ; 2nd ser., no. 71"	London	1st	Printed for the Hakluyt Society	1932	info:hdl/2027/mdp.39015012306133	info:oclcnum/1476408	^^^	^^^	^^^	^^^		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Documents+concerning+English+voyages+to+the+Spanish+main%2C+1569-1580&amp;rft.place=London&amp;rft.series=Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+71&amp;rft.edition=1st&amp;rft.pub=Printed+for+the+Hakluyt+Society&amp;rft.date=1932&amp;rft_id=info%3Ahdl%2F2027%2Fmdp.39015012306133&amp;rft_id=info%3Aoclcnum%2F1476408&amp;rft_id=https%3A%2F%2Farchive.org%2Fdetails%2Fdli.ministry.01751%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ADraft%3ARich+Island	book	book	^^^	^^^	Documents+concerning+English+voyages+to+the+Spanish+main%2C+1569-1580	^^^	Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+71	London	1st	Printed+for+the+Hakluyt+Society	1932	info%3Ahdl%2F2027%2Fmdp.39015012306133	info%3Aoclcnum%2F1476408	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	"Documents concerning English voyages to the Spanish main, 1569-1580"	^^^	"Works issued by the Hakluyt Society ; 2nd ser., no. 71"	London	1st	Printed for the Hakluyt Society	1932	info:hdl/2027/mdp.39015012306133	info:oclcnum/1476408	^^^	^^^	^^^	^^^		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Documents+concerning+English+voyages+to+the+Spanish+main%2C+1569-1580&amp;rft.place=London&amp;rft.series=Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+71&amp;rft.edition=1st&amp;rft.pub=Printed+for+the+Hakluyt+Society&amp;rft.date=1932&amp;rft_id=info%3Ahdl%2F2027%2Fmdp.39015012306133&amp;rft_id=info%3Aoclcnum%2F1476408&amp;rft_id=https%3A%2F%2Farchive.org%2Fdetails%2Fdli.ministry.01751%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AFrancis+Drake%27s+expedition+of+1572%E2%80%931573	book	book	^^^	^^^	Documents+concerning+English+voyages+to+the+Spanish+main%2C+1569-1580	^^^	Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+71	London	1st	Printed+for+the+Hakluyt+Society	1932	info%3Ahdl%2F2027%2Fmdp.39015012306133	info%3Aoclcnum%2F1476408	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	"Documents concerning English voyages to the Spanish main, 1569-1580"	^^^	"Works issued by the Hakluyt Society ; 2nd ser., no. 71"	London	1st	Printed for the Hakluyt Society	1932	info:hdl/2027/mdp.39015012306133	info:oclcnum/1476408	^^^	^^^	^^^	^^^		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Documents+concerning+English+voyages+to+the+Spanish+main%2C+1569-1580&amp;rft.place=London&amp;rft.series=Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+71&amp;rft.edition=1st&amp;rft.pub=Printed+for+the+Hakluyt+Society&amp;rft.date=1932&amp;rft_id=info%3Ahdl%2F2027%2Fmdp.39015012306133&amp;rft_id=info%3Aoclcnum%2F1476408&amp;rft_id=https%3A%2F%2Farchive.org%2Fdetails%2Fdli.ministry.01751%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ATimeline+of+piracy+in+the+Bay+of+Honduras	book	book	^^^	^^^	Documents+concerning+English+voyages+to+the+Spanish+main%2C+1569-1580	^^^	Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+71	London	1st	Printed+for+the+Hakluyt+Society	1932	info%3Ahdl%2F2027%2Fmdp.39015012306133	info%3Aoclcnum%2F1476408	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	"Documents concerning English voyages to the Spanish main, 1569-1580"	^^^	"Works issued by the Hakluyt Society ; 2nd ser., no. 71"	London	1st	Printed for the Hakluyt Society	1932	info:hdl/2027/mdp.39015012306133	info:oclcnum/1476408	^^^	^^^	^^^	^^^		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=English+privateering+voyages+to+the+West+Indies%2C+1588-1595+%3A+documents+relating+to+English+voyages+to+the+West+Indies+from+the+defeat+of+the+armada+to+the+last+voyage+of+Sir+Francis+Drake&amp;rft.place=Cambridge&amp;rft.series=Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+111&amp;rft.edition=1st&amp;rft.pub=Published+for+the+Hakluyt+Society+at+the+University+Press&amp;rft.date=1958&amp;rft_id=info%3Ahdl%2F2027%2Fmdp.39015026881832&amp;rft_id=info%3Aoclcnum%2F504851&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ADraft%3AEnglish+settlement+in+the+Bay+Islands	book	book	^^^	^^^	English+privateering+voyages+to+the+West+Indies%2C+1588-1595+%3A+documents+relating+to+English+voyages+to+the+West+Indies+from+the+defeat+of+the+armada+to+the+last+voyage+of+Sir+Francis+Drake	^^^	Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+111	Cambridge	1st	Published+for+the+Hakluyt+Society+at+the+University+Press	1958	info%3Ahdl%2F2027%2Fmdp.39015026881832	info%3Aoclcnum%2F504851	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	"English privateering voyages to the West Indies, 1588-1595 : documents relating to English voyages to the West Indies from the defeat of the armada to the last voyage of Sir Francis Drake"	^^^	"Works issued by the Hakluyt Society ; 2nd ser., no. 111"	Cambridge	1st	Published for the Hakluyt Society at the University Press	1958	info:hdl/2027/mdp.39015026881832	info:oclcnum/504851	^^^	^^^	^^^	^^^		
	ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=English+privateering+voyages+to+the+West+Indies%2C+1588-1595+%3A+documents+relating+to+English+voyages+to+the+West+Indies+from+the+defeat+of+the+armada+to+the+last+voyage+of+Sir+Francis+Drake&amp;rft.place=Cambridge&amp;rft.series=Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+111&amp;rft.edition=1st&amp;rft.pub=Published+for+the+Hakluyt+Society+at+the+University+Press&amp;rft.date=1958&amp;rft_id=info%3Ahdl%2F2027%2Fmdp.39015026881832&amp;rft_id=info%3Aoclcnum%2F504851&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3ADraft%3AEnglish+settling+of+Belize	book	book	^^^	^^^	English+privateering+voyages+to+the+West+Indies%2C+1588-1595+%3A+documents+relating+to+English+voyages+to+the+West+Indies+from+the+defeat+of+the+armada+to+the+last+voyage+of+Sir+Francis+Drake	^^^	Works+issued+by+the+Hakluyt+Society+%3B+2nd+ser.%2C+no.+111	Cambridge	1st	Published+for+the+Hakluyt+Society+at+the+University+Press	1958	info%3Ahdl%2F2027%2Fmdp.39015026881832	info%3Aoclcnum%2F504851	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	"English privateering voyages to the West Indies, 1588-1595 : documents relating to English voyages to the West Indies from the defeat of the armada to the last voyage of Sir Francis Drake"	^^^	"Works issued by the Hakluyt Society ; 2nd ser., no. 111"	Cambridge	1st	Published for the Hakluyt Society at the University Press	1958	info:hdl/2027/mdp.39015026881832	info:oclcnum/504851	^^^	^^^	^^^	^^^		
