Table 1
ID	OID	SER	FM	CF	URL	REL	EXT	START	STOP	PIR	DEF	IMG	FOL	CAT SUMM	PARAS	NOTE	SOURCE	SURL	END		
^^^	C 36	Gob	Hon	GT 39 ram 18 no 124	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348765	1	0	14 Jun 1638	^^^	0	0	^^^	^^^	^^^	^^^	re gob and obpo feud and excomunion de gob por obpo /v f 3 img 3	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	36	
^^^	C 37	Gob	Hon	GT 39 ram 20 no 130	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348771	1	0	24 Jan 1640	^^^	1	1	1	^^^	^^^	^^^	re gob diçe que Para la defenssa del puerto de truxillo es necessario dos medios Cañones y quatro quartos de cañon y çien Mosquetes para la defenssa de Aquel puerto por aberle saqueado y llevado las que abía el enemigo el año de treínta y tres Como Consta de los augtos que en Raçon desto se rremitieron Al real consejo por el pressidente de guatimala respegto de que este puerto es el de onduras donde las naos que van destos reynos haçen escala para passar de santo Tomas de castilla y en el se conducen los jeneros de añir Çarça y c[ill]xos que Cargan dichas Naos Y estando sin defense este puerto Las va[ill]ca[ill] a el y las coxe Y en tierra los fructos que ay por no tener con que defenderlos Çien Mosquetes es precisso llevarlos deste reyno= Y que se hordene a[ill] Pressidente de guatimala tenga sienpre proveydo el dicho puerto de Vasti[ill] de polvora y demas Muniçiones pues que ay situado en yndios para la defenssa deste puerto sin tocar la haçienda real y que muchas veçes ha llegado El enemigo a el sin aber polvora ni harmas con que defender[ill] y por estas çiento y çinquenta leguas de guatimala V Mg.d se sirva de dar facultad Al governador pues es Cappitan General para que en ocassion de ene[ill] Pueda librar en la caxa real de aquella porvinçia o a las personas [ill]ubiesen las dichas Muniçiones la cantidad necessaria para la defenssa Pues que la distancia A guatimala donde esta el pressidente es tanta que quando a de aver la resuluçion es passada la ocassion= /v 1 img 1 / 2 IMGS SEC IMG NEEDS CLOSER READ 17 JUL 2022	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	37	
^^^	C 38	Gob	Hon	GT 39 ram 20 no 132	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348773	1	0	1 Sep 1642	^^^	0	1	1	^^^	^^^	^^^	"See C Amaya p 106 / re Puerto Caballos y Bahía Fonseca y su comunicación /v PARES cat / Ha procurado en execuçion de la orden que tiene de la Aud.a de Guatimala despoblar las yslas de la Guanaja, maça i Ruatan por los incombenientes que resultan del abrigo i comodidad que alli tiene el Enemigo, y lo consiguio sacando con industria Los yndios que estavan alli poblados, y tratava de señalarles avitaçion en parte aproposito, y de que se fuesen enseñando en las cosas de n.a Santa fe catolica, de que se allaban remotos /v covering fol img 4"	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	38	
^^^	C 39	Gob	Hon	GT 39 ram 20 no 131	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348772	1	0	1 Sep 1642	^^^	0	1	1	^^^	^^^	^^^	See C Amaya p 106 / que el puerto de cavallos y voca de caldera es muy acomodado y mas a proposito para fortificar que ay en las yndias y que este puerto y el de Trujillo se pueden fortificar situando en las ventas de yndios que vacaron lo neçesario para ello. y que de todo tenia dado quenta el presidente de Guatimala /v covering fol img 4	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	39	
^^^	C 40	Gob	Hon	GT 39 ram 21 no 133	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348774	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	re que se le de sobrecédula al gob para poder desempeñar sus funciones /v PARES cat / 82 IMGS MAY NEED CLOSER READING 17 JUL 2022	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	40	
^^^	C 41	Gob	Hon	GT 39 ram 22 no 134	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348775	1	0	27 Mar 1645	^^^	0	0	^^^	^^^	^^^	^^^	re memo de gob re pres de guat y su jurisdicción /v fol 1 img 1	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	41	
^^^	C 42	Gob	Hon	GT 39 ram 23 no 135	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348776	1	0	5 Sep 1645	^^^	0	1	1	^^^	^^^	^^^	re diferentes puntos de guerra /v covering fol img 6 / que por m.te del Gov.or de onduras Le nonbro para que sirviese aquel gov.o la Aud.a de guatemala y estado en que allo aq.lla prov.a falta de gente y armas y modo q. el [gob] ofreze de proveer los puertos dellas de Conv.te defensa /v f 1 img 1 / el cuidado que pone en el alivio y amparo de los yndios / lo q. a obrado en el [ill]uscobro de la Real hascienda y entera dello /v f 3 img 3 / la necess.d con que se alla de Artilleria. mosquetes y arcabuces. y la forma en que se podria proveer della sin gasto de la Real haz.da /v f 4 img 4	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	42	
^^^	C 43	Gob	Hon	GT 39 ram 23 no 136	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348777	1	0	1 Aug 1651	^^^	0	0	^^^	^^^	^^^	^^^	re dos testimonios de Autos y declaraçiones de algunos fraudes q se an hecho a la Real haz.da para q. se aplique el rem.o conven.te /v covering fol img 4 / 32 IMGS MAY NEED CLOSER READING 17 JUL 2022	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	43	
^^^	C 44	Gob	Hon	GT 39 ram 24 no 137	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348778	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	Inc re defence / re nombramiento de maestre de campo por aud y defensa de aquellos puertos /v PARES cat / 79 IMGS MAY NEED CLOSER READING 17 JUL 2022	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	44	
^^^	C 45	Gob	Hon	GT 39 ram 24 no 138	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348779	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	NOT FM GOB HON 17 JUL 2022	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	45	
^^^	C 46	Gob	Hon	GT 39 ram 25 no 139	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348780	1	0	4 Sep 1664	^^^	0	0	^^^	^^^	^^^	^^^	re memo de gob supp.la a V Mag.d se sirva hazerle mrd. de honorarle con titulo de sargento mayor /v f 1 img 1 / 11 IMGS MAY NEED CLOSER RDG 17 JUL 2022	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	46	
^^^	C 47	Gob	Hon	GT 39 ram 26 no 141	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348782	1	0	15 Apr 1671	^^^	0	0	^^^	^^^	^^^	^^^	re memo de gob re personal household /v f 1 img 1	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	47	
^^^	C 48	Gob	Hon	GT 39 ram 25 no 140	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348781	1	0	5 Aug 1671	^^^	0	0	^^^	^^^	^^^	^^^	re indize de los despachos del servicjo De su mag.d que he Rezivido yo [el gob] /v fol 1 img 4	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	48	
^^^	C 49	Gob	Hon	GT 39 ram 26 no 142	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348783	1	0	2 Nov 1671	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	49	
^^^	C 50	Gob	Hon	GT 39 ram 26 no 143	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348784	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	50	
^^^	C 51	Gob	Hon	GT 39 ram 26 no 144	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348785	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	51	
^^^	C 52	Gob	Hon	GT 39 ram 26 no 145	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348786	1	0	26 Jun 1675	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	52	
^^^	C 53	Gob	Hon	GT 39 ram 26 no 146	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348787	1	0	26 Jun 1675	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	53	
^^^	C 54	Gob	Hon	GT 39 ram 26 no 147	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348788	1	0	15 Mar 1676	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	54	
^^^	C 55	Gob	Hon	GT 39 ram 27 no 148	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348789	1	0	22 May 1680	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	55	
^^^	C 56	Gob	Hon	GT 39 ram 27 no 149	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348790	1	0	15 Sep 1680	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	56	
^^^	C 57	Gob	Hon	GT 39 ram 28 no 150	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348791	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	Inc re defence	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	57	
^^^	C 58	Gob	Hon	GT 39 ram 29 no 151	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348792	1	0	10 May 1688	^^^	1	0	1	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	58	
^^^	C 59	Gob	Hon	GT 39 ram 30 no 153	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348794	1	0	23 Feb 1696	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	59	
^^^	C 60	Gob	Hon	GT 39 ram 30 no 154	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348795	1	0	1 Mar 1696	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	60	
^^^	C 61	Gob	Hon	GT 39 ram 30 no 155	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348796	1	0	2 Mar 1696	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	61	
^^^	C 62	Gob	Hon	GT 39 ram 29 no 152	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348793	1	0	12 Jan 1698	^^^	^^^	^^^	^^^	^^^	^^^	^^^	Damaged	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	62	
^^^	C 63	Gob	Hon	GT 39 ram 31 no 156	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348797	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	63	
^^^	C 64	Aud	Hon	GT 13 ram 7 no 64	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347103	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	64	
^^^	C 65	Aud	Hon	GT 13 ram 7 no 65	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347104	1	0	15 Jul 1615	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	65	
^^^	C 66	Aud	Hon	GT 13 ram 7 no 66	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347105	1	0	10 Oct 1615	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	66	
^^^	C 67	Aud	Hon	GT 13 ram 7 no 67	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347106	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	67	
^^^	C 68	Aud	Hon	GT 13 ram 8 no 68	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347107	1	0	10 Jun 1616	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	68	
^^^	C 69	Aud	Hon	GT 13 ram 8 no 69	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347108	1	0	17 Nov 1616	^^^	0	1	5	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	69	
^^^	C 70	Aud	Hon	GT 13 ram 9 no 70	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347109	1	1	17 Jan 1617	13 Jun 1617	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	70	
^^^	C 71	Aud	Hon	GT 13 ram 9 no 71	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347110	1	0	10 Jun 1617	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	71	
^^^	C 72	Aud	Hon	GT 13 ram 9 no 72	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347111	1	0	13 Jun 1617	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	72	
^^^	C 73	Aud	Hon	GT 13 ram 9 no 73	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347112	1	0	14 Jun 1617	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	73	
^^^	C 74	Aud	Hon	GT 13 ram 9 no 74	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347113	1	0	14 Jun 1617	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	74	
^^^	C 75	Aud	Hon	GT 13 ram 9 no 75	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347114	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	75	
^^^	C 76	Aud	Hon	GT 13 ram 9 no 76	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347115	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	76	
^^^	C 77	Aud	Hon	GT 13 ram 9 no 77	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347116	1	0	1 Nov 1617	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	77	
^^^	C 78	Aud	Hon	GT 13 ram 9 no 78	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347117	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	78	
^^^	C 79	Aud	Hon	GT 13 ram 9 no 79	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347118	1	0	31 Dec 1617	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	79	
^^^	C 80	Aud	Hon	GT 13 ram 9 no 81	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347120	1	0	31 Dec 1617	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	80	
^^^	C 81	Aud	Hon	GT 13 ram 9 no 80	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347119	1	0	31 Dec 1617	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	81	
^^^	C 82	Aud	Hon	GT 14 ram 1 no 1	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347122	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	82	
^^^	C 83	Aud	Hon	GT 14 ram 1 no 2	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347123	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	83	
^^^	C 84	Aud	Hon	GT 14 ram 1 no 3	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347124	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	84	
^^^	C 85	Aud	Hon	GT 14 ram 1 no 5	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347126	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	85	
^^^	C 86	Aud	Hon	GT 14 ram 1 no 4	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347125	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	86	
^^^	C 87	Aud	Hon	GT 14 ram 1 no 6	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347127	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	87	
^^^	C 88	Aud	Hon	GT 14 ram 1 no 7	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347128	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	88	
^^^	C 89	Aud	Hon	GT 14 ram 1 no 8	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347129	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	89	
^^^	C 90	Aud	Hon	GT 14 ram 1 no 9	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347130	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	90	
^^^	C 91	Aud	Hon	GT 14 ram 1 no 10	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347131	1	0	15 Jun 1618	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	91	
^^^	C 92	Aud	Hon	GT 14 ram 1 no 11	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347132	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	92	
^^^	C 93	Aud	Hon	GT 14 ram 1 no 12	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347133	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	93	
^^^	C 94	Aud	Hon	GT 14 ram 1 no 14	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347135	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	94	
^^^	C 95	Aud	Hon	GT 14 ram 1 no 15	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347136	1	0	20 Jun 1618	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	95	
^^^	C 96	Aud	Hon	GT 14 ram 1 no 13	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347134	1	0	20 Jun 1618	^^^	0	0	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	96	
^^^	C 97	Aud	Hon	GT 14 ram 1 no 16	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347137	0	0	sd sd sd	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	97	
^^^	C 98	Aud	Hon	GT 14 ram 1 no 17	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347138	1	0	20 Jul 1618	^^^	1	1	1	^^^	^^^	^^^	^^^	AN - Historical series re Belize - Introduction and serives v 1.4 - Cartas	https://dataverse.harvard.edu/privateurl.xhtml?token=135a1006-cd54-4d9e-ba7b-d961b93f1bc4	###	98	
