Table 1
ID	COUNTRY	DISTRICT	POSTAL	CITY	STREET	EMAIL 0	EMAIL 1	TEL 0	TEL 1	REF 0	FORM	NAME STD 0	NAME STD 1	NAME 0	NAME 1	NAME 2	NAME STD	TYPE	OCLC	VIAF 0	VIAF 1	STD 0	STD 1	STD 2	LINK 0	LINK 1	LINK 2	LINK 3	AID 0	AID 1	AID 2	AID 3	SID 0	SID 1	SID 2	SID 3	SID 4	SID 5	SID 6	SID 7	SID 8	SID 9	SID 10	SID 11	SID 12	SID 13	SID 14	SID 15	SID 16	SID 17	SID 18	SID 19	SERIES 0	AID 4	AID 5	SERIES 1	AID 6	AID 7	AID 8	SERIES 2	AID 9	AID 10	SERIES 3	AID 11	AID 12	END		
mmm	Spain	Valladolid	47130	Simancas	"C/ Miravete, 8"	ags@cultura.gob.es	eee	+34983590003	eee	mmm	mmm			Archivo general de Simancas	Ministerio de cultura y deporte	Gobierno de España	Archivo general de Simancas	R	eee	mmm	mmm	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=2	https://www.archivesportaleurope.net/directory/-/dir/ai/code/ES-47161-AGS2	eee	https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/ags/portada.html	eee	eee	eee	eee	eee	eee	eee	73	75	77	79	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Spain	Madrid	28006	Madrid	"C/ Serrano, 115"	ahn.referencias@cultura.gob.es	ahn@cultura.gob.es	+34917688500	eee	mmm	mmm			Archivo histórico nacional	Ministerio de cultura y deporte	Gobierno de España	Archivo histórico nacional	R	eee	mmm	mmm	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=9	https://www.archivesportaleurope.net/directory/-/dir/ai/code/ES-28079-AHN9	eee	http://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/ahn/portada.html	eee	eee	eee	eee	eee	eee	eee	83	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Spain	Madrid	28071	Madrid	"Paseo de Recoletos, 20"	enrique.perez@bne.es	infoarchivo@bne.es	+34915168039	eee	mmm	mmm			Biblioteca nacional de España	eee	Biblioteca nacional de España	Biblioteca nacional de España	R	eee	mmm	mmm	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=1725792	eee	eee	https://www.bne.es/es/colecciones	eee	eee	eee	eee	eee	eee	eee	91	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Manuscritos	http://www.bne.es/en/Colecciones/Manuscritos/	"mmm, Inventario general de manuscritos de la biblioteca nacional, Madrid, 1953-2002, 15 vols, OCLC mmm, link http://bdh.bne.es/bnesearch/detalle/bdh0000166854"	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Spain	Madrid	28014	Madrid	"C/ Juan de Mena, 1"	archivomuseonaval@fn.mde.es.	eee	+34915238378	eee	mmm	mmm			Museo naval	Ministerio de defensa	Gobierno de España	Museo naval	R	eee	mmm	mmm	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=49308	eee	eee	https://patrimoniocultural.defensa.gob.es/es/centros/archivo-museo-naval/portada	eee	eee	eee	eee	eee	eee	eee	217	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Colección Navarrete	"Higueras Rodriguez, mmm, link https://armada.defensa.gob.es/archivo/mardigitalrevistas/cuadernosihcn/24cuaderno/04cap.pdf"	"Fernández de Navarrete & Vincente Vela, Índice de la colección de documentos de Fernández de Navarrete que poseé el Museo naval, Madrid, 1946, 1 vol, OCLC 7567247"	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Spain	Madrid	28014	Madrid	C/ del León nº 21	secretaria@rah.es	biblioteca@rah.es	+34914290611	eee	mmm	mmm	RAH		Real academia de la historia	eee	Real academia de la historia		C	eee	mmm	mmm	http://censoarchivos.mcu.es/CensoGuia/archivodetail.htm?id=37148	eee	eee	https://www.rah.es	eee	eee	eee	eee	eee	eee	eee	325	327	329	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Manuscritos	https://www.rah.es/colecciones-de-manuscritos/	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Spain	Madrid	28071	Madrid	"Palacio Real, C/ Bailén s/n"	realbiblioteca@patrimonionacional.es	eee	eee	eee	eee	eee			Real biblioteca de palacio	"Patrimonio nacional del Ministerio de la presidencia, relaciones con las cortes y memoria democrática"	Gobierno de España	Real biblioteca de palacio	R	eee	mmm	mmm	mmm	eee	eee	https://realbiblioteca.es/index.php/es	https://realbiblioteca.es/index.php/es/coleccionesrb	eee	https://www.patrimonionacional.es/coleccion/real-biblioteca	eee	eee	eee	eee	331	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Manuscritos de América	https://realbiblioteca.es/index.php/es/coleccionesrb	https://www.cervantesvirtual.com/portales/manuscritos_america_colecciones_reales/	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	Trinidad & Tobago	Tunapuna-Piarco	eee	St Augustine	St Augustine Campus	wimail@sta.uwi.edu	eee	+18686622002	eee	mmm	mmm			Alma Jordan Library	eee	University of the West Indies		S	BWS	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13530503	eee	eee	https://libraries.sta.uwi.edu/ajl/index.php/caribbean-resources/west-indiana	eee	eee	eee	eee	eee	eee	eee	393	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	West Indiana	https://libraries.sta.uwi.edu/ajl/index.php/caribbean-resources/west-indiana	eee	Special Collections	https://libraries.sta.uwi.edu/ajl/index.php/caribbean-resources/special-collections	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	SN8 2AG	Marlborough	"Pelham House, London Rd"	support@amdigital.co.uk	info@amdigital.co.uk	+441672511921	eee	https://www.amdigital.co.uk/contact	1			Adam Matthew Digital	eee	SAGE Publishing		O	UKSPI	mmm	mmm	mmm	eee	eee	https://www.amdigital.co.uk	eee	eee	eee	eee	eee	eee	eee	mmm	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	"Global commodities : trade, exploration & cultural exchange"	http://id.lib.harvard.edu/alma/99153880506203941/catalog	eee	eee	http://id.lib.harvard.edu/alma/990102854740203941/catalog	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	OX1 2LB	Oxford	Pusey St	angus.library@regents.ox.ac.uk	eee	+441865288142	eee	mmm	mmm			Angus Library & Archive	Regent's Park College	Oxford University		S	EQO	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a?_ref=469	https://www.archivesportaleurope.net/directory/-/dir/ai/code/GB-469	eee	http://theangus.rpc.ox.ac.uk/archive-search/	eee	eee	eee	eee	eee	eee	eee	383	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	Wales	LL57 2DG	Bangor	"Main Library, Bangor University, College Rd"	archives@bangor.ac.uk	eee	+441248383276	+441248382966	mmm	mmm			Archives & Special Collections	Main Library	Bangor University	Bangor University	S	EQF	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13531830	https://www.archivesportaleurope.net/directory/-/dir/ai/code/GB-222	eee	https://www.bangor.ac.uk/archives/index.php.en	http://calmview.bangor.ac.uk/CalmView/Default.aspx?	eee	eee	eee	eee	eee	eee	437	439	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Penrhyn Castle Papers	https://archiveshub.jisc.ac.uk/data/gb222-penr	http://calmview.bangor.ac.uk/CalmView/Record.aspx?src=CalmView.Catalog&id=PENRH	eee	https://archiveshub.jisc.ac.uk/data/gb222-pbra	http://calmview.bangor.ac.uk/CalmView/Record.aspx?src=CalmView.Catalog&id=PBRA	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	M23 9JA	Manchester	"Dallimore Rd, Wythenshawe"	grouparchives@barclays.com	eee	+443301510159	eee	mmm	mmm	BGA		Barclays Group Archives	eee	Barclays Group	Barclays Group Archives	O	eee	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13529966	https://archiveshub.jisc.ac.uk/search/locations/5da31e9e-620b-3c75-a22d-733f397da4fc	https://www.archivesportaleurope.net/directory/-/dir/ai/code/GB-2044	https://www.archive.barclays.com/about	eee	eee	eee	eee	eee	eee	eee	441	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	"Gurney's & Company, Norwich, 1775-1896"	https://archiveshub.jisc.ac.uk/data/gb2044-a03	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	MK42 9AP	Bedford	"Riverside Bldg, Borough Hall, Cauldwell St"	archive@bedford.gov.uk	eee	+441234228833	eee	mmm	mmm			Bedfordshire Archives	Bedfordshire Archives & Records Service	Bedford Borough Council	Bedfordshire Archives	R	eee	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13531514	eee	eee	http://bedsarchivescat.bedford.gov.uk	eee	eee	eee	eee	eee	eee	eee	89	443	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Wrest Park (Lucas) Manuscripts	http://bedsarchivescat.bedford.gov.uk/Details/archive/110007917	http://discovery.nationalarchives.gov.uk/details/r/2b8f4b12-252e-49d8-b1ae-3cace3bf6145	eee	https://discovery.nationalarchives.gov.uk/browse/r/h/ebda060b-4ba5-4866-928e-d6830a765533	http://bedsarchivescat.bedford.gov.uk/Details/archive/110275958	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	BL1 1SE	Bolton	"Civic Ctr, Le Mans Crescent"	archives@bolton.gov.uk	eee	+441204332185	eee	mmm	mmm			Bolton Archives & Local Studies Service	Bolton Library and Museum Services	Bolton Council	Bolton History Centre	R	UKBCH	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13532004	eee	eee	http://www.boltonlams.co.uk/archives	eee	eee	eee	eee	eee	eee	eee	111	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	"Ainsworth of Lightbounds, Smithills, and Moss Bank"	https://discovery.nationalarchives.gov.uk/browse/r/h/3817a2d3-8345-438c-9628-c7dde7b104b2	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	YO10 5DD	York	Heslington	borthwick-institute@york.ac.uk	eee	+441904321166	eee	mmm	mmm			Borthwick Institute for Archives	eee	University of York		S	UKUOY	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13531293	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	565	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	NW1 2DB	London	96 Euston Rd	Customer-Services@bl.uk	eee	+443303331144	+441937546060	mmm	mmm			British Library	eee	British Library	British Library	R	eee	mmm	mmm	https://www.archivesportaleurope.net/directory/-/dir/ai/code/GB-58	https://discovery.nationalarchives.gov.uk/details/a/A13530819	eee	https://www.bl.uk/subjects/manuscripts-and-archives	eee	eee	eee	https://www.bl.uk/collection-guides/caribbean-collections	"Nickson & Conway, The British Library : guide to the catalogues and indexes of the Department of Manuscripts, London, 1998 [3rd ed], OCLC 906817815"	"mmm, Index of Manuscripts in the British Library, Cambridge, 1984-mmm, 10 vols, OCLC 11027316"	"Royal Commission on Historical Manuscripts, Guides to sources for British history, London, 1982-mmm, 12 vols, OCLC mmm"	115	117	119	121	123	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Thomason Tracts	https://www.bl.uk/collection-guides/thomason-tracts	eee	eee	https://www.bl.uk/collection-guides/burney-collection	eee	eee	Egerton Manuscripts	eee	"mmm, Index to the additional manuscripts, with those of the Egerton collection, preserved in the British Museum, ..., London, 1849, 1 vol, OCLC 923197904"	eee	eee	eee	###		
mmm	UK	England	WF3 2AP	Wakefield	"Main St, E Ardsley"	info@britishonlinearchives.co.uk	eee	+441924825700	eee	eee	eee			British Online Archives	Microform Academic Publishers	Microform Imaging		O	eee	mmm	mmm	mmm	eee	eee	https://microform.digital/boa/collections	eee	eee	eee	eee	eee	eee	eee	mmm	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	British records of the Atlantic world	http://id.lib.harvard.edu/alma/990127487530203941/catalog	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	WC1V 2EE	London	268-270 High Holborn	archives@bt.com	eee	+442074404220	eee	mmm	mmm	BTA		British Telecom Archives	eee	British Telecom	British Telecom Archives	O	eee	mmm	mmm	https://www.archivesportaleurope.net/directory/-/dir/ai/code/GB-1814	eee	eee	https://www.bt.com/about/bt/our-history/bt-archives	eee	eee	eee	eee	eee	eee	eee	mmm	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	LS2 9JT	Leeds	Woodhouse Ln	specialcollections@library.leeds.ac.uk	eee	+441133436383	+441133435518	mmm	mmm			Brotherton Library	Leeds University Library	University of Leeds		S	ERL	mmm	mmm	https://www.archivesportaleurope.net/directory/-/dir/ai/code/GB-206	https://discovery.nationalarchives.gov.uk/details/a/A13533122	eee	eee	eee	eee	eee	eee	eee	eee	eee	553	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	B15 2TT	Birmingham	"Muirhead Tower Gd Fl, Edgbaston"	special-collections@bham.ac.uk	eee	+441214145839	eee	mmm	mmm			Cadbury Research Library	eee	University of Birmingham		S	SXB	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13531302	eee	eee	https://calmview.bham.ac.uk/default.aspx	eee	eee	eee	eee	eee	eee	eee	367	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	SE10 9NF	London	"Park Row, Romney Rd, Greenwich"	library@rmg.co.uk	eee	+442083126516	eee	mmm	mmm	RMG		Caird Library & Archive	National Maritime Museum	Royal Museums Greenwich		C	eee	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13530841	eee	eee	https://www.rmg.co.uk/collections/caird-library	eee	eee	eee	eee	eee	eee	eee	249	251	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Milne family papers	https://www.rmg.co.uk/collections/archive/rmgc-object-531485	eee	eee	https://www.rmg.co.uk/collections/archive/rmgc-object-531512	eee	http://discovery.nationalarchives.gov.uk/details/r/C16344	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	CB3 9DR	Cambridge	W Rd	mss@lib.cam.ac.uk	eee	+441223333143	eee	mmm	mmm			Cambridge University Library	eee	Cambridge University	Cambridge University	S	CUD	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13530597	https://www.archivesportaleurope.net/directory/-/dir/ai/code/GB-12	eee	https://www.lib.cam.ac.uk	https://www.lib.cam.ac.uk/collections	eee	eee	eee	eee	eee	eee	125	127	447	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Royal Commonwealth Society	https://www.lib.cam.ac.uk/rcs	eee	eee	https://archivesearch.lib.cam.ac.uk/search?q[]=GBR%2F0374&op[]=&field[]=keyword&from_year[]=&to_year[]=&filter_fields[]=primary_type&filter_values[]=resource	https://www.lib.cam.ac.uk/collections/departments/bible-societys-library	eee	Vanneck Family: Personal and Estate Papers	https://archivesearch.lib.cam.ac.uk/repositories/2/resources/13409	https://archiveshub.jisc.ac.uk/data/gb12-ms.vanneck	eee	eee	eee	###		
mmm	UK	England	WC1E 7HU	London	"Senate House, Malet St"	christine.anderson@london.ac.uk	ilas@sas.ac.uk	eee	eee	https://ilas.sas.ac.uk/about-us/contact-us	1			Centre for Latin American & Caribbean Studies Library	Centre for Latin American & Caribbean Studies of the School of Advanced Study	University of London		S	eee	mmm	mmm	https://www.archivesportaleurope.net/directory/-/dir/ai/code/GB-3032	https://archiveshub.jisc.ac.uk/search/locations/6c0345d7-16dd-3e57-9aac-e33b585eb669	https://discovery.nationalarchives.gov.uk/details/a/A13530356	http://ilas.sas.ac.uk/resources/library	https://ilas.sas.ac.uk/portal	eee	eee	eee	eee	eee	eee	mmm	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	TR15 1AS	Redruth	"Kresen Kernow, Little Vauxhall"	kresenkernow@cornwall.gov.uk	eee	+441209614430	eee	mmm	mmm			Cornwall Record Office	Archives & Cornish Studies Service	Cornwall Council	Kresen Kernow	R	eee	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13530781	eee	eee	https://kresenkernow.org	eee	eee	eee	eee	eee	eee	eee	7	455	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	"Carlyon family of Tregrehan, St Blazey"	https://kresenkernow.org/SOAP/detail/9590d271-c9bd-4715-a949-b1e459038f90/	https://discovery.nationalarchives.gov.uk/browse/r/h/8605f050-3579-457f-b37a-da4e07cdbaa7	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	DE4 3FE	Matlock	"County Hall, New St"	record.office@derbyshire.gov.uk	eee	+441629538347	eee	mmm	mmm			Derbyshire Record Office	eee	Derbyshire County Council	Derbyshire Record Office	R	UKDLI	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13530179	eee	eee	https://www.derbyshire.gov.uk/leisure/record-office/derbyshire-record-office.aspx	https://calmview.derbyshire.gov.uk/calmview/default.aspx	eee	eee	eee	eee	eee	eee	137	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Wilmot-Horton family of Osmaston and Catton	https://calmview.derbyshire.gov.uk/calmview/Record.aspx?src=CalmView.Catalog&id=D3155	http://discovery.nationalarchives.gov.uk/details/r/cfe1d343-4149-4a53-b4b9-fa8a3dd173ba	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	EX2 7NL	Exeter	"Great Moor House, Bittern Rd"	devonarchives@swheritage.org.uk	eee	+441392888700	eee	mmm	mmm			Devon Heritage Centre	Devon Archives & Local Studies Archive	South West Heritage Trust		R	eee	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13531184	eee	eee	https://swheritage.org.uk	https://devon-cat.swheritage.org.uk	eee	eee	eee	eee	eee	eee	139	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	"Addington family, Viscounts Sidmouth"	https://devon-cat.swheritage.org.uk/records/152M	https://discovery.nationalarchives.gov.uk/browse/r/h/4b7aa6b9-07e9-47a7-b8fe-b7a4f4d628ba	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	BN1 9BP	Brighton	"The Keep, Woollards Way"	thekeep@eastsussex.gov.uk	eee	+441273482349	eee	mmm	mmm			East Sussex Record Office	East Sussex & Brighton & Hove Record Office	East Sussex County Council	The Keep	R	UKSUS	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13531661	eee	eee	https://www.thekeep.info/collections/	eee	eee	eee	eee	eee	eee	eee	459	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Archive of the Brown and Webster families of Battle Abbey	https://www.thekeep.info/collections/getrecord/GB179_BAT	https://discovery.nationalarchives.gov.uk/browse/r/h/5c5915bf-6608-4adf-9241-b92ef59911e7	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	SO17 1BJ	Southampton	Highfield	archives@soton.ac.uk	eee	+442380592721	eee	mmm	mmm			Hartley Library	University of Southampton Library	University of Southampton		S	S2H	mmm	mmm	https://www.archivesportaleurope.net/directory/-/dir/ai/code/GB-738	https://discovery.nationalarchives.gov.uk/details/a/A13532568	eee	eee	eee	eee	eee	eee	eee	eee	eee	563	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	HR2 6LA	Hereford	Fir Tree Ln	archives@herefordshire.gov.uk	eee	+441432260750	eee	mmm	mmm			Herefordshire Archive & Records Centre	eee	Herefordshire Council		R	eee	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13530872	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	471	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	Guy’s Hospital	https://discovery.nationalarchives.gov.uk/details/r/4fac864c-dfb1-4811-9301-f6a73e7774d5	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	SE1 6HZ	London	Lambeth Rd	researchroom@iwm.org.uk	eee	+442074165000	+442070913067	https://www.iwm.org.uk/contact-us	1			Imperial War Museum Archives	eee	Imperial War Museum		R	eee	mmm	mmm	https://www.archivesportaleurope.net/directory/-/dir/ai/code/GB-62	eee	eee	http://www.iwm.org.uk/collections	eee	eee	eee	eee	eee	eee	eee	mmm	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	WC1E 7HU	London	"Senate House S Block, Malet St"	ics@sas.ac.uk	eee	+442078628844	eee	mmm	mmm			Institute of Commonwealth Studies Library	Institute of Commonwealth Studies of the School of Advanced Study	University of London		S	EIT	mmm	mmm	https://www.archivesportaleurope.net/directory/-/dir/ai/code/GB-101	https://discovery.nationalarchives.gov.uk/details/a/A13530856	eee	https://commonwealth.sas.ac.uk/resources/library	eee	eee	eee	eee	eee	eee	eee	477	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	WC1E 7HU	London	"Senate House, Malet St"	ihr.library@sas.ac.uk	eee	+442078628740	eee	https://www.history.ac.uk/about-us/contact-us	0			Institute of Historical Research Library	Institute of Historical Research of the School of Advanced Study	University of London		S	eee	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A16928760	eee	eee	https://www.history.ac.uk/library/collections/caribbean-history#other-collections	eee	eee	eee	eee	eee	eee	eee	mmm	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	ME14 1LQ	Maidstone	James Whatman Way	archives@kent.gov.uk	eee	+443000413131	eee	mmm	mmm			Kent History & Library Centre	eee	Kent County Council		R	eee	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13532757	eee	eee	https://www.kentarchives.org.uk	eee	eee	eee	eee	eee	eee	eee	191	193	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	"Bennett, John & Sons of London"	https://www.kentarchives.org.uk/collections/getrecord/GB51_EK_U1453_8_5_4_1_97	http://discovery.nationalarchives.gov.uk/details/r/5da28075-2a5b-4959-812c-14afbbe4c0ef	Pratt Manuscripts	https://www.kentarchives.org.uk/collections/getrecord/GB51_U840	https://discovery.nationalarchives.gov.uk/details/r/b9e3d4f3-a83e-40c0-8fae-93a8b6a7c8eb	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	SE1 7JT	London	15 Lambeth Palace Rd	archives@churchofengland.org	eee	+442078981400	eee	mmm	mmm	LP		Lambeth Palace Library	Diocese of Canterbury of the Province of Canterbury	Church of England	Lambeth Palace	C	eee	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13529999	https://www.archivesportaleurope.net/directory/-/dir/ai/code/GB-109	eee	http://www.lambethpalacelibrary.org/	https://archives.lambethpalacelibrary.org.uk/CalmView/Default.aspx?	eee	eee	eee	eee	eee	eee	197	199	201	203	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	WC1H 0XG	London	"10 Thornhaugh St, Russell Sq"	special.collections@soas.ac.uk	eee	+442078984180	eee	mmm	mmm			Library & Learning Services	School of Oriental & African Studies	University of London		S	LOA	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13532306	https://www.archivesportaleurope.net/directory/-/dir/ai/code/GB-102	eee	http://archives.soas.ac.uk/CalmView/Default.aspx?	eee	eee	eee	eee	eee	eee	eee	337	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	(Wesleyan) Methodist Missionary Society Archive	https://archiveshub.jisc.ac.uk/data/gb102-mms	http://archives.soas.ac.uk/CalmView/Record.aspx?src=CalmView.Catalog&id=MMS	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
mmm	UK	England	LN2 5AB	Lincoln	St Rumbold St	lincolnshire.archives@lincolnshire.gov.uk	eee	+441522782040	eee	mmm	mmm			Lincolnshire Archives	eee	Lincolnshire County Council		R	eee	mmm	mmm	https://discovery.nationalarchives.gov.uk/details/a/A13533115	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	491	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	"James Ogle, bricklayer, of the island of Jamaica"	https://discovery.nationalarchives.gov.uk/details/r/7d401712-f692-43a0-bc32-d6cf73e9b57e	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	eee	###		
