Table 1
ID	OID	PRIM	COLLECTED	FORMAT	DATE	DATE	DESCRIPTION	TITLE	TITLE	PLACE	PUB	NAME	NOTE	URL	URL	END	
	S 680	0	0	T	1991	np	np np / Coverage of np—np / xnp	Rural society and economic development: British mercantile capital in nineteenth-century Belize.	^^^	"Tucson, USA"	xxx thesis for University of Arizona	"A. E. Cal, np"	Previously Cal or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/604107248	^^^	###	
	S 694	0	0	T	1983	np	np np / Coverage of np—np / xnp	"Anglo-Maya contact in Northern Belize a study of British policy toward the Maya during the caste war of Yucatán, 1847-1872"	^^^	"Calgary, Canada"	MA thesis for University of Calgary	"A. E. Cal, np"	Previously Cal A or Cal 83 / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/16020206	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/anglo-maya-contact-northern-belize-study-british/docview/303120450/se-2?accountid=11311	###	
	S 720	0	0	T	1961	np	np np / Coverage of np—np / xnp	Agricultural settlement in British Honduras: A Geographic interpretation of its development	^^^	"Gainesville, USA"	PhD thesis for University of Florida	"A. D. Bushong, np"	Previously Bushong or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/7766530%20/%20http://gw.worldcat.org.proxygw.wrlc.org/oclc/7381805%20/%20http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/agricultural-settlement-british-honduras/docview/302046774/se-2?accountid=11243	http://ufdc.ufl.edu/AA00054344/00001	###	
	S 730	0	0	T	1958	np	np np / Coverage of np—np / xnp	"British commercial relations with Central America, 1821–1851"	^^^	"New Orleans, USA"	PhD thesis for Tulane University	"R. A. Naylor, np"	Previously Naylor B or Naylor 58 / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/181793426%20/%20http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/british-commercial-relations-with-central-america/docview/301930277/se-2?accountid=11243	^^^	###	
	S 1432	0	0	T	1896	np	np np / Coverage of np—np / xnp	Malaria as found in British Honduras	^^^	"Aberdeen, UK"	MD thesis for University of Aberdeen	"G. B. Currie, np"	Previously xxx or xnp / OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/876273819	https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.591252	^^^	###	
	S 1434	0	0	T	1902	np	np np / Coverage of np—np / xnp	Bush therapeutics in vogue in British Honduras including a brief description of 124 plants and their uses.	^^^	"Aberdeen, UK"	MD thesis for University of Aberdeen	"F. Keyt, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/876274424%20/%20https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.591499	^^^	###	
	S 1436	0	0	T	1904	np	np np / Coverage of np—np / xnp	Characteristics of clinical practice in British Honduras	^^^	"Aberdeen, UK"	MD thesis for University of Aberdeen	"J. Cran, np"	Previously xxx or xnp / OCLC Link: http://gw.worldcat.org.proxygw.wrlc.org/oclc/876273717	http://gw.worldcat.org.proxygw.wrlc.org/oclc/876273717%20/%20https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.591233	^^^	###	
	S 1438	0	0	T	1913	np	np np / Coverage of np—np / xnp	The History of the Hay-Pauncefote Treaty	^^^	"Montreal, Canada"	MA thesis for McGill University	"V. L. Brown, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/history-hay-pauncefote-treaty/docview/2572496954/se-2?accountid=11243	^^^	###	
	S 1440	0	0	T	1925	np	np np / Coverage of np—np / xnp	Timber industries of British Honduras.	^^^	"Chicago, USA"	MS thesis for University of Chicago	"E. M. Brown, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/44975434%20/%20http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/timber-industries-british-honduras/docview/301751653/se-2?accountid=11243	^^^	###	
	S 1442	0	0	T	1925	np	np np / Coverage of np—np / xnp	"THE DUKE OF NEWCASTLE AND THE WEST INDIES: A STUDY IN THE COLONIAL AND DIPLOMATIC POLICIES OF THE SECRETARY OF STATE FOR THE SOUTHERN DEPARTMENT, 1713-1754. (VOLUMES ONE AND TWO)"	^^^	"New Haven, USA"	PhD thesis for Yale University	"F. J. Manning, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/duke-newcastle-west-indies-study-colonial/docview/301779052/se-2?accountid=11243	^^^	###	
	S 1444	0	0	T	1927	np	np np / Coverage of np—np / xnp	"Anglo-Spanish Commercial Relations, 1700-1750"	^^^	"Iowa, USA"	PhD thesis for University of Iowa	"J. H. St. John, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/anglo-spanish-commercial-relations-1700-1750/docview/1970429612/se-2?accountid=11243	^^^	###	
	S 1446	0	0	T	1927	np	np np / Coverage of np—np / xnp	Studies in the geography of Honduras	^^^	"Worcester, USA"	PhD thesis for Clark University	"N. A. Bengtson, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/32320326%20/%20http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/studies-geography-honduras/docview/301754975/se-2?accountid=11243	^^^	###	
	S 1448	0	0	T	1930	np	np np / Coverage of np—np / xnp	"THE COMMERCE OF RHODE ISLAND WITH THE WEST INDIES, BEFORE THE AMERICAN REVOLUTION. (PARTS I AND II)"	^^^	"Providence, USA"	PhD thesis for Brown University	"B. M. Bigelow, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/commerce-rhode-island-with-west-indies-before/docview/301755933/se-2?accountid=11243	^^^	###	
	S 1450	0	0	T	1932	np	np np / Coverage of np—np / xnp	The life and activities of William Walker	^^^	"Los Angeles, USA"	MA thesis for University of Southern California	"E. E. Stewart, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/life-activities-william-walker/docview/1630101643/se-2?accountid=11243	^^^	###	
	S 1452	0	0	T	1933	np	np np / Coverage of np—np / xnp	The British Dependent Empire: A study with special reference to the evolution and functioning of Crown Colony government	^^^	"Los Angeles, USA"	PhD thesis for University of Southern California	"T. W. Wallbank, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/british-dependent-empire-study-with-special/docview/1646485550/se-2?accountid=11243	^^^	###	
	S 1454	0	0	T	1935	np	np np / Coverage of np—np / xnp	General James Wilkinson and Kentucky separatism 1784 - 1798	^^^	"Evanston, USA"	PhD thesis for Northwestern University	"P. W. Christian, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/general-james-wilkinson-kentucky-separatism-1784/docview/1810424262/se-2?accountid=11243	^^^	###	
	S 1456	0	0	T	1935	np	np np / Coverage of np—np / xnp	"Belize, a tropical port and its hinterland."	^^^	"London, UK"	PhD thesis for University of London	"L. J. S. Hood, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/belize-tropical-port-hinterland/docview/301133856/se-2?accountid=11243	^^^	###	
	S 1458	0	0	T	1935	np	np np / Coverage of np—np / xnp	The history of British-American relations in Central America: 1783 to 1850	^^^	"Los Angeles, USA"	MA thesis for University of Southern California	"J. H. Demman, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/history-british-american-relations-central/docview/1644782573/se-2?accountid=11243	^^^	###	
	S 1460	0	0	T	1938	np	np np / Coverage of np—np / xnp	"The colonial value of British Honduras, British Guiana, and Jamaica"	^^^	"Worcester, USA"	MA thesis for Clark University	"R. M. Ney, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/33152605	^^^	###	
	S 1462	0	0	T	1940	np	np np / Coverage of np—np / xnp	British colonial logwood industry in the Caribbean area	^^^	"Durham, USA"	xxx thesis for Duke University	"J. E. Slone, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/21440032	^^^	###	
	S 1464	0	0	T	1941	np	np np / Coverage of np—np / xnp	The influence of logwood on British Honduras from its beginning to 1800	^^^	"Columbus, USA"	MA thesis for Ohio State University	"R. E. Bigger, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/890940129	^^^	###	
	S 1466	0	0	T	1950	np	np np / Coverage of np—np / xnp	The problems of rural education in British Honduras and a comparative study of rural education in England and British Honduras	^^^	"London, UK"	xxx thesis for University of London	"S. E. Daley, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1166695449	^^^	###	
	S 1468	0	0	T	1951	np	np np / Coverage of np—np / xnp	ANGLO-AMERICAN COOPERATION IN THE BRITISH AND AMERICAN NON-SELF GOVERNING POSSESSIONS IN THE CARIBBEAN	^^^	"New York, USA"	PhD thesis for New York University	"A. P. Zeidenfelt, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/anglo-american-cooperation-british-non-self/docview/302047365/se-2?accountid=11243	^^^	###	
	S 1470	0	0	T	1952	np	np np / Coverage of np—np / xnp	"The British Colony of Honduras in the 19th and 20th centuries, and its challengers"	^^^	"Northampton, USA"	MA thesis for Smith College	"D. J. Fletcher, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/34984659	^^^	###	
	S 1472	0	0	T	1952	np	np np / Coverage of np—np / xnp	"The role of the British Parliament in colonial affairs, 1850-60"	^^^	"Oxford, UK"	M Litt thesis for Oxford University	"M. Kerr, np"	Previously xxx or xnp / xnp	https://solo.bodleian.ox.ac.uk/permalink/f/89vilt/oxfaleph019522020	^^^	###	
	S 1474	0	0	T	1953	np	np np / Coverage of np—np / xnp	Anglo-Guatemalan controversy over British Honduras.	^^^	"Austin, USA"	MA thesis for University of Texas	"C. R. Hatter, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/37204481	^^^	###	
	S 1476	0	0	T	1954	np	np np / Coverage of np—np / xnp	"AMERICAN POLICY IN GUATEMALA, 1839-1900"	^^^	"Columbus, USA"	PhD thesis for Ohio State University	"W. A. Beck, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/american-policy-guatemala-1839-1900/docview/302009072/se-2?accountid=11243	^^^	###	
	S 1478	0	0	T	1955	np	np np / Coverage of np—np / xnp	"WELFARE COLONIALISM IN THE BRITISH WEST INDIES: A STUDY OF DEVELOPMENT AND WELFARE POLICY, 1938-1954"	^^^	"New York, USA"	PhD thesis for Columbia University	"C. P. Bradley, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/welfare-colonialism-british-west-indies-study/docview/301928716/se-2?accountid=11243	^^^	###	
	S 1480	0	0	T	1956	np	np np / Coverage of np—np / xnp	A study of teacher training in the United Kingdom and British Honduras with suggestions for improvement for training teachers for the primary schools in British Honduras	^^^	"London, UK"	xnp thesis for University of London	"S. L. Yorke, np"	"Previously xxx or xnp / = Associateship report / Desc = xii, 318 leaves"	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1166627210	^^^	###	
	S 1482	0	0	T	1956	np	np np / Coverage of np—np / xnp	The 'Belize' question: A Problem of Anti-Colonialism in the New World	^^^	"New Haven, USA"	PhD thesis for Yale University	"B. Giles, np"	Previously Giles or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/13927364%20/%20http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/belize-question-problem-anti-colonialism-new/docview/301990940/se-2?accountid=11243	^^^	###	
	S 1484	0	0	T	1957	np	np np / Coverage of np—np / xnp	The Anglo-Guatemalan controversy on British Honduras	^^^	"Chicago, USA"	MA thesis for Roosevelt University	"W. Lewinski, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/829952726	^^^	###	
	S 1486	0	0	T	1958	np	np np / Coverage of np—np / xnp	A comparative study of post-primary education in Great Britain and British Honduras with reference to reorganization of education in British Honduras	^^^	"London, UK"	xnp thesis for University of London	"D. A. Diaz, np"	"Previously xxx or xnp / = Associateship report / Desc = xii, 453 leaves"	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1166608210	^^^	###	
	S 1488	0	0	T	1958	np	np np / Coverage of np—np / xnp	THE CLOSER UNION MOVEMENT IN THE BRITISH WEST INDIES	^^^	"Los Angeles, USA"	PhD thesis for University of Southern California	"N. R. Fertig, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/closer-union-movement-british-west-indies/docview/301924009/se-2?accountid=11243	^^^	###	
	S 1490	0	0	T	1958	np	np np / Coverage of np—np / xnp	"THE MOVEMENT TOWARD FEDERATION OF THE BRITISH WEST INDIAN COLONIES, 1624 - 1945"	^^^	"Madison, USA"	PhD thesis for University of Wisconsin	"H. F. Curry Jr., np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/movement-toward-federation-british-west-indian/docview/301891525/se-2?accountid=11243	^^^	###	
	S 1492	0	0	T	1958	np	np np / Coverage of np—np / xnp	An examination of the perpetuation of southern United States institutions in British Honduras by a colony of ex-confederates	^^^	"New York, USA"	PhD thesis for New York University	"D. G. Rosenberger, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1127494624%20/%20https://search.library.ucdavis.edu/permalink/01UCD_INST/1birqoj/alma9912718369306531%20/%20http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/examination-perpetuation-southern-united-states/docview/301918478/se-2?accountid=11243	^^^	###	
	S 1494	0	0	T	1958	np	np np / Coverage of np—np / xnp	"Social and administrative developments in British Honduras, 1798-1843"	^^^	"Oxford, UK"	M Litt thesis for Oxford University	"N. Dobson, np"	Previously Dobson S or Dobson 58 / xnp	https://solo.bodleian.ox.ac.uk/permalink/f/89vilt/oxfaleph019522055	^^^	###	
	S 1496	0	0	T	1959	np	np np / Coverage of np—np / xnp	The cays of British Honduras.	^^^	"Berkeley, USA"	MA thesis for University of California	"D. E. Vermeer, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/13862970%20/%20https://search.library.ucdavis.edu/permalink/01UCD_INST/1birqoj/alma9915277744706531	^^^	###	
	S 1498	0	0	T	1959	np	np np / Coverage of np—np / xnp	"The international role of British Honduras, 1859-1900"	^^^	"Berkeley, USA"	PhD thesis for University of California	"W. M. Clegern, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/14453104%20/%20https://search.library.ucdavis.edu/permalink/01UCD_INST/1birqoj/alma9913321007706531	^^^	###	
	S 1500	0	0	T	1960	np	np np / Coverage of np—np / xnp	A study of the growth of educational administration in British Honduras	^^^	"London, UK"	MA thesis for University of London	"J. A. R. K. Samarusingh, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1006115891	^^^	###	
	S 1502	0	0	T	1962	np	np np / Coverage of np—np / xnp	British Honduras	^^^	"Worcester, USA"	PhD thesis for Clark University	"S. L. M. Huck, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/9201656%20/%20http://gw.worldcat.org.proxygw.wrlc.org/oclc/6291334%20/%20http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/british-honduras-evaluation/docview/302093560/se-2?accountid=11243	^^^	###	
	S 1504	0	0	T	1966	np	np np / Coverage of np—np / xnp	BRITISH OPERATIONS IN THE CARIBBEAN AND THE AMERICAN REVOLUTION	^^^	"New Orleans, USA"	PhD thesis for Tulane University	"A. E. Begnaud, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/british-operations-caribbean-american-revolution/docview/302194128/se-2?accountid=11243	^^^	###	
	S 1506	0	0	T	1967	np	np np / Coverage of np—np / xnp	The potentialities for community development in a Kekchi indian village in British Honduras	^^^	"Berkeley, USA"	PhD thesis for University of California	"C. McCaffery, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1971857%20/%20https://search.library.ucdavis.edu/permalink/01UCD_INST/1birqoj/alma9915468529806531	^^^	###	
	S 1508	0	0	T	1967	np	np np / Coverage of np—np / xnp	Planned socio-cultural change in a British Honduras fishing village by D.G. Lord.	^^^	"East Lansing, USA"	MA thesis for Michigan State University	"D. G. Lord, np"	Previously xxx or xnp / xnp	https://idiscover.lib.cam.ac.uk/permalink/f/t9gok8/44CAM_ALMA21374740330003606%20/%20https://gslibrary.on.worldcat.org/v2/oclc/999673597	^^^	###	
	S 1510	0	0	T	1968	np	np np / Coverage of np—np / xnp	Calendar of British Honduras church history sources in the St. John's College Collection	^^^	"St. Louis, USA"	MA thesis for Saint Louis University	"A. J. Short, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/813432090	^^^	###	
	S 1512	0	0	T	1968	np	np np / Coverage of np—np / xnp	Land use and trade : the processes of economic change in British Honduras	^^^	"Waltham, USA"	PhD thesis for Brandeis University	"N. D. Ashcraft, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5841055%20/%20http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/land-use-trade-processes-economic-change-british/docview/302368976/se-2?accountid=11243	^^^	###	
	S 1514	0	0	T	1969	np	np np / Coverage of np—np / xnp	"NEW SPAIN AND THE WAR FOR AMERICA, 1779-1783"	^^^	"Baton Rouge, USA"	PhD thesis for Louisiana State University	"M. B. Glascock, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/new-spain-war-america-1779-1783/docview/302427028/se-2?accountid=11243	^^^	###	
	S 1516	0	0	T	1969	np	np np / Coverage of np—np / xnp	"Terra incognito; an analysis of a geographical anachronism and an historical accident; or, Aspects of the cultural geography of British Honduras, C.A."	^^^	"Burnaby, Canada"	MA thesis for Simon Fraser University	"J. C. Everitt, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/465449545	^^^	###	
	S 1518	0	0	T	1969	np	np np / Coverage of np—np / xnp	The development of more open racial and ethnic relations in British Honduras during the nineteenth century	^^^	"Columbia, USA"	PhD thesis for University of Missouri	"L. R. White, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/4204713%20/%20http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/development-more-open-racial-ethnic-relations/docview/302343845/se-2?accountid=11243	^^^	###	
	S 1520	0	0	T	1969	np	np np / Coverage of np—np / xnp	The context of economic choice in the rural sugar-growing area of British Honduras	^^^	"Montreal, Canada"	MA thesis for McGill University	"P. M. Henderson, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/894998005	^^^	###	
	S 1522	0	0	T	1970	np	np np / Coverage of np—np / xnp	An historical study of the development of technical education in British Honduras (Belize)	^^^	"Detroit, USA"	PhD thesis for Wayne State University	"C. A. Braun, np"	Previously xxx or xnp / xnp	https://search.library.ucdavis.edu/permalink/01UCD_INST/1birqoj/alma9912916685506531%20/%20http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/historical-study-development-technical-education/docview/302516888/se-2?accountid=11243	^^^	###	
	S 1524	0	0	T	1970	np	np np / Coverage of np—np / xnp	"The changing society of the black Caribs : a study of the origins and political, economic, and social history up to 1960 of a minority group, namely those black Caribs who originated in St. Vincent and were deported to Ruatan and thence spread along the Central American coast as far as the Mosquito Shore and British Honduras"	^^^	"Oxford, UK"	M Litt thesis for Oxford University	"C. J. M. R. Gullick, np"	Previously xxx or xnp / xnp	https://solo.bodleian.ox.ac.uk/permalink/f/89vilt/oxfaleph019522045	^^^	###	
	S 1526	0	0	T	1972	np	np np / Coverage of np—np / xnp	"Historical geography of the Bay Islands, Honduras : Anglo-Hispanic conflict in the western Caribbean"	^^^	"Milwaukee, USA"	PhD thesis for University of Wisconsin	"W. van Davidson, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5223224%20/%20http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/historical-geography-bay-islands-honduras-anglo/docview/302663827/se-2?accountid=11243	^^^	###	
	S 1528	0	0	T	1972	np	np np / Coverage of np—np / xnp	Pioneers on a cultural frontier : the Mopan Maya of British Honduras	^^^	"Pittsburgh, USA"	PhD thesis for University of Pittsburgh	"J. R. Gregory, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/3440031%20/%20http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/pioneers-on-cultural-frontier-mopan-maya-british/docview/302604030/se-2?accountid=11243	^^^	###	
	S 1530	0	0	T	1972	np	np np / Coverage of np—np / xnp	"BACKGROUND TO FAILURE OF THE WEST INDIES FEDERATION: AN INQUIRY INTO BRITISH RULE IN THE CARIBBEAN, 1920-1947"	^^^	"Washington, USA"	PhD thesis for American University	"S. M. Heimsath, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/background-failure-west-indies-federation-inquiry/docview/302665372/se-2?accountid=11243	^^^	###	
	S 1532	0	0	T	1973	np	np np / Coverage of np—np / xnp	"The historical development of settlement, Bay Islands, Honduras"	^^^	"Calgary, Canada"	MA thesis for University of Calgary	"I. Watt, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1080704235	^^^	###	
	S 1534	0	0	T	1973	np	np np / Coverage of np—np / xnp	The political geography of nation-building : the case of Belíze	^^^	"Lawrence, USA"	PhD thesis for University of Kansas	"C. O. Collins, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/1983015%20/%20http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/political-geography-nation-building-case-belize/docview/302669990/se-2?accountid=11243	^^^	###	
	S 1536	0	0	T	1973	np	np np / Coverage of np—np / xnp	"THE CENTRAL AMERICAN POLICY OF LORD PALMERSTON, 1855-1865."	^^^	"Lawrence, USA"	PhD thesis for University of Kansas	"D. Kortge, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/central-american-policy-lord-palmerston-1855-1865/docview/302671544/se-2?accountid=11243	^^^	###	
	S 1538	0	0	T	1973	np	np np / Coverage of np—np / xnp	Party politics in Belize	^^^	"Omaha, USA"	MA thesis for University of Nebraska	"T. E. Ryan, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/14689231	^^^	###	
	S 1540	0	0	T	1973	np	np np / Coverage of np—np / xnp	MENNONITE AGRICULTURE IN A TROPICAL ENVIRONMENT: AN ANALYSIS OF THE DEVELOPMENT AND PRODUCTIVITY OF A MID-LATITUDE AGRICULTURAL SYSTEM IN BRITISH HONDURAS	^^^	"Worcester, USA"	PhD thesis for Clark University	"J. A. Hall, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/mennonite-agriculture-tropical-environment/docview/302641902/se-2?accountid=11243	^^^	###	
	S 1542	0	0	T	1973	np	np np / Coverage of np—np / xnp	"Belize Creole: A Study of the Creolized English Spoken in the City of Belize, in its Cultural and Social Setting."	^^^	"York, UK"	PhD thesis for University of York	"C. N. Young, np"	Previously xxx or xnp / xnp	https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.478348	^^^	###	
	S 1544	0	0	T	1974	np	np np / Coverage of np—np / xnp	CASH CROP FARMING AND SOCIAL AND ECONOMIC CHANGE IN A YUCATEC MAYA COMMUNITY IN NORTHERN BRITISH HONDURAS	^^^	"Cambridge, USA"	PhD thesis for Harvard University	"I. R. Abrams, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/cash-crop-farming-social-economic-change-yucatec/docview/302750623/se-2?accountid=11243	^^^	###	
	S 1546	0	0	T	1974	np	np np / Coverage of np—np / xnp	"A biogeographical analysis of some relationships between man, land, and wildlife in Belize (British Honduras)"	^^^	"Corvallis, USA"	PhD thesis for Oregon State University	"M. D. Frost, np"	Previously xxx or xnp / xnp	https://search.library.ucdavis.edu/permalink/01UCD_INST/1birqoj/alma9912760913406531	^^^	###	
	S 1548	0	0	T	1974	np	np np / Coverage of np—np / xnp	British Honduras : Decolonization toward recolonization	^^^	"Denver, USA"	PhD thesis for University of Denver	"C. F. Weed, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/5189932%20/%20http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/british-honduras-decolonization-toward/docview/302689735/se-2?accountid=11243	^^^	###	
	S 1550	0	0	T	1974	np	np np / Coverage of np—np / xnp	El negro en las relaciones etnicas de la segunda mitad del siglo XVIII y principios del siglo XIX en Guatemala	^^^	"Guatemala, Guatemala"	Lic thesis for Universidad de San Carlos	"D. A. Palma R., np"	Previously Palma or xnp / xnp	http://biblos.usac.edu.gt/library/index.php?title=363724&lang=es%20%20&query=@title=Special:GSMSearchPage@process=@titulo=El%20negro%20en%20las%20relaciones%20etnicas%20de%20la%20segunda%20mitad%20del%20siglo%20XVIII%20y%20principios%20del%20siglo%20XIX%20en%20Guatemala@autor=@subheadings=@keywords=@material=@sortby=sorttitle@mode=&recnum=1&mode=	http://biblioteca.usac.edu.gt/tesis/14/14_0093.pdf	###	
	S 1552	0	0	T	1974	np	np np / Coverage of np—np / xnp	"Belize (British Honduras) in Anglo-Spanish relations : the independent Englishmen of Central America, 1630-1834"	^^^	"Miami, USA"	MA thesis for University of Miami	"J. E. Meyers, np"	Previously xxx or xnp / xnp	http://gw.worldcat.org.proxygw.wrlc.org/oclc/19034694	^^^	###	
	S 1554	0	0	T	1975	np	np np / Coverage of np—np / xnp	THE DEVELOPMENT AND PRESENT STATUS OF THE PUBLIC LIBRARY SERVICE IN BELIZE	^^^	"Chicago, USA"	AM thesis for University of Chicago	"L. Hutchinson, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/development-present-status-public-library-service/docview/302789244/se-2?accountid=11243	^^^	###	
	S 1556	0	0	T	1975	np	np np / Coverage of np—np / xnp	RESTRUCTURING HIGHER EDUCATION IN THE NON-CAMPUS TERRITORIES OF THE BRITISH CARIBBEAN AS A STRATEGY FOR DEVELOPMENT--PROBLEMS AND PROSPECTS	^^^	"Los Angeles, USA"	PhD thesis for University of Southern California	"W. R. L. Friday, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/restructuring-higher-education-non-campus/docview/302743730/se-2?accountid=11243	^^^	###	
	S 1558	0	0	T	1975	np	np np / Coverage of np—np / xnp	THE EARLY HISTORY OF THE WEST INDIA REGIMENTS 1795-1815: A STUDY IN BRITISH COLONIAL MILITARY HISTORY.	^^^	"Montreal, Canada"	PhD thesis for McGill University	"R. N. Buckley, np"	Previously xxx or xnp / xnp	http://proxygw.wrlc.org/login?url=https://www.proquest.com/dissertations-theses/early-history-west-india-regiments-1795-1815/docview/302788958/se-2?accountid=11243	^^^	###	
