Table 1
Series L 0—382 / Currency and exchange.																		
ID	NO	YR	SP $ HON TREAS	US $ HON TREAS	HON $ HON TREAS	HON £ HON TREAS	£ HON TREAS	PENCE HON TREAS	CF	NOTE	SP $ JAM MARK	J £ JAM MARK	J PENCE 78 JAM MARK	J PENCE 93 JAM MARK	£ JAM MARK	PAR JAM MARK	CF	NOTE
L 143	143	1781	" ""BZ$""	1.00 "			" £	1.28 "	" £	0.23 "		McCusker		" ""BZ$""	1.00 "	" £	0.32 "	75	78	" £	0.23 "	140	"McCusker
Chalmers"	
L 144	144	1782	" ""BZ$""	1.00 "			" £	1.28 "	" £	0.23 "		McCusker		" ""BZ$""	1.00 "	" £	0.32 "	75	78	" £	0.23 "	140	"McCusker
Chalmers"	
L 145	145	1783	" ""BZ$""	1.00 "			" £	1.28 "	" £	0.23 "		McCusker		" ""BZ$""	1.00 "	" £	0.32 "	75	78	" £	0.23 "	140	"McCusker
Chalmers"	
L 146	146	1784	" ""BZ$""	1.00 "			" £	0.32 "	" £	0.23 "		McCusker	Accts only in Jamaica currency > 12 Jun; Chalmers 1893 p 140	" ""BZ$""	1.00 "	" £	0.32 "	75	78	" £	0.23 "	140	"McCusker
Chalmers"	
L 147	147	1785	" ""BZ$""	1.00 "			" £	0.32 "	" £	0.23 "		McCusker		" ""BZ$""	1.00 "	" £	0.32 "	75	78	" £	0.23 "	140	"McCusker
Chalmers"	
L 148	148	1786	" ""BZ$""	1.00 "			" £	0.32 "	" £	0.23 "		Chalmers		" ""BZ$""	1.00 "	" £	0.32 "	75	78	" £	0.23 "	140	"McCusker
Chalmers"	
L 149	149	1787	" ""BZ$""	1.00 "			" £	0.32 "	" £	0.23 "		Chalmers		" ""BZ$""	1.00 "	" £	0.32 "	75	78	" £	0.23 "	140	"McCusker
Chalmers"	
L 150	150	1788	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 151	151	1789	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 152	152	1790	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 153	153	1791	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 154	154	1792	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 155	155	1793	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 156	156	1794	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 157	157	1795	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 158	158	1796	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 159	159	1797	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 160	160	1798	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 161	161	1799	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 162	162	1800	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 163	163	1801	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 164	164	1802	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 165	165	1803	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 166	166	1804	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 167	167	1805	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 168	168	1806	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 169	169	1807	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 170	170	1808	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 171	171	1809	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 172	172	1810	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 173	173	1811	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 174	174	1812	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 175	175	1813	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 176	176	1814	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 177	177	1815	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 178	178	1816	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 179	179	1817	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 180	180	1818	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 181	181	1819	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 182	182	1820	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 183	183	1821	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 184	184	1822	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 185	185	1823	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 186	186	1824	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 187	187	1825	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	"> 23 Mar; by Order of HM, introduced British silver to WI"
L 188	188	1826	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 189	189	1827	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 190	190	1828	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 191	191	1829	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 192	192	1830	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 193	193	1831	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 194	194	1832	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 195	195	1833	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 196	196	1834	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 197	197	1835	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 198	198	1836	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	
L 199	199	1837	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.20 "		Chalmers		" ""BZ$""	1.00 "	" £	0.33 "		80	" £	0.20 "	167	Chalmers	1s Sterling = 1s 8d currency by convention made official by Act 15 Nov
L 200	200	1838	" ""BZ$""	1.00 "			" £	0.33 "	" £	0.21 "		Chalmers		" ""BZ$""	1.00 "	" £	0.35 "		83	" £	0.21 "	167	Chalmers	Sp. silver dollar set at 0.4.2 on 7 Sep for all WI; Martin 1839 Appendix I p 25
L 201	201	1839	" ""BZ$""	1.00 "			" £	0.31 "	" £	0.21 "	50	Chalmers	> 21 Jun; by Proclam of Super Int.; de facto $1 = 4s	" ""BZ$""	1.00 "	" £	0.35 "		83	" £	0.21 "	167	Chalmers	
L 202	202	1840	" ""BZ$""	1.00 "			" £	0.31 "	" £	0.21 "	50	Chalmers		" ""BZ$""	1.00 "	" £	0.35 "		83	" £	0.21 "	167	Chalmers	"> 31 Dec; by Act, Jamaica currency = Sterling"
L 203	203	1841	" ""BZ$""	1.00 "			" £	0.31 "	" £	0.21 "	50	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 204	204	1842	" ""BZ$""	1.00 "			" £	0.31 "	" £	0.21 "	50	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 205	205	1843	" ""BZ$""	1.00 "			" £	0.31 "	" £	0.21 "	50	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 206	206	1844	" ""BZ$""	1.00 "			" £	0.31 "	" £	0.21 "	50	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 207	207	1845	" ""BZ$""	1.00 "			" £	0.31 "	" £	0.21 "	50	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 208	208	1846	" ""BZ$""	1.00 "			" £	0.31 "	" £	0.21 "	50	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 209	209	1847	" ""BZ$""	1.00 "			" £	0.31 "	" £	0.21 "	50	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 210	210	1848	" ""BZ$""	1.00 "			" £	0.31 "	" £	0.21 "	50	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 211	211	1849	" ""BZ$""	1.00 "			" £	0.31 "	" £	0.21 "	50	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 212	212	1850	" ""BZ$""	1.00 "			" £	0.31 "	" £	0.21 "	50	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	Amt. of Sp. silver dollars greatly diminishes in Jam; Chalmers 1893 p 112
L 213	213	1851	" ""BZ$""	1.00 "			" £	0.31 "	" £	0.21 "	50	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 214	214	1852	" ""BZ$""	1.00 "			" £	0.31 "	" £	0.21 "	50	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 215	215	1853	" ""BZ$""	1.00 "	" $	0.98 "		" £	0.31 "	" £	0.21 "	50	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 216	216	1854	" ""BZ$""	1.00 "	" $	0.98 "		" £	0.31 "	" £	0.21 "	50	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 217	217	1855	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers	Accts in Spanish silver dollars > 21 Feb	" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 218	218	1856	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 219	219	1857	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 220	220	1858	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 221	221	1859	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 222	222	1860	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 223	223	1861	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 224	224	1862	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 225	225	1863	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 226	226	1864	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 227	227	1865	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	"BB 1865 142
Chalmers"		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 228	228	1866	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 229	229	1867	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	"BB 1867 172
Chalmers"		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 230	230	1868	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	"BB 1868 151
Chalmers"		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 231	231	1869	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	"BB 1869 135
Chalmers"		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 232	232	1870	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	"BB 1870 118
Chalmers"		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 233	233	1871	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 234	234	1872	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 235	235	1873	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers	Panic of 1873; silver value plummets; US + Europe move to gold std	" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 236	236	1874	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 237	237	1875	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	
L 238	238	1876	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers		" ""BZ$""	1.00 "	" £	0.21 "		50	" £	0.21 "	100	Chalmers	Sp. silver dollar demonetised by Act; Chalmers 1893 p 113
L 239	239	1877	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers									
L 240	240	1878	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers									
L 241	241	1879	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers	De jure Sp silver $ 5.125 = £ 1.0.0 Sterling								
L 242	242	1880	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers									
L 243	243	1881	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers									
L 244	244	1882	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers									
L 245	245	1883	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers									
L 246	246	1884	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers									
L 247	247	1885	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	Chalmers									
L 248	248	1886	" ""BZ$""	1.00 "	" $	0.98 "	" ""BZ$""	1.00 "		" £	0.20 "	48	"C.5071 p 182
Chalmers"									
L 249	249	1887	" ""BZ$""	1.00 "		" ""BZ$""	1.00 "		" £	0.15 "	37	"BB 1887 V1
Chalmers"	Guatemala silver $ made std > 15 Sep; C.5897-1; BB 1893 p X1								
L 250	250	1888	" ""BZ$""	1.00 "		" ""BZ$""	1.00 "		" £	0.15 "	37	"C.5897-1
Chalmers"									
L 251	251	1889	" ""BZ$""	1.00 "		" ""BZ$""	1.00 "		" £	0.14 "	34	"C.6269
Chalmers"									
L 252	252	1890	" ""BZ$""	1.00 "		" ""BZ$""	1.00 "		" £	0.14 "	34	"C.6563-3
Chalmers"									
L 253	253	1891	" ""BZ$""	6.49 "		" ""BZ$""	6.49 "		" £	1.00 "	240	"BB 1891 X1
Chalmers"	Possibly = market rather than Treasury rate								
L 254	254	1892	" ""BZ$""	1.00 "		" ""BZ$""	1.00 "		" £	0.15 "	36	"C.6857-44
Chalmers"									
L 255	255	1893	" ""BZ$""	1.00 "		" ""BZ$""	1.00 "		" £	0.14 "	33	"C.7319-14
Chalmers"	"De facto rate $ 1 = 0.2.1 < Jul; 0.2.0 thereafter, per C.7944-14"								
L 256	256	1894		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240		"US gold $ on 15 Oct; C.7944-14; Accts in US gold dollars, BB p X2; De facto Gua silver $ 1 = 0.2.0, per C.7944-14"								
L 257	257	1895		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 258	258	1896		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 259	259	1897		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 260	260	1898		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 261	261	1899		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 262	262	1900		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 263	263	1901		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 264	264	1902		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 265	265	1903		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 266	266	1904		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 267	267	1905		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 268	268	1906		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 269	269	1907		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 270	270	1908		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 271	271	1909		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 272	272	1910		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 273	273	1911		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 274	274	1912		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 275	275	1913		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 276	276	1914		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 277	277	1915		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 278	278	1916		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 279	279	1917		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 280	280	1918		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 281	281	1919		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 282	282	1920		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 283	283	1921		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 284	284	1922		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 285	285	1923		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 286	286	1924		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 287	287	1925		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 288	288	1926		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 289	289	1927		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 290	290	1928		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 291	291	1929		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 292	292	1930		" $	4.86 "	" ""BZ$""	4.86 "		" £	1.00 "	240										
L 293	293	1931		" $	4.86 "	" ""BZ$""	4.86 "					UK abandons gold std. > 21 Sep; Hon stays with US gold $								
L 294	294	1932		" $	4.86 "	" ""BZ$""	4.86 "													
L 295	295	1933		" $	4.86 "	" ""BZ$""	4.86 "													
L 296	296	1934		" $	4.86 "	" ""BZ$""	4.86 "													
L 297	297	1935		" $	4.86 "	" ""BZ$""	4.86 "													
L 298	298	1936		" $	4.86 "	" ""BZ$""	4.86 "													
L 299	299	1937		" $	4.86 "	" ""BZ$""	4.86 "													
L 300	300	1938		" $	4.86 "	" ""BZ$""	4.86 "													
L 301	301	1939		" $	4.86 "	" ""BZ$""	4.86 "													
L 302	302	1940		" $	4.86 "	" ""BZ$""	4.86 "													
L 303	303	1941		" $	4.86 "	" ""BZ$""	4.86 "													
L 304	304	1942		" $	4.86 "	" ""BZ$""	4.86 "													
L 305	305	1943		" $	4.86 "	" ""BZ$""	4.86 "													
L 306	306	1944		" $	4.86 "	" ""BZ$""	4.86 "													
L 307	307	1945		" $	4.86 "	" ""BZ$""	4.86 "													
L 308	308	1946		" $	4.86 "	" ""BZ$""	4.86 "													
L 309	309	1947		" $	4.86 "	" ""BZ$""	4.86 "													
L 310	310	1948		" $	4.86 "	" ""BZ$""	4.86 "													
L 311	311	1949		" $	4.86 "	" ""BZ$""	4.86 "				Col Rep 49	B$ 1 = US$ 1 < 31 Dec; thereafter B$ 4 = £ 1								
L 312	312	1950			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 313	313	1951			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 314	314	1952			" ""BZ$""	4.00 "		" £	1.00 "	240	Col Rep 52									
L 315	315	1953			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 316	316	1954			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 317	317	1955			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 318	318	1956			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 319	319	1957			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 320	320	1958			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 321	321	1959			" ""BZ$""	4.00 "		" £	1.00 "	240										
L 322	322	1960			" ""BZ$""	4.00 "		" £	1.00 "	240										
