Even E / Disastrous events.
ID	NO	PART OF	LOWER START	UPPER END	NAME	DESCRIPTION	NEAR	SP	ALLY	ALLY	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	PRESS	CF	VIA	NOTE
E 		Hos 14	1 January 1727	30 January 1727	Raid of Ascensión	Baymen and Miskito allies raid at least three Ma towns or hamlets in Bahía de Ascensión	"Chunhuhub, Telá, Tihosuco"	Don Antonio de Figueroa y Silva	"many sm craft fm Old R, Mos allies"			min 2 Ma imprisoned [likely more] for servitude [?]			"Baymen Ma sacked towns or villages Chunhuhu, Tela fm coast up to Tihosuco"			"AGN Historia vol 57 cuaderno 2 — Yucatán a 12 sep 1734
CO 123/1 f 76v"	"Barke 2012 p124 n425
Offen 49"	"During a successful raid at Bacalar on the Yucatán Peninsula in 1727, however, the Mosquito acquired small pox that spread throughout the Mosquitia uon their return, killing about half the population ... , and henceforth the Mosquito directed their long-distance sea voyages exclusively to the south. /Offen 49"
E 		Hos 14	1 November 1728	30 November 1728		Sp or buccaneers or privateers surprise Fleet	xxx	[possibly] Capt. Don Alonso de Figueroa y Silva						"taken 6 ships, sloops"			Daily Journal 2504 p1			
E 		Hos 14	1 February 1729	28 February 1729		Sp or buccaneers or privateers surprise Fleet	xxx	[possibly] Capt. Don Alonso de Figueroa y Silva						"6 ships taken inc William and Elizabeth, Kidder"			Daily Journal 2600 p3			
E 		Hos 14	10 April 1729	10 April 1729	Figueroa y Silva Expedition	One Yucatan infantry campaign against Settlent	Old	Capt. Don Alonso de Figueroa y Silva 25 infantry				"3 Neg men, 1 Neg woman / later 20 Eng, 2 Ma imprisoned since Raid of Ascension, 19 Neg"		39 or 45 Craft burnt / 17 seized for Bacalar / later 47 Craft burnt	"34 Ranchos burnt, 171 Pilas Log burnt, 74 Pilas thrown to sea / later 16 Ranchos, 108 Pilas Log burnt"			AGN Historia vol 57 cuaderno 2 — Yucatán a 12 sep 1734	Barke 2012 p124 n425	
E 		Hos 14	1 June 1729	30 June 1729		Yucatan flotilla enforces evacuation	Old	2 Sloops Havannah 2 Sloops Campeachy 16 PA					by 31 Jan 31 / evac fm < Jun 29 to 20 Oct 35				"Daily Journal 3548 p3
Universal Spectator and Weekly Journal 198 p3"			"Evacuees included c 90 Neg slaves and c 6 whites, headed by William Pitt, refuged and thereafter at Black R among Miskitu allies /via Offen 40 /NAS, GD461/101, ca 1797 -- James Lawrie"
E 		Hos 14	1 July 1729	30 July 1729	Summer Routing	One Sp campaign against Settlement	New					c 30 white = great many whites and Neg		taken all flats New Hondo Old = c 140 / taken all vessels too	"burnt 12 to 16,000 t at New, Hondo = c 300,000 quintals at New Hondo Old / seized all tools / burnt all houses"		London Journal (1720) 532 p5			“Musketo Indians have lately destroy'd several Spanish Towns”
E 		Hos 14	1 February 1730	28 February 1730		"Sp surprise Fleet, after which Capt. Burrows and Baymen engage"			Capt. Burrows					taken sev vessels / 1 brig afterwards taken			Daily Journal 2996 p4			
E 		Hos 14	1 June 1730	30 June 1730	Figueroa y Silva Expedition	One Yucatan military campaign against Settlement		Capt. Don Alonso de Figueroa y Silva				66 Eng men 5 Eng women 10 Neg		all Craft seized	"all ranchos, log burnt"			AGN Historia vol 57 cuaderno 2 — Yucatán a 12 sep 1734	Barke 2012 p124 n427	
E 		Hos 14	1 January 1731	30 January 1731		Sp surprise Fleet		GC 80 men	Capt. John Young NY					"Frances, and sev other ships and sloops taken = min 5"			"Daily Journal 3221 p1
Daily Journal 3229 p3"			
E 		Hos 14	24 March 1731	24 March 1731		"Sp surprise ship John and Jane, after which they engage"		GC Pedro Polis 60 men	Capt. Ed. Burt 30 men		2 killed	9 men imprisoned		John and Jane taken			"Daily Journal 3345 p3
Country Journal or The Craftsman 277 p2"			
E 		Hos 14	28 June 1731	28 June 1731		Sp surprise Fleet or ship under Capt. Groves		Sloop 25 men	Roger Groves NY 30 to 40 men					1 fine ship taken / great many vessels taken since Jan 31 … but two ships of force have escaped			"New-England Weekly Journal CCXXVII p2
Boston News-Letter 1435 p2"			
E 		Hos 14	1 August 1731	30 August 1731		Sp surprise Fleet		PA [Petty Augers]						4 vessels taken			London Evening Post 614 p1			
E 		Hos 14	1 May 1732	30 May 1732		Sp or buccaneers or privateers surprise Fleet			Capt. Wickham etc.					8 taken			Universal Spectator and Weekly Journal 198 p3			
E 		Hos 14	1 August 1732	30 August 1732		Sp or buccaneers or privateers surprise Fleet or brigantine David			Capt. Knox					min 1 brig David taken			Daily Journal 3666 p2			
E 		Hos 14	21 February 1733	21 February 1733	Figueroa y Silva Campaign	One Yucatan military campaign against Settlement	Old	Capt. Don Alonso de Figueroa y Silva	Baymen Neg Mos allies		many Baymen [piratas] died	others sent prisoners to San Juan de Ulúa and Havannah		all remaining craft burnt	numerosas Ranchos burnt			xxx		
E 		Hos 3	10 March 1734	30 March 1734		One Yucatan military campaign against Settlement		Mariscal Juan Fernández de Sabariego 1 Goleta 143 men										xxx	Antochiw 7	
E 		Hos 3	1 September 1734	30 September 1734		Sp or buccaneers or privateers surprise Fleet or unknown sloop								1 sloop taken min			New-York Weekly Journal LIV p3			
E 		Hos 3	28 September 1734	28 September 1734		"Sp surprise Fleet, after which they engage"		3 PA / Priv 120 men 2 PA 2 Sloops	Capt. Dursey RI					"1 taken, then liberated / 1 prev taken, then liberated / 1 Flat prey taken, then liberated"			New-York Weekly Journal LXVIII p4			
E 		Hos 3	1 October 1734	30 October 1734	Miskito Raids	"Baymen arm Mos allies, after which they raid unknown number of Sp or Ma towns or hamlets in Peten or Sp Hon"			Mos allies			xxx Ma Sp prisoners taken			xxx towns or hamlets sacked			"MEXICO,1083,L.54 ff 493v—496r"	Barke 2012 p125 n431	
E 		Hos 3	1 November 1734	30 November 1734		Sp or buccaneers or privateers surprise unknown fly boat								1 lg loaded fly boat burnt				xxx		
E 		Hos 3	1 October 1735	30 October 1735		Sp surprise Fleet		2 PA	Col. Cranston RI					4 taken / 3 then liberated			New-York Weekly Journal CXI p3			
E 		Hos 3	1 March 1736	30 March 1736		xxx					1 pilot beheaded 8 killed 	all crew imprisoned		1 sm sloop of Jam taken			"London Evening Post 1338 p2
Boston Evening-Post 81 p2"			"Newport, Rhode Island. Feb. 21. ... A Sloop was seized there said to be taken from the English by the Spaniards some Time since in the Bay of Honduras, putting into Charstown (for Necessaries) and the Men all confined. /BEP 81
They write from Honduras, by the Way of Rhode Island, that a small Sloop belonging to Jamaica had lately taken on that Coast a Spanish Sloop, after having kill'd eight Spaniards in the Engagement; that the rest of the Crew were made Prisoners, one of whom proving a remarkable Man, and had been nine Years a Pilot amongst them, they immediately took his Head from his Shoulders, and sent it as a Present to Jamaica. The same Letters add, that Capt. Woodberry, who was lately taken by the Spaniards, having been with them some Time, rose upon them and kill'd several and made his Escape. His Vessel during his Confinement was cast away. /LEP 1338"
E 		Hos 3	19 January 1737	19 January 1737		xxx	Old					6 Eng 3 Neg imprisoned		15 Craft + sev Flats + sev sm Craft				"MEXICO,3099 exp 3 ff 40r—65r — a 19 sep 1737"	Barke 2016 p56—7 n190	
E 		Hos 3	26 April 1737	26 April 1737		Sp surprise Fleet		[possibly] Gov. Don Manuel Salcedo						"taken a sloop or two [min] = 6 or 7 smaller vessels taken / 1 sloop deserted in fight, taken"	burnt abundance of wood landed at cayes		"New-York Weekly Journal 203 p3
New-York Weekly Journal 205 p2"			
E 		Ill 1	1 June 1737	30 December 1737		Outbreak of unknown cause or nature spreads among Baymen and Fleet					"abundance of Baymen have died, as well as those of Fleet"						New-York Weekly Journal 203 p3			Upper End assumed = end of wet season
E 		Hos 3	18 January 1738	18 January 1738		Sp or buccaneers or privateers surprise Fleet or unknown sloop		2 or 3 PA	Capt. Watlins					1 sloop taken / then released			Boston News-Letter 1774 p2			
E 		Hos 3	1 April 1738	30 April 1738		Sp or buccaneers or privateers surprise Fleet or unknown sloop		3 lg PA	1 Sloop								Daily Gazetteer 922 p1			
E 		Hos 3	1 July 1738	30 July 1738		"Sp surprise Fleet, after which they engage"	bw New & Old		Capt. Ed. Buckley Boston			25 imprisoned / later liberated		"all flats, 2 sloops loading a ship taken / later liberated"			Daily Gazetteer 1030 p1			
E 		Hos 3	12 August 1738	12 August 1738		"Sp surprise ship John and Jane, after which they engage"		Sloop 18 men	Capt. Stephen Bastwick etc.		3 killed [source?]	Reeves and two of his Neg imprisoned		"2 sloops, 2 craft w 26 wood [ea or together?] taken"			Boston News-Letter 1769 p2			
E 		Hos 3	1 February 1739	2 March 1739		Sp or buccaneers or privateers surprise Fleet or craft under Capt. Gwynn			Capt. Gwynn Boston					1 vessel taken			New-York Weekly Journal 279 p3			
E 		Hos 3	1 March 1739	30 March 1739		"Sp or buccaneers or privateers surprise Fleet, after which they engage"	Turneffe		Capt. Collis RI etc.		"Captain Collis, 2 mates killed"	companies of 2 sloops carried away / captain used in barbarous manner		"1 vessel, 2 sloop taken [min]"			"Boston News-Letter 1834 p2
General Evening Post 906 p2"			
E 		Hos 3	1 March 1739	1 March 1739		Sp surprise Fleet	Turneffe		Capt. Collis		"Captain Collis, 2 mates killed"	companies of 2 sloops carried away / captain used in barbarous manner		"1 vessel, 2 sloop taken [min]"				Virginia Gazette 151 p2		
E 		Hos 3	1 April 1739	30 April 1739		Sp or buccaneers or privateers surprise craft under Capt. Anderson		Sloop 10 guns	Capt. Mark Anderson								Universal Spectator and Weekly Journal 559 p3			
E 		Hos 3	1 May 1739	30 May 1739		Sp surprise Fleet		2 MW 1 Half-Galley						5 vessels taken			General Evening Post 906 p2			
E 		Hos 3	1 September 1739	30 September 1739		Sp or buccaneers or privateers surprise Fleet			Mr. White etc.			1 owner Mr. White and 2 Captains used barbarously [so taken?]		3 vessels taken			General Evening Post 961 p2			
E 		Hos 3	1 October 1739	30 October 1739		Sp or buccaneers or privateers surprise Fleet or craft under Capts. Pustle and Gowan		2 Priv / Vessel 20 men	Capt. Pustle Capt. Gowan								General Evening Post 968 p2			
E 		Hos 3	1 October 1739	28 February 1740		"Capt. Holiday, of Jamaica, under commission, cruises Settlement agaisnt Sp"			Capt. Holiday Jamaica 1 Sloop 75 men	Capt. Woodbury Boston							General Evening Post 1042 p2			
E 		Hos 3	22 March 1740	24 March 1740	Destruction of Fort San Lorenzo	"Royal Navy, possibly with Baymen and Shoremen, destroy Sp fort"	Chagres R	Juan Carlos Guitiérrez Cevallos 30 infantry	Gov. of Mosquito Shore Hudson ? / Adm. Edward Vernon								New-York Weekly Journal 446 p1			"Extract of a Letter from Jamaica, dated March 4th. YESTERDAY Capt. John Thomas arrived here from the Musqueto Shore who brings the following News; That Governour Hudson with 400 of Black White and Yellows, in thirty Pettiaugers, were bound up to the River Chagre, there to meet the Admiral, or he Fleet he shall send down to them; and from thence they are going over to Panama. He likewise brings the News That Capt. William Lee, Commander of the Snow Burnator with 16 Guns, is on the Shore, and hath sent down to the Bay of Honduras for as many Men as they can assist them with; and Capt. Stupert in a Billander with Twenty Guns & Forty Men is going down with him to the River of Dulce, where the is two annual Ship, that have been trading for a long Time : We believe they will take them, and they'll make fine Prizes. /NYWJ 46"
E 		Hos 3	1 April 1740	30 April 1740		"Sp surprise ship John and Jane, after which they engage"		2 Craft	Capt. Vincent Boston & Capt. Thatcher / sm Sloop of Baymen					2 sloops taken / later liberated			London and Country Journal [1739 Tuesday Edition] 76 p3			
E 		Hos 3	1 July 1740	30 August 1740		Sp surprise Fleet								1 vessel taken = Mary under Capt. Flowers			New-England Weekly Journal 703 p1			
E 		Hos 3	24 August 1740	24 August 1740	Mos Sack Shasoon (near Bacalar)	Mos allies raid Sp town “Shasoon” near Bacalar	Bacalar		100 Mos								Boston News-Letter 1906 p2			"“100 Musketoe-Men went to take a pretty rich Town call'd Shasoon, near the Town of Bateloe” /BNL 1906"
E 		Hos 3	1 January 1741	31 December 1741	Sp Asylum	"Yucatan offers Neg slaves asylum on conversion to Catholicism, after which unknown number of slaves flee to Yucatan"	Hondo						xxx Neg slaves flee to Sp					"MEXICO,892 exp 5 — Yucatán a 26 sep 1741"	Barke 2012 p125—6 n432	
E 		Hos 3	1 February 1741	28 February 1741		Sp surprise Fleet		2 PA 110 men	Capt. Burchell								Boston News-Letter 1930 p1			
E 		Hos 3	1 June 1741	30 June 1741		Sp surprise Fleet			Capt. Wise		2 Sp killed [mistakenly or not in defence]			1 vessel taken / later liberated			Daily Gazetteer 1975 p3			
E 		Hos 4	1 March 1744	30 March 1744		Sp surprise Fleet		Priv	Capt. Fiske		"1 captain killed, 1 pass dangerously wounded"	some of Captain Fiske co.		Fiske’s craft taken			London Evening Post 2598 p7			
E 		Hos 4	29 May 1745	29 May 1745		Sp surprise Fleet	New	6 Craft 60 men				took sev Neg	evac all except “a Point of land” c ? m		burned and destroyed all before them / took much Prov			CO 137/48	Burdon I p72	
E 		Hos 4	1 January 1746	30 January 1746		Sp surprise Fleet	Turneffe				"captain, owners of sloop killed"			1 sloop Kouli Can taken			St. James’s Evening Post 5639 p3			
E 		Hos 4	1 February 1746	30 March 1746		Sp surprise Fleet					"1 vessel crew drowned [accidental, on being taken by Sp]"			4 vessels taken			General London Evening Mercury 482 p3			
E 		Hos 4	1 May 1747	30 June 1747		Sp surprise Fleet	Old	2 Craft						taken sev ships / taken sev sm trading vessels [Flats?]			General Evening Post 2159 p2			
E 		Hos 4	3 June 1747	9 August 1747		xxx	Old						evac on Jun—Aug 47 for c ? m					CO 137/48	Burdon I p74	
E 		Hos 4	1 January 1748	30 January 1748	Complete Routing	xxx	Old	"Don Alonso Fernández de Heredia [Gov. Sp Honduras], Capt. Don Felipe López de la Flor"				prisoners taken / punishments were very severe						xxx		
E 		Hos 4	1 July 1748	30 July 1748		xxx	Old	Capt. Don Felipe López de la Flor	Baymen					"some craft taken, some destroyed"				xxx		
E 		Hos 4	1 August 1748	30 September 1748		Sp surprise Fleet								1 brig taken			General Advertiser (1744) 4378 p1			
E 		Hos 4	1 August 1748	30 September 1748		Sp surprise Fleet								"1 brig fm Boston taken, Dupree master"			General Advertiser (1744) 4378 p1			
E 		Ill 2	7 March 1750	30 September 1750		Outbreak of unknown cause or nature spreads among Baymen										makes it impossible to cut Logwood / 30 to 40 vessels waiting	New-York Evening Post 261 p2			
E 		Hos 4	6 May 1750			"Sp surprise Fleet, after which they engage"	New	Galley 123 men Havannah	Capt. Heysham / Capt. Kattur / Priv of Baymen		1 killed	"1 captain, 8 men, 3 women passenger / lib later"		"1 tender taken / 1 ship taken later, then lib"			"Boston Evening-Post 780 p1
Whitehall Evening Post (1770) 720 p1"			
E 		Hos 4	17 September 1750			"Sp surprise Fleet, after which they engage"		2 Half Gallies	Capt. Riven								Boston Evening-Post 793 p4			
E 		Hos 4	1 January 1751		Palma Expedition	xxx	"Hondo, Old"	Don José Antonio de Palma				"numerous Eng men seized, inc. Comandante de Valis [Chief Magistrate?] / later liberated"		43 Craft seized / 57 vessels [not Bay Flats] seized [possibly ?]				xxx		
E 		Hos 4	30 June 1751		Palma Expedition [?]	xxx	New	15 Craft 180 to 200 men Campeachy Guatemala				129 Eng [Bay inc?] imprisoned / min 19 released later / release or ransom of all previously agreed to		7 sloops taken / 18 to near 30 flats taken			"Boston Gazette 1643 p2
General Evening Post 2802 p1"			
E 		Hos 4	1 November 1751		Bacalar Assault	xxx	Bacalar		Baymen Mos Shoremen?									"BL, Add MS 17569 ff 6-6v"	"Antochiw 14
Gerhard 73"	
E 		Ill 3	1 November 1751	30 May 1752		Outbreak of unknown cause or nature spreads among Baymen and Fleet					left sev Vessels without Hands … two [women] left in the whole Bay						"Boston Gazette 1659 p2
Covent-Garden Journal 31 p4"			"“NEW-YORK, Dec. 16. ... By Vessels from the Bay of Honduras, we have repeated Accounts, of a great Sickness and Mortaity among the People there; which has left some Vessels without Hands enough to bring them off. --And in particular, it has been so great among the Women on Shore, that 'tis said there are but two left in all the Bay.” /BG 1659"
E 		Hos 4	25 December 1751	27 December 1751	Christmas Routing	"Sp surprise Fleet, after which they engage"	Old / Water Caye	2 Gallies 1 Brig	Henry Stevenson / Capt. Troup etc.			1 brig co imprisoned / later released	evac on 9 Jan 52	1 brig taken			"New-York Gazette or Weekly Post-Boy 477 p2
Boston Evening-Post 886 p1"			
E 		Hos 4	1 May 1752			xxx						19 Neg carried off						xxx		
E 		Hos 4	1 June 1752			"Sp establish town very near Settlement, and thereafter assault it"		10 Craft				carried off all Neg					Boston Evening-Post 886 p1			"Town est. possibly Port Mahoo, “Spaniards were very assiduous in erecting Fortifications at Port Mahoo, being about 30 Leagues distance frmo the Old River's Mouth :  That there was at Port Mahoo two Ships with Stores, which brought there two Hundred and fifty Soldiers :  That at that Port, there was also two armed Brigs, two Galleys and several Sloops and Xebecks :  The Crews of all which Vessels serve alternately to work at the Fortifications, and cruize in Search of all Vessels bound to the Bay of Honduras, &c.” /Boston Post-Boy 926 p2"
E 		Hos 4	1 June 1752			Sp surprise Fleet		1 MW 1 Chebeque 1 Sloop 2 PA	Capt. Mosely Capt. Rand					6 or 7 vessels taken [previously]			London Evening Post 3878 p1			
E 		Hos 4	1 June 1752			"Sp surprise Fleet, after which they engage"	Rat / Bay	Galley or 2 GC	Capt. McNamara 50 Baymen 70 Shoremen / Capt. Mosely Gov. Pitt					2 craft taken w sum 230 t wood taken	forced to have boat manned and continually under arms = great expense		"London Daily Advertiser 483 p2
New-York Mercury 16 p2"			
E 		Hos 4	1 August 1752			"Sp surprise Capt. Man, after which they engage"		sev Craft	Capt. Man			1 vessel co imprisoned / later escaped except McDonald		1 vessel taken			Boston Post-Boy 925 p1			
E 		Hos 4	1 August 1752			"Sp surprise Fleet, after which they engage"	Haulover / New	5 sm Barks 70 men / 10 PA 170 men	"John Lance, Master of snow Jacob"					"1 snow w Prov taken / 1 vessel taken, then lib"			Boston Post-Boy 926 p2			
E 		Hos 4	2 August 1752	28 September 1752		"Sp surprise Fleet, after which they engage"		6 PA 1 Flat of 14 swivel guns / later 1 Dorey 2 PA Don Palmo 76 Sp men	Capt. Crowel NY Capt. Hall Connecticut / later Capt. Arnold Capt. Hill [NY?]		1 mate killed	"2 captains, 1 mate imprisoned/ later min 1 impressed for 6 months"		"1 sloop plundered / 5 craft w wood taken / later 3 vessels taken, then liberated"			"Boston Post-Boy 934 p2
Read’s Weekly Journal or British Gazetteer 1478 p1"			
E 		Hos 4	1 October 1752			"Sp surprise Fleet, after which they engage"		GC						5 ships / sev sloops with Log taken			Read’s Weekly Journal or British Gazetteer 1480 p4			
E 		Hos 4	4 December 1752			"Sp surprise Fleet, after which they engage"								2 craft taken / 1 plundered of Prov			Boston Gazette 10 p2			
E 		Hos 4	24 February 1753			"Sp surprise Fleet, after which they engage"		GC	Capt. Clark								London Evening Post 3978 p4			
E 		Hos 4	28 February 1753			"Sp surprise Fleet, after which they engage"	Caye Bokell	Brig of 30 swivel guns	Capt. Ed. Menzies			many Eng imprisoned for 6 months at Mahoo [previously taken] / Capt. imprisoned for 		1 brig taken			New-York Mercury 82 p3			
E 		Hos 4	1 May 1753			"Sp surprise Fleet, after which they engage"	New						evac on 9 Jun 53 fm New	not one craft [flat] escaped destruction in New	entirely routed fm New [so houses burnt?]		New-York Mercury 44 p3			
E 		Hos 4	24 May 1753		Capture of Sp Brig	Baymen and Capt. Sergeant of Rhode Island capture and burn a Sp brigantine	"Old, Water Caye"		Capt. Sergeant RI / Baymen								"Boston Post-Boy 970 p1
Public Advertiser 5869 p1
Read’s Weekly Journal or British Gazetteer 1485 p2
London Evening Post 4030 p5"			
E 		Hos 4	12 April 1754		Sp Expedition to Bay	xxx	Key Mager	"Don Juan Nanos w 24 gun Ship 1 lg Xebek Gov. of Campeche Don Noverette w 20 Sail = sum 2,000 men"					some Neg evac or sent to Mos				"New-York Mercury 104 p3
Boston Gazette 87 p3"			
E 		Hos 4	24 May 1754		May Battle	One Sp infantry or cavalry campaign against Settlement	Labouring Creek	[possibly] José Vásquez de Prego [Pres Guat] w near 300 men	100 Baymen						sacked Wells house to considerable value		"Boston News-Letter 2662 p1
Boston Post-Boy 1008 p1"			
E 		Hos 4	18 June 1754		June Battle / Battle of Labouring Creek	One Sp infantry or cavalry campaign against Settlement	Labouring Creek	[possibly] José Vásquez de Prego [Pres Guat]					evac on 18 Jun 54 to 9 Jan 55 / evac c 9 Jan 55 to 12 Apr 55	number of vessels taken	carried off Prov		"Boston Evening-Post 998 p2
Boston Post-Boy 1024 p2
Boston Evening-Post 1002 p4
Boston Evening-Post 1004 p4
Boston Post-Boy 1028 p2
London Evening Post 4234 p1
London Evening Post 4248 p4
Boston Gazette 111 p1
Boston Evening-Post 1022 p4"	"CO 137/60
SPF Spain 148—9
CO 137 (?)—1755 Jamaica An Account of Expenses"	Burdon I p80—4	
E 		Hos 4	8 September 1754		Joint September Assault	One Sp naval campaign against Settlement	Old	"Don Melchor de Navarrete of Yuc, Joseph de Palma de Mar of Guat, Juan de las Llanas of Havannah c 18 Craft"				"93 Baymen, 23 Neg captured"		"1 Frig, 9 craft taken"	huts or works and Log burnt			xxx		
E 		Hos 4	1 February 1755		Sp Concession													xxx		
E 		Hos 4	24 May 1756		Gov. Knowles Demolishes Bay Fort	Gov Knowles of Jamaica demolishes forts per Treaty	Old							min 2 vessels taken min	"fort demolished, 18 cannon sunk [Knowles ordered?]"		"New-York Mercury 206 p2
New-York Mercury 224 p3"			
E 		Hos 4	1 July 1757		Siege of New R	"Sp surprise one craft of Capt. French [of NY?], after having blockaded New R and imprisoned several Baymen "	New	numb Sp Craft	Capt. French			sev Baymen in New imprisoned		min 1 craft forced to unload half cargo to escape			Boston Evening-Post 1145 p4			
E 		Hos 4	1 September 1757		September Destruction	On Sp military campaign against Settlement						carried off about 60 Neg and some whites		destroyed everything they came across [so flats too?]	"destroyed the wood, houses and everything they came across"		London Chronicle 145 p6			
E 		Hos 4	10 November 1758			Yucatan [and Port Mahoo] patrol Settlement [enforce evacuation?]		30 PA at Bacalar fm Campeachy Port Maho					evac c 10 Nov 58 to < 20 Jul 1759				"Boston Evening-Post 1221 p2
Boston Evening-Post 1233 p1
Boston Evening-Post 1241 p2"			
E 		Hos 4	1 September 1759		Barbarities at Carpenter’s	One Sp campaign against Settlement	Carpenter’s R					carried away many settlers ?					"London Chronicle 450 p8
Boston Evening-Post 1276 p3"			
E 		Hos 4	21 October 1759		Capt. Owens’s Feat	On Sp campaign against Settlement		near 200 men	Capt. Owens w 50 Britons			"31 Brit subjects, 30 Neg imprisoned / later lib by Owens"		3 loaded flats seized / later liberated by Owens			Boston Evening-Post 1276 p3			
E 		Hos 4	26 December 1759		Christmas Assault	One Yucatan naval campaign against Settlement	Haulover	4 Capt. sent by Gov. of Merida w great numb PA w over 150 men	few Baymen left behind						"pillage, plunder, destroy houses of few settlers left [on Old R]"			xxx		
E 		Hos 4	1 January 1760		Capt. Coppinger’s Intel	One Sp campaign against Settlement						a number of white and Neg imprisoned		sev loaded flats taken			New-York Mercury 394 p3			
E 		Hos 4	6 April 1761	30 June 1761	Flota Sails for Bay	xxx	Cadiz	"8 Ships 2 Frigates 8 Chebecs = 4,000 men"										xxx		
E 		Crs 5	23 December 1763			"Sp restrict logging in northern rivers, after which Adm. Burnaby restores Baymen"	"New, Hondo"		Adm. Burnaby				evac Hondo on 4 Feb 64 / evac all except Old on 13 Feb 64 / restored 5 Mar 65				"Boston Evening-Post 1498 p2
Boston News-Letter 3146 p2
London Chronicle 1170 p6
New-York Mercury 669 p2
New-York Mercury 673 p2
Boston Evening-Post 1545 p2
Boston Gazette 530 Supplement p1
Boston Evening-Post 1553 p2
New-York Mercury 715 p2"	"CO 137/61
SPF Spain 167
Alm 1828—1764 Memorial of Baymen in Council
Adm 1/238
SPF Spain 177"	"Burdon I p88
Burdon I p90—5
Burdon I p111"	
E 		Crs 1	1 January 1765	30 January 1765		"Dutch loggers of three sloops fm Curaçao commit “insolences,” thereafter seized by Yucatan"											London Chronicle 1301 p8			
E 		Fin 1	22 June 1765			Exhaustion of logwood leads to crisis							sev settlers returning w slaves to Mos / to Pensacola			Log so scarce that vessels lie frequently 9 or 10 months for loading	"London Chronicle 1374 p8
Gazetteer and New Daily Advertiser 11427 p2
Boston Post-Boy 458 p3
Gazetteer and New Daily Advertiser 11 728 p2"			"“Letters from the bay of Honduras dated the latter end of June [1765], are full of complaints of the little advantage now to be made in the cutting of logwood, which is so scarce that vessels lie frequently 9 or 10 months for their loading, till their bottoms are eaten out with worms. This scarcity is owing to all the logwood which lay any way contiguous to the river being cut down and brought away since we got possession of it. So that nothing is left in the old tracks, but what lies so far back from the rivers, as makes it almost impracticable, or at least too tedious and expensive to carry it upon negroes to the water side.” /LC 1374"
E 		Fin 1	22 June 1765			Great or strong “Freshes” preclude logging										Freshes have been so great / Hondo runs c 5 knots p hr / no business done 25 Oct to 29 Nov 65 / expect little Wood Dec 65 to Jan 66	"London Chronicle 1374 p8
New-York Gazette 351 p3"			
E 		Rev 1	1 August 1765			Mr. Cook’s slaves start a general revolt	New		sev Neg	sev Crafs w armed men	"Cook, 3 seamen killed"				min 1 fam robbed [likely]	held New R	"Boston Evening-Post 1565 p2
Boston Evening-Post 1569 p2
Gazetteer and New Daily Advertiser 11431 p6
Public Ledger 1835 p2
London Evening Post 5943 p1"			"Revolters’ names not provided
Mr. Cook, of the Bay of Honduras, has been murdered by his own negroes, who have since killed three English seamen; some craft, with armed men, are gone after them, being allowed all the plunder they may take from them, and ten ton of logwood for every negroe they bring in, alive or dead. /GNDA 11431"
E 		Rev 1	22 August 1765		Siege of New R	"Slave revolters blockade New R, and ask for but are denied Sp [Yuc likely] asylum"	New		c 70 revolters		killed sev seamen [New] 1 Sp		many bay men deserted works [in New?]				Lloyd's Evening Post 1310 p2			"Madrid, November 5. The ships lately arrived from [Sp] Honduras bring an account, that the Negroes, ... have taken and murdered several English, and even one Spaniard, who came to treat with them about an accommodation, and that they had sent an express to our [Sp] Governor, to know if they might hope for protection in case the English should drive them from their post; but that the Governor told them, they had no protection to expect; and ordered them to retire out of the Spanish territories. /Lloyd’s EP 1310"
E 		Rev 1	1 September 1765		Jamaica Reinforcements Sail for Bay	Royal Navy helps quell slave revolt				"3 Sloops of War Swift, Speedwell, Beaver"							"Gazetteer and New Daily Advertiser 11 518 p2
Public Ledger 1835 p2
London Evening Post 5943 p1"			
E 		Rev 1	1 September 1765		Falling Out Breaks Revolt	Revolters have a falling out which breaks the revolt					sev slaves hanged [of 70?] / the ringleaders hanged	some Neg taken prisoners					Gazetteer and New Daily Advertiser 11 518 p2			
E 		Crs 2	1 March 1766	30 May 1766		Spanish station boats at Hondo to help or seduce slaves to amnesty	Hondo											SPF Spain 180	Burdon I p115—6	Lower Start assumed as first dry season after Upper End of Cook’s Revolt
E 		Fin 1	16 April 1766			Exhaustion of logwood leads to crisis										wood scarce / c 70 vessels waiting	Boston Post-Boy 458 p3	xxx		
E 		Fin 1	21 June 1766			Scarcity of provisions precludes Fleet from leaving										Prov esp bread so very scarce / many vessels ready to sail could not for want thereof	"Boston Post-Boy 467 p3
Public Advertiser 6932 p4
New-York Gazette 394 p3
New-York Gazette 397 p2
New-York Gazette 408 p2"	xxx		
E 		Fin 1	21 June 1766			Scarcity of provisions precludes Fleet from leaving										Prov scarce [likely] to min 1 Nov 66		xxx		
E 		Crs 1	1 February 1767	30 April 1767		French and Dutch loggers grow numerous in Settlement							Fr Dutch Log cutters extremely numerous in bay				London Chronicle 1604 p8			Assume three month period
