Series S 0—960 / Primary and secondary sources which are not deposited series or collections.
ID	NO	PRIM	COLL	TYPE	ALT ID	CITED	PERIOD	PERIOD	SIZE	UNITS	ITEM	REPOSITORY	CITY	COUNTRY	IMPRINT	CITY	COUNTRY	FIRST PUB	LAST PUB	AUTHORS	EDITORS	JOURNAL	V	I	VIA	NOTE	LINK	END	
S 640	640	0	0	A	Reichert 12	0	np	np	np	np	"Navegación, comercio y guerra: Rivalidad por el dominio colonial en la región del Golfo de Honduras, 1713–1763"	np	np	np	np	np	np	2012	np	R. Reichert	np	Península	7	1	xnp	xnp	http://www.scielo.org.mx/scielo.php?script=sci_issuetoc&pid=1870-576620120001&lng=es&nrm=iso 	###	
S xxx	xxx	1	0	P	Remesal	0	xxx	xxx	1	vols	"Historia general de las Indias Ocidentales, y particular de la gouernación de Chiapa, y Guatemala : escriuese juntamente los principios de la religión de Nuestro Glorioso Padre Santo Domingo, y de las demás religiones ..."	np	np	np	Por Francisco de Abarca y Angulo	Madrid	Spain	1620	np	A. de Remesal	np	np	np	np	Lujan 2 478	xnp	xxx	###	
S 106	106	0	0	A	Restall	3	np	np	np	np	Crossing to Safety? Frontier Flight in Eighteenth-Century Belize and Yucatan	np	np	np	np	np	np	2014	np	M. Restall	np	Hispanic American Historical Review	94	3	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1215/00182168-2694300	###	
S 160	160	0	0	P	"Restall, Black"	xon	np	np	1	vols	"The Black Middle: Africans, Mayas, and Spaniards in Colonial Yucatan"	np	np	np	xxx	Stanford	USA	2009	np	M. Restall	xnp	np	np	np	xnp	xnp	xxx	###	
S 204	204	0	0	T	Revels	xon	np	np	np	np	"Timber, Trade, and Transformation: A Historical Geography of Mahogany in Honduras"	np	np	np	xxx	xxx	xxx	2002	np	C. S. Revels	np	np	np	np	xnp	xnp	file:///Users/angelnavidad/Downloads/Timber%20trade%20and%20transformation_%20%20a%20historical%20geography%20of%20mah.pdf	###	
S 252	252	0	0	P	Ribot	xon	np	np	1	vols	Belice: una historia olvidada	np	np	np	xxx	Mexico	Mexico	1993	np	M. T. Ribot	xnp	np	np	np	xnp	xnp	https://books.openedition.org/cemca/319	###	
S 102	102	1	0	A	Ridley	3587	xxx	xxx	np	np	Aerosol forcing of the position of the intertropical convergence zone since AD 1550	np	np	np	np	np	np	2015	np	"H. E. Ridley, Y. Asmerom, J. U. L. Baldini, S. F. M. Breitenbach, V. V. Aquino, K. M. Prufer, B. J. Culleton, V. Polyak, F. A. Lechleitner, D. J. Kennett, M. Zhang, N. Marwan, C. G. Macpherson, L. M. Baldini, T. Xiao, J. L. Peterkin, J. Awe, G. H. Haug"	np	Nature Geoscience	8	xnp	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1038/ngeo2353 	###	
S 428	428	0	0	P	Roberts	xxx	np	np	1	vols	"Sir Henry Morgan, buccaneer and governor"	np	np	np	xxx	New York	USA	1933	np	W. A. Roberts	xnp	np	np	np	xnp	xnp	https://hdl.handle.net/2027/mdp.39015021845162	###	
S 858	858	1	0	P	Roberts	xxx	1816	1822	1	vols	Narrative of voyages and excursions on the East coast and in the interior of Central America ...	np	np	np	xxx	Edinburgh	UK	1827	np	O. W. Roberts	xnp	np	np	np	xnp	xnp	xxx	###	
S 268	268	0	0	A	Robinson	5	np	np	np	np	Southern Loyalists in the Caribbean and Central America	np	np	np	np	np	np	1992	np	S. J. Robinson	np	South Carolina Historical Magazine	93	3	xnp	xnp	xxx	###	
S 780	780	1	0	S	Rockefeller F y	0	1913	2016	103	vols	Rockefeller Foundation Annual Reports	np	np	np	xxx	New York	USA	1914	2017	np	np	np	np	np	xnp	xnp	https://www.rockefellerfoundation.org/annual-reports/	###	
S 384	384	0	0	P	Rodriguez	10	np	np	1	vols	A Palmerstonian Diplomat in Central America: Frederick Chatfield	np	np	np	xxx	Tucson	USA	1964	np	M. Rodriguez	xnp	np	np	np	xnp	xnp	xxx	###	
S xxx	xxx	0	0	P	Rodriguez B	0	np	np	1	vols	Solidarity and Responsibilities of the United States in the Belize Case	np	np	np	xnp	Guatemala	Guatemala	1965	np	V. Rodríguez Beteta	xnp	np	np	np	xnp	xnp	https://archive.org/details/solidarityrespon00virgguat/page/n3/mode/2up	###	
S xxx	xxx	0	0	P	Rodriguez B 2	0	np	np	1	vols	La Política Inglesa en Centro América durante el Siglo XIX	np	np	np	"Centro Editorial ""José de Pineda Ibarra"""	Guatemala	Guatemala	1963	np	V. Rodríguez Beteta	xnp	np	np	np	xnp	xnp	https://archive.org/details/lapolticaingle00virgguat/page/n3/mode/2up	###	
S xxx	xxx	0	0	P	Rodriguez V	xon	np	np	1	vols	El Castillo de San Felipe del Golfo Dulce : historia de las fortificaciones de Guatemala en la edad moderna	np	np	np	Escuela de Estudios Hispano-Americanos	Seville	Spain	1960	np	M. Rodríguez del Valle	xnp	np	np	np	xnp	xnp	file:///Users/angelnavidad/Downloads/233372936-Rodriguez-Del-Valle-El-Castillo-de-San-Felipe-Del-Golfo-Dulce.pdf	###	
S 8	8	0	0	P	Rogers	14	np	np	1	vols	"Blood Waters: War, Disease and Race in the Eighteenth-Century British Caribbean"	np	np	np	xxx	Woodbridge	UK	2021	np	N. Rogers	xnp	np	np	np	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.2307/j.ctv1q16rrn 	###	
S 494	494	1	0	A	Rogers 85	0	xxx	xxx	np	np	British Honduras: Its Resources and Development	np	np	np	np	np	np	1885	np	E. Rogers	np	Journal of the Manchester Geographical Society	1	7–9	xnp	xnp	https://www.google.com/books/edition/The_Journal_of_the_Manchester_geographic/pzQFAAAAQAAJ?hl=en&gbpv=0	###	
S 242	242	0	0	P	Romero	xon	np	np	1	vols	Las sociedades del Atlántico de Nicaragua en los siglos XVII y XVIII	np	np	np	xxx	Managua	Nicaragua	1995	np	G. Romero Vargas	xnp	np	np	np	xnp	xnp	xxx	###	
S 368	368	1	0	P	Rosado	9	xxx	xxx	1	vols	A Refugee of the War of the Castes Makes Belize His Home: The Memoirs of J. M. Rosado	np	np	np	xxx	Belize	Belize	1970	np	J. M. Rosado	xnp	np	np	np	xnp	Extract in Rugeley Wars cap 15	xxx	###	
S 286	286	0	0	A	Rossano	4	np	np	np	np	Down to the Bay	np	np	np	np	np	np	1989	np	G. L. Rossano	np	New York History	70	3	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/43460260	###	
S 58	58	0	0	A	Rossiter	23	np	np	np	np	Getting Out of Belize: Britain’s Intractable Military Exit from Central America	np	np	np	np	np	np	2018	np	A. Rossiter	np	Journal of Imperial and Commonwealth History	46	4	xnp	xnp	https://doi-org.ezp-prod1.hul.harvard.edu/10.1080/03086534.2018.1452543 	###	
S 926	926	1	0	P	Roteta	0	1655	1694	1	vols	Forma de asegurar los puertos y poblaciones de todas las costas de las Indias	np	np	np	xxx	Madrid	Spain	1694	np	xnp	xnp	np	np	np	xnp	xnp	https://www.wdl.org/en/item/4393/	###	
S 420	420	0	0	P	Roys 1	0	np	np	1	vols	The Titles of Ebtun	np	np	np	xxx	Washington	USA	1939	np	R. L. Roys	xnp	np	np	np	xnp	xnp	https://hdl.handle.net/2027/txu.059173022901217	###	
S 396	396	0	0	P	Roys 2	1	np	np	1	vols	The Political Geography of the Yucatan Maya	np	np	np	xxx	Washington	USA	1957	np	R. L. Roys	xnp	np	np	np	xnp	xnp	https://hdl.handle.net/2027/uva.x000422247	###	
S 734	734	0	0	P	Rubio	4	np	np	4	vols	El virreinato	np	np	np	xxx	Mexico	Mexico	1955	1955	J. I. Rubio Mañé	xnp	np	np	np	xnp	xnp	xxx	###	
S xxx	xxx	0	0	P	Rubio S	0	np	np	3	vols	Historia del puerto de Trujillo	np	np	np	Banco Central de Honduras	Tegucigalpa	Honduras	1975	np	M. Rubio Sánchez	np	np	np	np	Lujan 2 478	xnp	xxx	###	
S xxx	xxx	0	0	P	Rubio SE	xon	np	np	1	vols	Historia del Ejército de Guatemala	np	np	np	Editorial del Ejército	Guatemala	Guatemala	1987	np	M. Rubio Sánchez	np	np	np	np	Lujan 2 478	xnp	https://archive.org/details/historiadelejerc00manuguat 	###	
S xxx	xxx	0	0	P	Rubio SO	0	np	np	2	vols	Historia de la Fortaleza y Puerto de San Fernando de Omoa	np	np	np	Editorial del Ejército	Guatemala	Guatemala	1987	1988	M. Rubio Sánchez	np	np	np	np	xnp	xnp	v 2: https://archive.org/details/historiadelafo00rubiguat	###	
S 800	800	0	0	P	"Rubio, Bel"	0	np	np	1	vols	Belice	np	np	np	xxx	Merida	Mexico	1894	np	N. Rubio Alpuche	xnp	np	np	np	xnp	xnp	https://www.google.com/books/edition/Belice/YdkBAAAAMAAJ?hl=en&gbpv=0	###	
S 162	162	0	0	P	Rugeley	3	np	np	1	vols	"Rebellion Now and Forever : Mayas, Hispanics, and Caste War Violence in Yucatan : 1800—1880"	np	np	np	xxx	Stanford	USA	2009	np	T. Rugeley	xnp	np	np	np	xnp	xnp	"file:///Users/angelnavidad/Downloads/Terry%20Rugeley%20-%20Rebellion%20Now%20and%20Forever_%20Mayas,%20Hispanics,%20and%20Caste%20War%20Violence%20in%20Yucatan,%201800-1880%20(2009).pdf"	###	
S 210	210	1	0	P	Rugeley Wars	xon	xxx	xxx	1	vols	Maya wars : ethnographic accounts from nineteenth-century Yucatàn	np	np	np	xxx	Norman	USA	2001	np	T. Rugeley	xnp	np	np	np	xnp	xnp	file:///Users/angelnavidad/Downloads/Terry%20Rugeley%20-%20Maya%20Wars_%20Ethnographic%20Accounts%20from%20Nineteenth-Century%20Yucatan%20(2001).pdf	###	
S xxx	xxx	0	0	T	Ruiz	xon	np	np	np	np	"Las migraciones y la incorporación socio-economica de las familias del grupo K'ekchi, en la aldea Indian Creek, Distrito de Toledo, Belice, Centroamérica"	np	np	np	U de San Carlos	Guatemala	Guatemala	1994	np	C. L. Ruiz Puga	np	np	np	np	xnp	xnp	http://biblioteca.usac.edu.gt/tesis/14/14_0120.pdf 	###	
S 108	108	1	0	T	Rushton	98	xxx	xxx	np	np	Under the Shade I Flourish	np	np	np	xxx	xxx	xxx	2014	np	E. A. C. Rushton	np	np	np	np	xnp	VARS SERIES NOT EXTRACTIBLE	http://eprints.nottingham.ac.uk/27615/1/Hardbound%20Thesis_October2014_Rushton.pdf 	###	
S xxx	xxx	0	0	A	Saenz	xon	np	np	np	np	Inglaterra y el Reino de Goathemala: influjo inglés en dos economistas guatemaltecos del período hispano escasamente conocidos	np	np	np	np	np	np	1982	np	C. Sáenz de Santa María	np	Revista de Indias	42	np	Victoria 93 211	xnp	xxx	###	
S xxx	xxx	0	0	P	Saint-Lu	0	np	np	1	vols	"La Vera Paz, esprit évangélique et colonisation"	np	np	np	Institut d'études hispaniques	Paris	France	1968	np	A. Saint-Lu	np	np	np	np	Lujan 2 640	xnp	https://archive.org/details/laverapazes00sainguat	###	
S 840	840	1	0	P	Samuel	24	xxx	xxx	1	vols	The Wesleyan Methodist mission in Jamaica and Honduras	np	np	np	xxx	London	UK	1850	np	P. Samuel	xnp	np	np	np	xnp	xnp	Readex: https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_newsbank_primary_AFAMER_S1917 / EBSCO: http://ezp-prod1.hul.harvard.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=h7h&AN=38332667&site=ehost-live&scope=site	###	
S 952	952	1	0	P	"Sanchez, Rel"	2	1641	1642	1	vols	"Relacion del suceso que tuvo Francisco Diaz Pimienta, general de la real armada de las Indias, en la isla de Santa Catalina"	np	np	np	xxx	Madrid	Spain	1642	np	xnp	xnp	np	np	np	xnp	xnp	xnp	###	
S xxx	xxx	0	0	P	Sandner	0	np	np	1	vols	"Zentralamerika und der Ferne Karibische Westen : Konjunkturen, Krisen und Konflikte, 1503-1984"	np	np	np	Franz Steiner Verlag Wiesbaden	Stuttgart	Germany	1985	np	G. Sandner	xnp	np	np	np	Gabbert 07 40	"Sp trans = Jaime Polanía V & Santiago Moreno González, Centroamérica y el Caribe occidental : coyunturas, crisis y conflictos, 1503-1984 [Isla de San Andrés, Universidad Nacional de Colombia : Sede San Andrés : Instituto de Estudios Caribeños, 2003]"	xnp	###	
S xxx	xxx	0	0	P	Sapper	0	np	np	1	vols	The Verapaz in the Sixteenth and Seventeenth Centuries: A Contribution to the Historical Geography and Ethnography of Northeastern Guatemala	np	np	np	UCLA	Los Angeles	USA	1985	np	K. Sapper	np	np	np	np	Graham 408	Translation Theodore E. Gutman / Inst of Arch Occasional Paper 13 /v Graham 408	xxx	###	
S 216	216	0	0	A	Scammell	xon	np	np	np	np	"""A Very Profitable and Advantageous Trade"": British Smuggling in the Iberian Americas circa 1500-1750"	np	np	np	np	np	np	2000	np	G. V. Scammell	np	Itinerario	24	3	xnp	xnp	file:///Users/angelnavidad/Downloads/scammell2000-2.pdf 	###	
S 16	16	1	0	A	Schmitt	600	xxx	xxx	np	np	Caribbean cyclone activity: an annually-resolved Common Era record	np	np	np	np	np	np	2020	np	"D. Schmitt, E. Gischler, F. S. Anselmetti, H. Vogel"	np	Scientific Reports	10	xnp	xnp	xnp	https://doi.org/10.1038/s41598-020-68633-8 	###	
S xxx	xxx	0	0	P	Schoburgh	xon	np	np	1	vols	Developmental Local Governance	np	np	np	Palgrave Macmillan	Houndmills	UK	2016	np	xnp	"E. D. Schoburgh, J. Martin, S. Gatchair"	np	np	np	xnp	xnp	"file:///Users/angelnavidad/Downloads/Schoburgh__(International%20Political%20Economy%20Series)%20Eris%20D.%20Schoburgh,%20John%20Martin,%20Sonia%20Gatchair%20(eds.)%20-%20Developmental%20Local%20Governance_%20A%20Critical%20Discourse%20in%20‘Alternative%20Development’-Palgrave%20Macmillan%20UK.pdf"	###	
S xxx	xxx	0	0	A	Schoonover	xon	np	np	np	np	Statistics for an understanding of foreing intrusions into Central America from the 1820s to 1930. Part III. Concluded.	np	np	np	np	np	np	1990	np	"T. Schoonover, E. Schoonover"	xnp	Anuario de Estudios Centroamericanos	16	2	xnp	Given as vols 16–17 nos 1–2 years 1990–1991 ?	https://revistas.ucr.ac.cr/index.php/anuario/article/view/2344 	###	
S 4	4	0	0	P	Sell	21	np	np	1	vols	Trouble of the World: Slavery and Empire in the Age of Capital	np	np	np	xxx	Chapel Hill	USA	2021	np	Z. Sell	xnp	np	np	np	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/10.5149/9781469660479_sell.1 	###	
S 132	132	1	0	P	Seyxas	xon	xxx	xxx	1	vols	Piratas y contrabandistas de ambas Indias y estado presente de ellas (1693)	np	np	np	xxx	A Coruña	Spain	2011	np	F. de Seyxas y Lovera	C. McCarl	np	np	np	xnp	xnp	xxx	###	
S xxx	xxx	0	0	P	Sharer	0	np	np	1	vols	The Ancient Maya	np	np	np	Stanford U Press	Stanford	USA	1946	np	"S. G. Morley, R. J. Sharer"	np	np	np	np	Graham 409	"6th ed = [Stanford Calif., Stanford U Press, 2006]"	6th ed: file:///Users/angelnavidad/Downloads/Robert%20J.%20Sharer_%20Loa%20P.%20Traxler%20-%20The%20Ancient%20Maya-Stanford%20University%20Press%20(2006).pdf	###	
S xxx	xxx	0	0	P	Sheridan	0	np	np	1	vols	"Sugar and Slavery: An Economic History of the British West Indies, 1623–1775"	np	np	np	Johns Hopkins University Press	Baltimore	USA	1974	np	R. B. Sheridan	np	np	np	np	Joseph 80 70 fn 26	See p 403 for Log data /v Joseph 80 70 fn 26	xnp	###	
S 170	170	1	0	P	Slave Voyages a	xon	xxx	xxx	1	vols	Slave Voyages ver 2.2.13	np	np	np	xxx	Atlanta	USA	2008	np	xnp	xnp	np	np	np	xnp	xnp	https://www.slavevoyages.org	###	
S 920	920	1	0	P	Sloane	12	xxx	xxx	2	vols	"A voyage to the islands Madera, Barbados, Nieves, S. Christophers and Jamaica, : with the natural history of the Herbs and Trees, Four-Footed Beasts, Fishes, Birds, Insects, Reptiles, &c. of the last of those islands; to which is prefix'd an introduction, wherein is an account of the inhabitants, air, waters, diseases, trade, &c. of that Place, with some Relations concerning the Neighbouring Continent, and Islands of America. Illustrated with the figures of the things describ'd, which have not been heretofore engraved; In large Copper-Plates as big as the Life."	np	np	np	xxx	London	UK	1707	xxx	xnp	xnp	np	np	np	xnp	xnp	v 1: https://link.gale.com/apps/doc/CW0101368735/ECCO?u=camb55135&sid=ECCO&xid=46a5e1e9&pg=1 / V 2: https://link.gale.com/apps/doc/CW0101369488/ECCO?u=camb55135&sid=ECCO&xid=35d52638&pg=1	###	
S xxx	xxx	0	0	P	Socolow	xon	np	np	2	vols	The Atlantic staple trade	np	np	np	Variorum	Aldershot	UK	1996	1996	xnp	S. Socolow	np	np	np	Scammell 158	xnp	v 2: https://archive.org/details/atlanticstapletr0009unse/page/n5/mode/2up	###	
S 376	376	0	0	T	Sorsby	1	np	np	np	np	"The British superintendency of the Mosquito Shore, 1749-1787"	np	np	np	xxx	xxx	xxx	1969	np	W. S. Sorsby	np	np	np	np	xnp	xnp	file:///Users/angelnavidad/Downloads/1882969.pdf	###	
S 350	350	0	0	T	"Sorsby, Trade"	0	np	np	np	np	British trade with Spanish America under the Asiento 1713–1740	np	np	np	xxx	xxx	xxx	1975	np	V. G. Sorsby	np	np	np	np	xnp	xnp	https://discovery.ucl.ac.uk/id/eprint/1349550/1/473433.pdf	###	
S 578	578	0	0	P	Southey	4	np	np	3	vols	Chronological history of the West Indies	np	np	np	xxx	London	UK	1827	xxx	T. Southey	xnp	np	np	np	xnp	xnp	http://id.lib.harvard.edu/alma/990026569840203941/catalog	###	
S xxx	xxx	0	0	P	Soza	xon	np	np	1	vols	Pequeña monografía del Departamento de el Petén	np	np	np	Editorial del Ministerio de Educación Pública	Guatemala	Guatemala	1957	np	J. M. Soza	np	np	np	np	xnp	"1 ed = Pequeña monografía del Departamento de el Petén [Guatemala, Editorial del Ministerio de Educación Pública, 1957], 1 vol / 2 ed = Monografía del Departamento de el Petén [Guatemala, Editorial ""José de Pineda Ibarra"", 1970], 2 vols / No references or citations"	ed 1: https://archive.org/details/pequemonogdpet00sozaguat / v 1 ed 2: https://archive.org/details/monogdelde00sozaguat/page/n7/mode/2up / v 2 ed 2: https://archive.org/details/monodeldep00sozaguat/page/n7/mode/2up	###	
S 736	736	1	0	P	Spain CU	1	xxx	xxx	22	vols	Cartografía y relaciones históricas de Ultramar	np	np	np	xxx	Madrid	Spain	1949	1999	xnp	xnp	np	np	np	Finamore 81	"By Sevicio Geográfico e Historico del Ejercito / Titles = Cartografía de Ultramar / See maps 1753, 1764, 1780 Link: http://www.stgeorgescayebelize.org/evolution-of-name.html "	xxx	###	
S 886	886	1	0	P	Speer	1	xxx	xxx	1	vols	West-India Pilot	np	np	np	xxx	London	UK	1771	np	xnp	xnp	np	np	np	Finamore 211	"By Joseph Smith Speer, printer S. Hooper"	xxx	###	
S 524	524	0	0	P	Squier	4	np	np	1	vols	The states of Central America 	np	np	np	xxx	New York	USA	1858	np	E. G. Squier	xnp	np	np	np	xnp	xnp	Gale/World Scholar: https://tinyurl.gale.com/tinyurl/DPB2g3  / Google: https://www.google.com/books/edition/The_States_of_Central_America/IHsaqv17bh8C?hl=en&gbpv=1&printsec=frontcover	###	
S 830	830	1	0	P	"Squier, Waikna"	0	xxx	xxx	1	vols	"Waikna, or, Adventures on the Mosquito shore"	np	np	np	xxx	London	UK	1855	np	xnp	xnp	np	np	np	Gale / Sabin Americana	xnp	https://link.gale.com/apps/doc/CY0103178029/SABN?u=camb55135&sid=SABN&xid=f8bae517	###	
S 598	598	0	0	P	Stanly	xxx	np	np	1	vols	"John Wright Stanly's reply to A few observations, lately published by Jonathan Cowpland"	np	np	np	xxx	Philadelphia	USA	1769	np	J. W. Stanly	xnp	np	np	np	xnp	xnp	https://docs-newsbank-com.ezp-prod1.hul.harvard.edu/openurl?ctx_ver=z39.88-2004&rft_id=info:sid/iw.newsbank.com:EAIX&rft_val_format=info:ofi/fmt:kev:mtx:ctx&rft_dat=0F30151185CB1BC8&svc_dat=Evans:eaidoc&req_dat=B425E5B32E784515BC5AAA87BC16A340	###	
S 600	600	0	0	P	Stanly	xxx	np	np	1	vols	Remarks on scurrility and oppression	np	np	np	xxx	Philadelphia	USA	1769	np	J. W. Stanly	xnp	np	np	np	xnp	xnp	https://docs-newsbank-com.ezp-prod1.hul.harvard.edu/openurl?ctx_ver=z39.88-2004&rft_id=info:sid/iw.newsbank.com:EAIX&rft_val_format=info:ofi/fmt:kev:mtx:ctx&rft_dat=0F2FD3CD749E1F90&svc_dat=Evans:eaidoc&req_dat=B425E5B32E784515BC5AAA87BC16A340	###	
S 602	602	0	0	P	Stanly	xxx	np	np	1	vols	A state of the accounts and disputes betwixt Jonathan Cowpland and John Wright Stanly	np	np	np	xxx	Philadelphia	USA	1768	np	J. W. Stanly	xnp	np	np	np	xnp	xnp	https://docs-newsbank-com.ezp-prod1.hul.harvard.edu/openurl?ctx_ver=z39.88-2004&rft_id=info:sid/iw.newsbank.com:EAIX&rft_val_format=info:ofi/fmt:kev:mtx:ctx&rft_dat=0F2F81DB64AE03C0&svc_dat=Evans:eaidoc&req_dat=B425E5B32E784515BC5AAA87BC16A340	###	
S xxx	xxx	1	0	P	Statutes I	0	1642	1660	3	vols	"Acts and Ordinances of the Interregnum, 1642-1660"	np	np	np	HMSO	London	UK	1911	1911	np	"C. H. Firth, R. S. Rait"	np	np	np	xnp	xnp	v 1–3: https://www.british-history.ac.uk/no-series/acts-ordinances-interregnum	###	
S 872	872	1	0	P	Statutes R	0	1101	1714	11	vols	Statutes of the Realm	np	np	np	xxx	xxx	xxx	1810	1828	xnp	xnp	np	np	np	Gale / Making of the Modern World	No place of publication given / edited by John Raithby	Gale/Making Modern World v1: https://link.gale.com/apps/doc/U0107812236/MOME?u=camb55135&sid=MOME&xid=98d14cfb / v 5–7: https://www.british-history.ac.uk/search/series/statutes-realm	###	
S 848	848	1	0	P	Stephens	6	xxx	xxx	2	vols	"Incidents of travel in Central America, Chiapas, and Yucatan"	np	np	np	xxx	London	UK	1841	1841	xnp	xnp	np	np	np	xnp	xnp	Google v1: https://www.google.com/books/edition/Incidents_of_Travel_in_Central_America_C/4y8TAAAAYAAJ?hl=en / Google v2: https://www.google.com/books/edition/_/Pu0MAAAAIAAJ?hl=en&sa=X&ved=2ahUKEwiUoq-n-rvwAhVlUN8KHbXYASEQ8fIDegQIARAD	###	
S 388	388	0	0	A	Stoddart	1	np	np	np	np	"Three Caribbean Atolls: Turneffe Islands, Lighthouse Reef, and Glover's Reef, British Honduras"	np	np	np	np	np	np	1962	np	D. R. Stoddart	np	Atoll Research Bulletin	87	xnp	xnp	xnp	file:///Users/angelnavidad/Downloads/00087x.pdf	###	
S xxx	xxx	0	0	P	Stone S	0	np	np	1	vols	Some Spanish Entradas 1524–1695	np	np	np	xxx	New Orleans	USA	1932	np	D. Z. Stone	np	np	np	np	Bolland 2 207 no 9	pp 259–269 re Manche Chol Mayans /v Bolland 2 18	xnp	###	
S 674	674	0	0	T	Stone	3	np	np	np	np	"Caribbean nation, central American state: Ethnicity, race, and national formation in Belize, 1798-1900"	np	np	np	xxx	xxx	xxx	1994	np	M. C. Stone	np	np	np	np	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/caribbean-nation-central-american-state-ethnicity/docview/304127942/se-2?accountid=11311	###	
S 192	192	0	0	T	Straughan	xon	np	np	np	np	Belizean immigrants in Los Angeles	np	np	np	xxx	xxx	xxx	2004	np	J. F. Straughan	np	np	np	np	xnp	xnp	http://search.proquest.com.ezp-prod1.hul.harvard.edu/dissertations-theses/belizean-immigrants-los-angeles/docview/305122380/se-2?accountid=11311 	###	
S 660	660	0	0	A	Sullivan	11	np	np	np	np	John Carmichael: life and design on the frontier in Central America	np	np	np	np	np	np	2000	np	P. Sullivan	np	Revista Mexicana del Caribe	4	10	xnp	xnp	https://www.redalyc.org/pdf/128/12801001.pdf	###	
S xxx	xxx	0	0	P	Swan	xon	np	np	1	vols	British Honduras	np	np	np	Phoenix House	London	UK	1957	np	M. Swan	np	np	np	np	xnp	xnp	https://archive.org/details/britishhonduras00swangua/page/n3/mode/2up	###	
S 450	450	0	0	A	Swayne	1	np	np	np	np	British Honduras	np	np	np	np	np	np	1917	np	E. Swayne	np	Geographical Journal	50	3	xnp	xnp	http://ezp-prod1.hul.harvard.edu/login?url=https://www.jstor.org/stable/1779904	###	
S 516	516	1	0	P	Swett	1	xxx	xxx	1	vols	"A trip to British Honduras, and to San Pedro, Republic of Honduras"	np	np	np	xxx	New Orleans	USA	1868	np	C. Swett	xnp	np	np	np	xnp	xnp	https://hdl.handle.net/2027/loc.ark:/13960/t0cv59n3d	###	
S 122	122	0	0	P	Taylor	6	np	np	1	vols	"The Black Carib Wars : freedom, survival, and the making of the Garifuna"	np	np	np	xxx	Jackson	USA	2012	np	C. Taylor	xnp	np	np	np	xnp	xnp	http://id.lib.harvard.edu/alma/990132361730203941/catalog	###	
S 560	560	1	0	A	Temple 54	0	xxx	xxx	np	np	On the oils and other vegetable produce of British Honduras	np	np	np	np	np	np	1854	np	R. Temple	np	Journal of the Society of Arts	3	xnp	xnp	"See index to JSA v 1–10 index xxvi, lii Link: https://www.google.com/books/edition/_/5EomAQAAIAAJ?hl=en&gbpv=1&bsq=Honduras"	https://www.google.com/books/edition/_/nVcmAQAAIAAJ?hl=en&gbpv=0	###	
S 548	548	1	0	A	Temple 55a	0	xxx	xxx	np	np	The raw produce of British Honduras	np	np	np	np	np	np	1855	np	R. Temple	np	Journal of the Society of Arts	3	xnp	xnp	xnp	https://www.google.com/books/edition/_/nVcmAQAAIAAJ?hl=en&gbpv=0	###	
S 550	550	1	0	A	Temple 55b	0	xxx	xxx	np	np	The commercial resources of British Honduras	np	np	np	np	np	np	1855	np	R. Temple	np	Journal of the Society of Arts	3	xnp	xnp	xnp	https://www.google.com/books/edition/_/nVcmAQAAIAAJ?hl=en&gbpv=0	###	
S 552	552	1	0	A	Temple 55c	0	xxx	xxx	np	np	The natural productions of British Honduras	np	np	np	np	np	np	1855	np	R. Temple	np	Journal of the Society of Arts	3	xnp	xnp	xnp	https://www.google.com/books/edition/_/nVcmAQAAIAAJ?hl=en&gbpv=0	###	
S 554	554	1	0	A	Temple 55d	0	xxx	xxx	np	np	"The natural resources of British Honduras, Oct 16th"	np	np	np	np	np	np	1855	np	R. Temple	np	Journal of the Society of Arts	4	xnp	xnp	xnp	https://www.google.com/books/edition/_/jFgmAQAAIAAJ?hl=en&gbpv=0	###	
S 556	556	1	0	A	Temple 55e	0	xxx	xxx	np	np	"The natural resources of British Honduras, Dec 17th"	np	np	np	np	np	np	1855	np	R. Temple	np	Journal of the Society of Arts	4	xnp	xnp	xnp	https://www.google.com/books/edition/_/jFgmAQAAIAAJ?hl=en&gbpv=0	###	
S 536	536	1	0	A	Temple 56a	0	xxx	xxx	np	np	"The natural resources of British Honduras, Feb 15th"	np	np	np	np	np	np	1856	np	R. Temple	np	Journal of the Society of Arts	4	xnp	xnp	xnp	https://www.google.com/books/edition/_/jFgmAQAAIAAJ?hl=en&gbpv=0	###	
S 538	538	1	0	A	Temple 56b	0	xxx	xxx	np	np	The commercial importance of Honduras as a British Settlement	np	np	np	np	np	np	1856	np	R. Temple	np	Journal of the Society of Arts	4	xnp	xnp	xnp	https://www.google.com/books/edition/_/jFgmAQAAIAAJ?hl=en&gbpv=0	###	
