E 1—320 / Events.
ID	NO	OUT	MIL	PART OF	LOWER START	UPPER END	SUMMARY	DESCRIPTION	NEAR	SP	NON—SP	NON—SP	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	PRESS	CF	VIA	NOTE	
E 				Hos 13	1 Jan 1641	31 Dec 1641	Sacking of Trujillo	"Diego el Mulato sacks and burns Trujillo, after which they venture inwards and kidnap women"	"Trujillo, Olancho"	Gov of Sp Hon Melchor Alonso Tamayo / Alcalde Francisco Mejía del Tobar / 11 men	Diego el Mulato “Diego Diaz Lucifer”									"GUATEMALA,44A,N.39"	"Cardona Amaya p117, p85-7"	xxx	
E 				Hos 13	1 Jan 1641	31 Dec 1641		Dutch buccaneers or privateers raid at least two Maya hamlets and capture two Sp during Fuensalida misión	"Old, Sittee"	Bacalar Vecino Lucas de San Miguel / Franciscan Fray Martín Tejero	Alcalde of Soite Diego Canche			2 Sp held for many days			"Soite, Cehake towns [hamlets?] raided"			Cogolludo 653—6	Jones 89 p224 n23	"Soite, Cehake location /via Jones 89 xv—xvii, p224"	
E 		1			24 Apr 1641	30 Aug 1641	Fuensalida misión	"Franciscan misión headed by Fuensalida seeks to bring recently rebelled Ma in Bacalar province into submission to Sp, whereupon one party are denied passage via Tipuj, and are compelled to retreat at Zaczuz and Hubelna, while the other party off the coast of Hon meets with success [in Manche Chol towns = Soite, Cehake, Manan]"	"Merida, Bacalar, Chinam, Lamanai [New R Lagoon], Labouring Creek, Boxelac, Chantome, Zaczuz, Hubelna, Rancho del Obispo [Chetumal], Soite, Cehake, Manan, Zula [caye], Campin"	"Gov of Yuc Marqués de Santo Floro / Bishop of Yuc Dr. Juan Alonso Ocon / Franciscan fray Bartolomé de Fuensalida / 3 Franciscans = Juan de Estrada, Bartolomé de Becerril, Martín Tejero / Alcalde of San Juan Extramuros [Ma section of Bacalar] Francisco Chable / 14 Ma paddlers and guides / Alcalde of Chinam Andrés Pech / 3 men 2 women cooks fm Chinam"	Cacique of Holpatin Pedro Noh / Ma fm Holpatin / Cacique of Zaczuz Francisco Yam / Tipujan Capt Gaspar Chuc / Hubelna Capt Kuxeb									"MEXICO,369 [Bishop of Yuc to Crown, 5 mar 1643]
Cogolludo lib 11 cap 12—17"	Jones 1 p213		
E 		1			19 May 1641	25 May 1641	Final Capture of Providence	Cartagena military expedition against Providence	"Cartagena, Prov"	"Sp King / Admiral Francisco Diaz de Pimienta / Jeronimo de Ojeda / Conde de Castimellor / 1 Gal 2 Urcas 6 Ships 3 Pataches / 2,000 men"	Gov of Prov Carter / Sergeant Major Hunt									"SANTA_FE,223 -- a 11 sep 1641
BL Add MS 36323 f 297
Mus Nav, Col Nav, v 25 [Carta é informaciòn enviada por D. Juan Bitrian de Briamonte, 29 jun 1640]
Sanchez, Rel, xxx
BL Thomason Tracts E. 141.10 [A letter [for N. Butter] from the Low Countries. 22 March, 1641/2]
Winthrop, v 2, p34"	"Kupperman p336 n49
Burns, Brit W Ind 2 ed p210
Newton 295-303"	"there were about 600 men capable of bearing arms [at Prov] /Newton 299

a Spaniard, who had long acted as pilot to the Prov ships and had lately fled from them to Jamaica, ... [guided] Pimienta and the Conde de Castimellor [in landing their men at Prov on 24 May 1641] /Newton 301

Some of the English [at Prov] ... managed to make their escape in shallops to Henrietta and the Main, but almost all the principal colonists had been captured /Newton 301

At Christopher's they [Mass. colonists, 30 men 5 women 8 children, in ships Salutation and Sparrow] heard that a great fleet of Sp ships was abroad, and that it was feared they had taken Providence, ... And coming to the Island, [Prov, they were shot at, Capt. William Peirce and Samuel Wakeman killed] ... After this, the passengers being ashamed to return, would have been set on shore at Cape Grace de Dios, or Florida, or Virginia, but the seamen would not, ... they [seamen] came all home the 3rd of September following [1641]. /via Newton 304 /Winthrop Journal II p34

Capt. Lane, Rev. Mr. Leverton [of Prov Co] cruised WI for some years after Final Capture /Newton 305"	
E 		1			1 Jan 1642	30 Dec 1642	Morán misión	Dominican fray Francisco Morán attempts to reduce Manche Chol Mayas but fails	"Manche, xxx, Hon, Bacalar"	Dominican Fray Francisco Moran										Gage cap 20	Thompson 592	"5 Mar 1643 Bishop of Yuc informs Sp Crown SE Yuc reduced in 6 pueblos ""hasta 130 familias"" /v Barke 12 50 /MEXICO,369 [Folder 3, Mérida a 5 mar 1643, ff 529r–531v]"	
E 				Hos 13	1 Mar 1642	30 Apr 1642		"Diego el Mulato attempts to raid town or hamlet by Rio Ulua, but retreats, and sacks Puerto Caballos"	"Ulua, Puerto Caballos"	Gov of Sp Hon Melchor Alonso Tamayo	Diego el Mulato “Diaz Lucifer”									"GUATEMALA,39,R.20,N.131
GUATEMALA,39,R.20,N.132"	"Cardona Amaya p117, p87-8"	Diego el Mulato gone by Jun 42	
E 		1			22 Aug 1642	22 Aug 1642	Eng Civil War		England														
E 				Hos 13	22 Nov 1642	22 Nov 1642		Diego el Mulato raids at least two Maya hamlets and Bacalar	"Monkey, Sittee, Old, Bacalar"		Diego Lucifer de los Reyes el Mulato 70 Pir			kidnapped numb of [Maya] women fm Soite / impressed Ma men fm Soite / later kidnapped 3 Sp 2 Ma from Bacalar / released 13 Feb 1643	Bacalar residents forced into hiding by Lake Bacalar min to early 1643	Pir took 3 or 4 Sp boats	"Campin raided / stole all gold and silver fm Sp church = sum 12,000 to 16,000 pesos"			"MEXICO,360,R.5,N.33
MEXICO,369 ff 529r—531v
Cogolludo 656—9"	"Molina Solis II p138
Jones 89 p226—7 n28—32
Barke 2012 p112 n382"	Campin location /via Jones 89 p225.	
E 		1			13 Dec 1642	13 Dec 1642	“Río Balis” used	Earliest use of Río Balis for Haulover Creek by Bacalar vecinos carrying mail to [Santiago de?] Guatemala for Gov of Yuc	Old	"Vecinos of Bacalar inc Manuel Rodríguez, Sebastían Rodríguez"										"MEXICO,360 -- a 7 feb 1643 [inc Auto y relación, 13 dec 1642]"	Jones 889 p324 no 30	"Not realising this was a branch of Belize River /via Bulmer 147, citing use of Balis by Friar José Delgado in relación of entrada of 1677"	
E 				Hos 13	20 Jul 1643	15 Sep 1643	Jackson Expedition	"William Jackson raids and holds Trujillo, after which his crew fall ill and retreat, sacking Sto Tomás de Castilla, after which Jackson retook Trujillo"	"London, Barbados, St. Kitts, Isla de Margarita, Caracas, Puerto Cabello, Maracaibo, Hispaniola, Spanish Town, Grand Cayman Island, Trujillo, Sto. Tomás de Castilla, Mosquito Islands, Cartagena, Cuba, Bay of Campeche, Florida Straits, Bermuda"	Gov of Sp Hon Melchor Alonso de Tamayo 41 Sp men 9 pardos y negros / Alguacil mayor y regidor of Olancho Francisco Díaz	"Capt. William Jackson 3 Ships 3 Pinnaces / Capt. William Rous / Capt. Samuel Axe / Capt. Cromwell / 1,200 men = 640 Bajans 500 St Kitts men"									"GUATEMALA,44A,N.40 ff 4r-53v
CSPC 1 Feb 1640 -- Feb. 25.
Harlow
Lon 43 xxx -- Certaine Inducements"	"Cardona Amaya p118, p90
Harlow xii-xix
Offen 11 p23"	"Capt. Jackson’s crew included men from Diego Diaz Lucifer’s crew

Capt. Jackson ships = Charles, Valetine, Dolphin, arrive at Barbados 27 Sep 1642

Expedition leg to Sp Hon pushed for “by ye specious persuasions of one Capt. Cromwell,” a NE pirate /via Jackson xvii"	
E 		1			14 Apr 1644	28 Jun 1644	Avila y Pacheco reductions	"Gov of Yuc orders a three-pronged reduction of rebelled Ma in W, NE, SE Yuc [SE Yuc inc Bacalar province]"	"Merida, W NE SE Yuc"	Gov of Yuc Enrique de Avila y Pacheco / Maestre de Campo Juan de Salazar with Franciscan Fray Martín Tejero / Capt Gaspar León de Salazar with Fray Bartolomé Becerril / Antonio Magaña de Solis = Antonio Orantes Solis with Fray Pedro de la Peña										"MEXICO,244 [Méritos y servicios de Antonio de Magaña y Solis, 1644] 
ESCRIBANIA,308A [Testimonio, 1644]
Cogolludo lib 12 cap 1"	Jones 1 p228	"5 Mar 1643 Bishop of Yuc informs Sp Crown SE Yuc reduced in 6 pueblos ""hasta 130 familias"" /v Barke 12 50 /MEXICO,369 [Folder 3, Mérida a 5 mar 1643, ff 529r–531v]

Three parties of reduction = Salazar at Valladolid, Chancenote, Cozumel / León de Salazar at Campeche / Magaña de Solis at Ichmul and Bacalar province /via Jones 1

Results = W Yuc, 2442 reduced / SE Yuc inc Bacalar province, 1900 reduced / NE Yuc 5081 reduced / Total = 9,423 reduced /via Jones 1"	
E 				Hos 13	1 Jun 1648	30 Jun 1648	Sacking of Bacalar	Buccaneers or privateers under Abraham sack Bacalar	Bacalar	Capt. Bartolomé Palomino 11 Sp 15 Ma men	Abraham Blauvelt / 1 barque 50 men [possibly]			women carried off to Islote de los Cayos / liberated after 2 months	Bacalar residents move further inland to Pacha near Villadolid					Cogolludo 714—7	"Molina Solis II p176, p211—12"	"Possibly disposes of prizes at Rhode Island /via Newton 274 /Mass Hist Soc Coll, 4th series, VI, 272 -- Williams to Winthrop Jr 25 Oct 1649, 9 Nov 1649

Based in New Ams fm 1644 /via Newport 274 /O'Callaghan, Hist New Neth, I, 296 / New York Docs, I, 397-399"	
E 		1			24 Oct 1648	24 Oct 1648	Peace of Westphalia	Inc free trade in New World for Dutch via Treaty of Münster													"Wrigth/van Dam, v 1, *4"		
E 		1			1 Jan 1650	30 Dec 1650	Capture of Roatan	Joint military expedition against Eng settlers at Roatan	Roatan	Bishop of Comayagua Luis de Cañizares / Gov of Guatemala Antonio de Lara Mongrobejo / Francisco de Villalva y Toledo / Capt Francisco de Fuentes / Capt Elias de Bulasia / Capt Martin de Alvarado y Guzman / Capt Juan Bautista Chavarria 4 Vessels 450 men										xxx	"Gibbs 25
Juarros 164"	"Joint = Gov of Cuba, Pres of San Domingo, Pres of Guatemala /via Haring 77

Not noted in Cardona, though forced removal of c 900 Amerindians from 4 Amerindian towns effected Jun 1642 /via Cardona 118, 88–9"	
		1			9 Oct 1651	9 Oct 1651	Navigation Act 1651																
E 				Hos 13	29 May 1652	29 May 1652	Sacking of Bacalar	Buccaneers or privateers under Abraham sack Bacalar	Bacalar	Capt. Bartolomé Palomino	Abraham Blauvelt / 1 barque 50 men [possibly]		Capt. Bartolomé Palomino killed / 1 Ma killed							Cogolludo 749—52	Barke 2012 p114 n390		
E 				Hos 13	1 Nov 1652	30 Nov 1652		Buccaneers or privateers raid at least two Maya hamlets	New					some Maya fm Uatibal and Chanlacan kidnapped [likely sold as slaves]	Ma moved inland w Sp help		"Uatibal, Chanlacan sacked [likely, esp food]"			"MEXICO,158—Probanza o méritos y servicios Capitán Francisco Pérez a 11 nov 1661"	Jones 89 p231 n38—40	"Uatibal, Chanlacan location /via Jones 89 xv—xvii, p283—5"	
E 		1			10 Jan 1654	19 Jan 1654	Sp Siege of Fr Tortuga	San Domingo military expedition against Fr Tortuga	"San Domingo, Tortuga"	Gabriel Roxas de Valle-Figueroa / 5 Vessels / 400 infantry	Gov of Fr Tortuga Chevalier de Fontenay									"Add MS 13992 f 499
Terte, v 1, cap 6"	Haring 82	"According to a Spanish MS., there were in Tortuga in 1653 700 French inhabitants, more than 200 negroes, and 250 Indians with their wives and children. The negroes and Indians were all slaves; the former seized on the coasts of Havana and Cartagena, the latter brought over from Yucatan. /via Haring fn 116 /Add MS 13992

Fr under de Fontenay retire to Port Margot in 2 ships /via Haring 83"	
E 		1			23 Oct 1654	30 May 1656	Pérez entradas	"On two entradas, Capt. Pérez reduces recently rebelled towns of Chanlacan to its former location, and Uatibil, Holpachay, Holzuz to new locations, and thereafter, on three entradas, attempts to reduce Tipuj and its adjacent towns, but mostly fails"	"Pacha [Bacalar-in-Pacha], Chanlacan, Uatibil, Chunhuhub, Holpachay, Holzuz, Chunukum"	Gov [of Yuc?] Pedro Saenz Izquierdo / Capt. Francisco Pérez / 6 Sp 15 Ma / [later] 10 Sp 60 Ma										"Jones 3 cap 2
xxx [Méritos y servicios de Capitán Francisco Pérez, 1661]"	Jones 1 p230—40		
E 				Hos 13	23 Oct 1654	23 Oct 1654		Buccaneers or privateers engage Sp during one of the Perez entradas	Old	Capt. Francisco Perez of Bacalar-Pacha 6 Sp 15 Ma										"MEXICO,158—Probanza o méritos y servicios Capitán Francisco Pérez a 11 nov 1661"	Jones 89 p231 n38—40		
E 		1			19 May 1655	27 May 1655	Invasion of [Sp] Jamaica	Royal Navy expedition against San Domingo and Sp Jamaica	"Barbados, Nevis, St. Kitts, San Domingo, Jamaica"	Juan Ramírez de Arellano / Bernardino de Meneses / 2400 men in His / 1500 men in Jam	Oliver Cromwell / Adm. Willliam Penn / General Robert Venables / 8000 men									xxx	"Haring 85 = R. Venables, C. H. Firth, The narrative, London 1900"	"6 Royal Navy ships [of 12 left at Jam under Vice-Admiral William Goodson] were [24 Jul 1655] at sea picking up a few scattered Spanish prizes which helped to pay for the victuals supplied out of New England /via Haring /Addenda 218, 230, 231 CSPC 9"	
E 		1			1 Dec 1655	30 Jan 1656	Eng resettle Tortuga	"Elias Watts from Jam resettles Tortuga, under or shortly thereafter receiving commission from Gov of Jam"	"Jamaica, Tortuga"		Elias Watts + family / Gov of Jam William Brayne / James Arundell / 10 t 12 people									"Terte v 3 p126
BL Add MS 13992 f499
Bod Lib MSS Rawl A. 29 f500"	Haring 113	"in a short time [Watts] gathered about him a colony [at Tortuga] of about 150, both English and French /via Haring 114"	
E 		1			1 Jan 1658	28 Feb 1663	Logging	Buccaneers and Jamaicans start logging logwood	"Old, New, Hondo, Terminos, Cape Catoche, Bay of Ascension, Bay of Espíritu Santo"										Read's Weekly Journal or British Gazetteer 375 p3	"MEXICO,80,R.1,N.15
MEXICO—Carta de Fernando Francisco de Escobedo, gobernador de Yucatan y Guatemala, al Rey a 14 Abril 1671
MEXICO,1007 -- a 23 oct 1663, a 21 dec 1663, a 6 oct 1664
MEXICO,3102
GUATEMALA,24
BL Add. MS 11410 ff 10 -- An Account ... in 1663
CO 1/25 f 5, 123, 225
Westminster 11913 -- Modyford to Sir A. King, 27 Dec 1667
CO 140/1 f 6 -- 18 Jun 1661
CO 138/1 ff 107-112
CO 1/28 f 9, 122
CO 1/27 f 11
Somerset DD/WHh/1089-1090
BL Add MS 36785
BL Egerton MS 2395
BL Add MS 39946
MEXICO,1071,L.23 ff 288r–289v
MEXICO,1071,L.24 ff 99v–101v
MEXICO,1072,L.26 ff 9v–10v, 249v–251r
MEXICO,1074,L.31 ff 114 r–v, 115r–v
AGN Mex, Reales cédulas, v 14, 4080, 123, Exp 123 [Ingleses ... a 1 jun 1675]
Bib Real, DIG/II/2857, ff 146r–161v"	"Seville 1944 p42 n37 = Merida 1904 II p249—50
Seville 1944 p45 n40 = Merida 1904 II p265—7
Zahedieh 1 p215-216
Finamore
Ancona, v 2, 371
Fancourt [Preface]
Finamore 21
Barke 16 118, 145"	"Date possibly later ? / check logwood lift of ban / first Log to Jamaica possibly after Feb 1663 raid of Campeche by Sir C. Myngs /via Bialuschewski p57 n28

[E]n los manuscritos atribuidos al P. Lara [Manuscritos inéditos de José Nicolás de Lara y Argaiz = Manuscritos inéditos anónimos published in El Museo Yucateco, serial publication by José María Peralta in Campeche: 1841–1842] encontramos la especie de que la ciudad de Mérida pidió al gobernador D. José Campero (1660–1663) que tomase providencias a fin de echar de estas costas al enemigo pirata /Ancona v 2 371

Given as 1658 /via Gerhard 50-53 = Dampier 1697–1709, vol 2, pp 45-47 /MEXICO,3102 /GUATEMALA,24, though ff for AGI items not given /Rubio Mañé, 1955–1959, vol 2, p101 /Scholes and Roys 1948 p351 /West et al 1969, p119–121

Extract of a Letter from Campeche in the Province of Yucatan, dated Nov. 24. [1731] As to the State of the Bay of Honduras, I shall give it you as briefly as possible. The ancient City of Bacalar, situate in that Part of the Province of Yucatan, which lies on the Bay of Honduras, was twice sack'd, and at last totally ruined by the English many Years ago; on which the Logwood-Cutters of that Nation, who had settled on the River of Valis, possessed themselves of the New River and that of Hondo; which last is distance from the Ruins of Bacalar about five Leagues. Here they built a great many Houses and Hutts, and employ'd Multitudes of Negroes in cutting Logwood, which was transported to Jamaica and Europe by Numbers of Vessels trading from thence to the Bay ... /RWJBG 375

Though see, ""1667 ... En dicho año el Ynglés Villis con su tropa de Piratas, se apoderó de la Ysla de la Tortuga para tener adonde retirarse con sus robos ..."" /via Calderon p60 no 47 /Biblioteca Real, Miscelánea Ayala, 348 (I), 2890, T. LXXII, f 26v

Del tiempo inmemorial, porque no he encontrado sujeto que se acuerde de lo contrario, ha habido ingleses en el Río de Valis, Zacatán o las Cocinas, que es todo uno, a donde vinieron y se rancharon, para cortar el palo de tinta, sin haber tenido ahora ni en otro tiempo población formal, sino que como siempre se les ha procurado impedir esta comercio, se han mantenido allí con sobresalto, y con recelos de ser hostilizados … /via Calderon 64 no 79 /MEXICO,1017 -- a 14 may 1725"	
E 		1			25 May 1658	25 May 1658	Guatemala granted S Hon	"Martín Carlos de Mencos appointed Gov of Guatemala, and ordered to protect southern half of Hon, thereby transferring jurisdiction of this territory from Yuc to Guatemala"	"Madrid, Santiago de Guatemala"	Martín Carlos de Mencos										"CONTRATACION,5431,N.5,R.80
GUATEMALA,20,R.3,N.15"	"L. C. Marcus, English influence [Thesis 1990] p105"	Real Cedula en Md. a 5 de abril de 1658 / Arrives at Santiago de Guatemala on 6 Jan 1659	
E 				Hos 13	1 Jan 1659	30 Dec 1659		Buccaneers or privateers capture unknown number of Ma for sale in Jamaica	Pacha	Gov of Yuc Francisco Bazán				xxx Ma						"MEXICO,1006 -- a 9 feb 1660"	Jones 89 p334 no 10	"Pacha = c 20 km NW of prsent-day Noh-Bec, Quintana Roo, Mexico /via Jones 89 xvi"	
E 		1			1 Jan 1660	30 Dec 1660	Fr retake Tortuga	"Fr Gov of Tortuga, at first under commission of Gov of Jam, issues letters of marque to privateers, thereby falling afoul of Jam, after which he takes Tortuga for France, despite an attempt by Jam and Arundell to keep Tortuga under Eng"	Tortgua		Fr Gov of Tortuga Jérémie Deschamps / Fr Deputy Gov Sieur de la Place	Gov of Jam Col. Doyley / James Arundell / Shipmaster Barth. Cock								"Bod Lib MSS Rawl A. 347 ff 31, 36
CSP Spain vol 47 [Deposition of Sir C. Lyttleton]
Terte v 3 p135–8"	Haring 116	Tortuga ceded to Fr WIC by Fr Gov of Tortuga in Nov 1664 /via Haring /Dutertre	
E 			1	Hos 13	1 Jan 1660	31 Dec 1669	Sacking of Pacha	Baymen sack Bacalar-in-Pachá	Pacha											"AGS, Estado, 7607
MEXICO,1006 [Gov to Crown a 9 feb 1660]"	"Gerhard 70
Jones 1 p334 no 10"	"AGS = Archivo General de Simancas

British capture around Bacalar (then at Pacha) ... Indians as slaves to be taken to Jamaica [1659 or 1660] /via Jones 1 /MEXICO,1006

Bacalar-at-Pacha moved further to Chunhuhub not long afterwards /via Gerhard 70 /AGS item"	
E 		1			8 May 1660	8 May 1660	Restoration of Charles II	Charles II proclaimed King of Eng	London											"CSP Spain vol 44 f 318 [King to L. de Haro, 2 Jun 1660]
17, 61, 355, 364 CSPC 5
BL Add MS 11410 f6-16"	Haring 100	"Charles wrote a note to Don Luis de Haro on 2nd June 1660, proposing an armistice in Europe and America which was to lead to a permanent peace and a re-establishment of commercial relations between the two kingdoms. /via Haring 100 /CSP Spain 44
Eng armistice w Spain published in Jamaica 5 Feb 1662, though Council of Jam of opinion that armistice applied only to Europe /via Haring 100, 104 /CSPC 5
"	
E 		1			7 Jan 1662	3 May 1662	Logwood legalised	Eng Parliament lifts ban on logwood imports	London											"14 Car II c. 11 [Statutes of the Realm 5 p393-400]
CSPD Car II vol 54 no 12"		"Logwood called various names before this, probably including “peach wood,” “Indian wood,” “brazil wood” [in all its varieties], “bloch wood,” and even “fustic” /McJunkin 97 /E. Bancroft, Experimental Researches, London 1813 II p340 /P. V. McGrath, Merchants and Merchandise in Seventeenth, Bristol 1955 p284, 296 /JRSA, ""Historic logwood,"" J of Royal Soc of Arts 1917 p64 /R. C. Wren, R. W. Wren, Potter's New Cyclopaedia, 1973 p190"	
E 		1			11 Dec 1662	11 Dec 1662	Jam–Sp Hon trade	"Council of Jam resolves to attempt trade with Sp at Cuba, Sp Hon, Campeachy"	Spanish Town											390 CSPC 5	Burdon 1 p49	"Minutes of the Council of Jamaica ... Dec. 11. ... The trade with the King of Spain's subjects to be prosecuted by force, and an attempt made to leeward, on the coasts of Cuba, Honduras, and the bay of Campeachy /CSPC 5"	
E 		1			9 Jan 1663	13 Apr 1663	Myngs Expedition	"Jamaica military campaign against Sp Yucatan, likely with buccaneers or privateers"	"Port Royal, Campeche"		Sir Christopher Myngs / Capt. Thomas Morgan / 12 to 14 Ships / 1500 t 1600 men									"BL Add MS 12430
BL Add MS 13964 f16
CSP Spain vol 46 [Fanshaw to Sec Bennet, 13-23 Jul 1664]
CSP Spain vol 45 [4 May 1663]"	"Haring 107
Oxford DNB"	"Myngs and his fleet sailed away [fm Campeche] on 23rd February, but the ""Centurion"" did not reach Port Royal until 13th April, and the rest of the fleet followed a few days later. /via Haring 108

According to the Spanish relation there were fourteen vessels in the English fleet, one large ship of forty-four guns (the ""Centurion""?) and thirteen smaller ones. The discrepancy in the numbers of the fleet may be explained by the probability that other Jamaican privateering vessels joined it after its departure from Port Royal. /Haring fn 176"	
E 		1			28 Apr 1663	28 Apr 1663	Jam privateering disallowed	"King asks Gov of Jam to not encourage privateering or buccaneering against Sp by soldiers or inhabitants of Jam, though existing commissions are not ordered recalled"	"London, Spanish Town"		King Charles II / Gov of Jam Sir Charles Lyttleton									"441–3 CSPC 5
Bod Lib MSS Rawl A. 347 f 62
CSP Spain vol 46 f280, 311"	Haring 110	"he [King] has thought fit hereby to command him [Gov of Jam] to give no encouragement to such undertakings [privateering against Sp] unless they may be performed by the frigates or men-of-war attending that place [Jam] without any addition from the soldiers or inhabitants /via Haring 110 /CSPC 5

[early 1664] Jam disallows public enlistment of men for trips against Sp /via Haring 110 /MSS Rawl"	
E 		1			1 Jun 1664	1 Jun 1664	Jam privateering disallowed further	"Sir Thomas Modyford arrives at Jamaica, recently appointed Gov of Jam, under instructions to prohibit granting letters of marquee, and encourage friendly trade with Sp"	Spanish Town		Gov of Jam Sir Thomas Modyford									"635, 656, 664, 739, 744, 753, 762, 767, 786, 789, 811, 812 CSPC 5
CSP Spain vol 46 f192
BL Add MS 11410 pp 16-25, 303"	Haring 120	"Friendly trade and suppression of buccaneers does not prove successful. “It is not in the power of the governor to have or suffer a commerce, nor will any necessity or advantage bring private Spaniards to Jamaica, for we and they have used too many mutual barbarisms to have a sudden correspondence. When the king was restored, the Spaniards thought the manners of the English nation changed too, and adventured twenty or thirty vessels to Jamaica for blacks, but the surprises and irruptions by C. Myngs, for whom the governor of San Domingo has upbraided the commissioners, made the Spaniards redouble their malice, and nothing but an order from Spain can give us admittance or trade.” /via Haring 121 /CSPC 5 [T Lynch, 25 May xxx]

Tortuga made suppression of buccaneering difficult /Haring 122 /BL Add MS 11410 pp 16-25, 303 /786 CSPC 5"	
E 		1			1 Jan 1665	30 Dec 1665	Armada de Barlovento reformed	"Armada de Barlovento reformed, on advice of Casa de Contratación, to better defend Sp mainland coast and islands"	"Cadiz, Veracruz [Mexico]"	Casa de Contratación / General Juan de Urbina / Gen Pablo Fernández de Contreras / Gen Agustín Dióstegui / Adm Alonso de Campos										"Veitia Linage, lib 2, cap 5, no 5"	Lang 582		
E 		1			3 May 1667	3 May 1667	Treaty of Madrid	Inc free trade bw Sp and Eng												xxx			
E 		1			1 Jun 1667	30 Jun 1668	L’Olonnais Expedition	"L’Olonnais drifts towards Sp Hon, whereupon he sacks Puerto Caballos, attempts to sack San Pedro Sula, and attempts to sack a Sp galleon in Amatique Bay"	"Tortuga, Batabanó [Cuba], Cape Gracias a Dios, Río Aguán [Sp Hon], Puerto Caballos, San Pedro Sula, Amatique Bay, Old, Abraham’s Caye"		L’Olonnais / Mozes van Klijn / 1 Ship 5 Craft 700 men inc Maya men									xxx	"Marley p263
Bialuschewski 20 p243"	"Sep–Nov 1667 L’Olonnais 6 Vessels 350 men retreat to cayes north of Amatique Bay / 4 Maya traders 1 PA impressed off Hon or Sp Hon /v Bialuschewski 20 p245 /GUATEMALA,39,R.43,N.199

Nov 1667–May 1668 L’Olonnais camps Abraham’s Caye, and trades with Maya fishermen there, and Maya traders from mainland, eg fm Tipuj, giving metal tools and raw iron for foodstuff / thereafter raid 2 Maya villages / Maya possibly engage raiders in one of these raids /v Bialuschewski 20 p 246 /GUATEMALA,22,R.1,N.11 /ANOM, Marine 3JJ 282, no 10 /ESCRIBANIA,1092A, pieza 16 ff 9–17"	
E 		1			18 Jul 1670	18 Jul 1670	Treaty of Madrid													xxx			
E 		1			1 Jan 1671	30 Dec 1677	Naranjo misiones	"Good reception of Fray Geronimo Naranjo leads to a series of missions, principally by Frays José Delgado and Francisco Gallegos [ie inc Delgado journey of 1677], resulting in reduction of Mache Chols"	"Manche, xxx"	Fray Geronimo Naranjo / José Delgado / Francisco Gallegos										xxx	Thompson 592	Includes Delgado misión of 1677 and Sp encounters with Bartholomew Sharp at St. George’s	
E 		1			10 Mar 1671	10 Mar 1671	Lynch claims uti possidetis	Gov of Jam Thomas Lynch claims right to Sp Main settlements by uti possidetis under 1670 Treaty of Madrid												"Bib Real, DIG/II/2857, ff 146r–161v"	Barke 16 146		
E 		1			1 Jan 1677	30 Dec 1677	Delgado journey	"Dominican friar is sent from [Santiago de?] Guatemala with despatches for Gov of Yuc, and is tasked with finding a route via Manche Chol settlements [eg Campin, Soite], Mopan [Macal?] River, Tipuj, Bacalar [original site? Pacha?], and on to Merida"	"Cajabon [Guatemala], Moho R, Mopan R, xxx, Merida"	Dominican friar Joseph Delgado / 3 vecinos fm Bacalar or Tihosuco										"Thompson, Maya, p22
Bib N France MS xxx [Memorias de los parajes y ríos que ay desde el pueblo de San Miguel Manché hasta los indios ahizaes—el camino y indios] 
Bib N France MS xxx [Viage a Bacalar, y encuentro de los de Bacalar, los nombres estan en el derrotero que di a V.P.M.R., el de la canoa se llama Alonso Moreno]
ESCRIBANIA,339A 
GUATEMALA,152"	Jones 1 p248	"Was not permitted to enter Tipuj /via Jones 1 p249 /Thompson, Maya of Belize [transcription of Delgado accounts]"	
E 				Hos 13	1 Aug 1677	30 Aug 1677		"Bartholomew Sharpe captures Sp during missionary entrada, and possibly raids unknown number of Maya hamlets"	xxx	Friar Joseph Delgado xxx Ma guides	Bartholomew Sharpe			Friar and xxx Ma / Friar released / xxx Ma from hamlets possibly taken			prev Ma hamlets possibly raided / Personal property robbed			"GUATEMALA,152 ff 140—45 — a 26 sep 1677 "	Bialuschewski p52—3 n53 	"Sharpe crew reconnoitred Hon coast from camp near Old, and on intercepting missionary entrada, robbed and released Sp friar but not his Ma guides /via Bialuschewski p52—3 n53, though AGI item cited could not be consulted"	
