Table 1
	CODE	SERIAL	LINK	DATE	NOTE	EXTRACT	
	"<li><article data-identifier=""ddd:010634119:mpeg21:a0007"" data-metadata=""{&quot;title&quot;:&quot;Wt Regensburgh den 3 October.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Europische : ... courant&quot;,&quot;subtitle&quot;:&quot;13-10-1646&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;237818450&quot;,&quot;objectlevelId&quot;:&quot;ddd:010634119:mpeg21:a0007&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_23"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=ddd:010634119:mpeg21:a0007&amp;resultsidentifier=ddd:010634119:mpeg21:a0007&amp;rowid=23"" class=""search-result__link""><h2 class=""search-result__heading"">                                Wt Regensburgh den 3 October.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22237818450%22%29&amp;coll=ddd"" class=""metadata__details-link"">Europische : ... courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2213-10-1646%22%29&amp;coll=ddd"" class=""metadata__details-link"">13-10-1646</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Europische : ... courant	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=ddd:010634119:mpeg21:a0007&resultsidentifier=ddd:010634119:mpeg21:a0007&rowid=23	13 Oct 1646	re military in Europe		
	"<li><article data-identifier=""MMKB32:164628002:mpeg21:a00002"" data-metadata=""{&quot;title&quot;:&quot;WEECKELYCKE NIEUWS van VRANCRYCK&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Weeckelicke niews van Vrankryck, ende Engelant&quot;,&quot;subtitle&quot;:&quot;13-04-1652&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;431350825&quot;,&quot;objectlevelId&quot;:&quot;MMKB32:164628002:mpeg21:a00002&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_24"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=MMKB32:164628002:mpeg21:a00002&amp;resultsidentifier=MMKB32:164628002:mpeg21:a00002&amp;rowid=24"" class=""search-result__link""><h2 class=""search-result__heading"">                                WEECKELYCKE NIEUWS van VRANCRYCK                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22431350825%22%29&amp;coll=ddd"" class=""metadata__details-link"">Weeckelicke niews van Vrankryck, ende Engelant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2213-04-1652%22%29&amp;coll=ddd"" class=""metadata__details-link"">13-04-1652</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	"Weeckelicke niews van Vrankryck, ende Engelant"	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=MMKB32:164628002:mpeg21:a00002&resultsidentifier=MMKB32:164628002:mpeg21:a00002&rowid=24	13 Apr 1652	re military in Europe		
	"<li><article data-identifier=""MMKB32:164628019:mpeg21:a00003"" data-metadata=""{&quot;title&quot;:&quot;Vyt Parys den 10. Augufti 1652.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Weeckelicke niews van Vrankryck, ende Engelant&quot;,&quot;subtitle&quot;:&quot;16-08-1652&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;431350825&quot;,&quot;objectlevelId&quot;:&quot;MMKB32:164628019:mpeg21:a00003&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_25"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=MMKB32:164628019:mpeg21:a00003&amp;resultsidentifier=MMKB32:164628019:mpeg21:a00003&amp;rowid=25"" class=""search-result__link""><h2 class=""search-result__heading"">                                Vyt Parys den 10. Augufti 1652.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22431350825%22%29&amp;coll=ddd"" class=""metadata__details-link"">Weeckelicke niews van Vrankryck, ende Engelant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2216-08-1652%22%29&amp;coll=ddd"" class=""metadata__details-link"">16-08-1652</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	"Weeckelicke niews van Vrankryck, ende Engelant"	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=MMKB32:164628019:mpeg21:a00003&resultsidentifier=MMKB32:164628019:mpeg21:a00003&rowid=25	16 Aug 1652	re military in Europe		
	"<li><article data-identifier=""MMKB32:164628031:mpeg21:a00002"" data-metadata=""{&quot;title&quot;:&quot;Uyt Parijs den 2. November 1652.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Weeckelicke niews van Vrankryck, ende Engelant&quot;,&quot;subtitle&quot;:&quot;09-11-1652&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;431350825&quot;,&quot;objectlevelId&quot;:&quot;MMKB32:164628031:mpeg21:a00002&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_26"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=MMKB32:164628031:mpeg21:a00002&amp;resultsidentifier=MMKB32:164628031:mpeg21:a00002&amp;rowid=26"" class=""search-result__link""><h2 class=""search-result__heading"">                                Uyt Parijs den 2. November 1652.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22431350825%22%29&amp;coll=ddd"" class=""metadata__details-link"">Weeckelicke niews van Vrankryck, ende Engelant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2209-11-1652%22%29&amp;coll=ddd"" class=""metadata__details-link"">09-11-1652</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	"Weeckelicke niews van Vrankryck, ende Engelant"	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=MMKB32:164628031:mpeg21:a00002&resultsidentifier=MMKB32:164628031:mpeg21:a00002&rowid=26	9 Nov 1652	re military in Europe		
	"<li><article data-identifier=""MMKB32:164629035:mpeg21:a00006"" data-metadata=""{&quot;title&quot;:&quot;Uyt Bru\u017f\u017fel den 25. Augu\u017fti.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Weeckelicke niews van Vrankryck, ende Engelant&quot;,&quot;subtitle&quot;:&quot;28-08-1653&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;431350833&quot;,&quot;objectlevelId&quot;:&quot;MMKB32:164629035:mpeg21:a00006&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_27"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=MMKB32:164629035:mpeg21:a00006&amp;resultsidentifier=MMKB32:164629035:mpeg21:a00006&amp;rowid=27"" class=""search-result__link""><h2 class=""search-result__heading"">                                Uyt Bruſſel den 25. Auguſti.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22431350833%22%29&amp;coll=ddd"" class=""metadata__details-link"">Weeckelicke niews van Vrankryck, ende Engelant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2228-08-1653%22%29&amp;coll=ddd"" class=""metadata__details-link"">28-08-1653</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	"Weeckelicke niews van Vrankryck, ende Engelant"	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=MMKB32:164629035:mpeg21:a00006&resultsidentifier=MMKB32:164629035:mpeg21:a00006&rowid=27	28 Aug 1653	re military in Europe		
	"<li><article data-identifier=""MMKB32:164633005:mpeg21:a00008"" data-metadata=""{&quot;title&quot;:&quot;Vyt la Fere den 17. Iuly.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Post-tydingen uyt `s Graven-hage&quot;,&quot;subtitle&quot;:&quot;23-07-1657&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;43135071X&quot;,&quot;objectlevelId&quot;:&quot;MMKB32:164633005:mpeg21:a00008&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_28"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=MMKB32:164633005:mpeg21:a00008&amp;resultsidentifier=MMKB32:164633005:mpeg21:a00008&amp;rowid=28"" class=""search-result__link""><h2 class=""search-result__heading"">                                Vyt la Fere den 17. Iuly.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%2243135071X%22%29&amp;coll=ddd"" class=""metadata__details-link"">Post-tydingen uyt 's Graven-hage</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2223-07-1657%22%29&amp;coll=ddd"" class=""metadata__details-link"">23-07-1657</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Post-tydingen uyt `s Graven-hage	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=MMKB32:164633005:mpeg21:a00008&resultsidentifier=MMKB32:164633005:mpeg21:a00008&rowid=28	23 Jul 1657	re military in Europe		
	"<li><article data-identifier=""ddd:010900228:mpeg21:a0006"" data-metadata=""{&quot;title&quot;:&quot;NEDERLANDEN.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Haerlemse courante&quot;,&quot;subtitle&quot;:&quot;22-03-1661&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;036517461&quot;,&quot;objectlevelId&quot;:&quot;ddd:010900228:mpeg21:a0006&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_29"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=ddd:010900228:mpeg21:a0006&amp;resultsidentifier=ddd:010900228:mpeg21:a0006&amp;rowid=29"" class=""search-result__link""><h2 class=""search-result__heading"">                                NEDERLANDEN.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22036517461%22%29&amp;coll=ddd"" class=""metadata__details-link"">Haerlemse courante</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2222-03-1661%22%29&amp;coll=ddd"" class=""metadata__details-link"">22-03-1661</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Haerlemse courante	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=ddd:010900228:mpeg21:a0006&resultsidentifier=ddd:010900228:mpeg21:a0006&rowid=29	22 Mar 1661	re merchant ship St Jacob fm Canary to Texel with logwood	Amsterdam den 21 Maert. Opden [Oyden?] 4 deser zijn seven [seden?] kliecke Schepen/ en een kleyn/ alle gheladen met Wolle / van Bilbao vertrocken/ en den 14 deser 4 in 't Texel gearriveert: d'[ill]dere waren in de [ill]oosden van dese ghescheyden / omme in Seelant in te loopen: komende onder 't geleyde van Capiteyn Alvert de Graef/met het Schip de Grooten Harder. Daer zijn op D[ill]ijdagh laetst oock verscheyde Schepen/ van diderse [diverse? Quartieren/ in Texel ghearriveert / daer order het Schip de Moor/ en het Schip de St. Jacob/beyde [veyde? heyde?] komende van de Canarisse Eylanden / het eerste met Wijn / en het ander met Campechi-Hout: met tijdinghe / dat sy het Schip de Goude Leen aldaer aen de Eylanden hadde ghesien / oock het Schip ghenaemt het West-Indies-Huys/ en 't Schip de St. Pieter/ heyde komende van Carsouw. Dermits men seght / de noodighe ordres zijn gestelt tot de Equipage van de achtien Schepen van Oorlogh/ onder het Commando van de Vice-Admirael de Ruyter / om [para continues]	
	"<li><article data-identifier=""ddd:010680134:mpeg21:a0007"" data-metadata=""{&quot;title&quot;:&quot;NEDERLANDEN.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Oprechte Haerlemsche courant&quot;,&quot;subtitle&quot;:&quot;28-10-1662&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;841198969&quot;,&quot;objectlevelId&quot;:&quot;ddd:010680134:mpeg21:a0007&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_30"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=ddd:010680134:mpeg21:a0007&amp;resultsidentifier=ddd:010680134:mpeg21:a0007&amp;rowid=30"" class=""search-result__link""><h2 class=""search-result__heading"">                                NEDERLANDEN.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22841198969%22%29&amp;coll=ddd"" class=""metadata__details-link"">Oprechte Haerlemsche courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2228-10-1662%22%29&amp;coll=ddd"" class=""metadata__details-link"">28-10-1662</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Oprechte Haerlemsche courant	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=ddd:010680134:mpeg21:a0007&resultsidentifier=ddd:010680134:mpeg21:a0007&rowid=30	28 Oct 1662	not translated as of 28 JULY 2022 possibly re merchant ship Engel Gabriel trading or cruising in Campesi [Campeachy?] for wood etc	"Middelborgh den 24 October. 't Schip de Gulde Vryheydt, gheconvoyeert door Capiteyn Cornelis Evertsz. is van Cadix [ill]er speedigh [spoedigh?] alhier gearriveert; met Brieven van Cadix, ge[ill]dateen den 6 en 7 October, meldende, dat den Vice Admirael de Ruyter op den lesten September, alleenelijck met zijn Schip tot Cadix was gekomen, ende den Eersten deser veert de gantsche Vloot, om aldaer schoon te maecken. De Golj[ill]enen, meynde men, dat half November souden vertrecken, also den Hartogh van Alberquercque daer ghekomen was; maer was noch onseecker. 't Schip de Roose-krans, ende oock den Sint Pieter, was in 't gesicht van Cadix.  Aldaer was Schryven uyt Canarien, van den 15 September, berichtende, als dat het Schip den Engel Gabriel daer van Campesi gekomen was, geladen met Hout en Consenielje. Op den 4 October was een Engels Schip van Oorlogh, gemonteert met 66 Stucken, komende in 15 Dagé van Pleymuyen, voorby Cadix gepassert, in 't gemelte Schip was dé nieuwé Engelsen Gouverneur, die naer Tanger gaet. Alhier in Zeelandt is mede ghe-arriveert Schipper Bastiaen Sense, komende van Mallaga met Fruyten, oock eenige Schepen van Bordeaux."	
	"<li><article data-identifier=""MMNHA02:164939019:mpeg21:a00006"" data-metadata=""{&quot;title&quot;:&quot;NEDERLANDEN.&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Oprechte Haerlemsche courant&quot;,&quot;subtitle&quot;:&quot;11-07-1665&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;430771576&quot;,&quot;objectlevelId&quot;:&quot;MMNHA02:164939019:mpeg21:a00006&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_31"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=MMNHA02:164939019:mpeg21:a00006&amp;resultsidentifier=MMNHA02:164939019:mpeg21:a00006&amp;rowid=31"" class=""search-result__link""><h2 class=""search-result__heading"">                                NEDERLANDEN.                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22430771576%22%29&amp;coll=ddd"" class=""metadata__details-link"">Oprechte Haerlemsche courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2211-07-1665%22%29&amp;coll=ddd"" class=""metadata__details-link"">11-07-1665</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Oprechte Haerlemsche courant	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=MMNHA02:164939019:mpeg21:a00006&resultsidentifier=MMNHA02:164939019:mpeg21:a00006&rowid=31	11 Jul 1665	not translated as of 28 JULY 2022 possibly re Gilles Tijszoon or ship Orangie fm Campé or in London	"Op Gisteren heest de Vergaderingh van Steden zijn aenvangh genomen. De Oorlogh-schepen, laetst uyt Zee gevallen, maecken sich vast vaerdigh. Op 't Schip Frisia, van Harlingen, daer den Capiteyn, Luytenant, Schipper en eenige Matroosen over Boort gesprongen waren, is den out-Bootsman Capiteyn en sign Maet Luytenant gemaeckt, en d' andere Matrosen zijn geavanceert naer advenant. Daer is een Man tuys gekomen van Gilles Tijsz. van Campé, die inde Revier van Londen over Boort gesprongé was, by Nacht, met noch eenig Voll[ill], als mede van 't Schip Orangie. Capit. Bastiaen Sensen is overleden. De Amsterdamsse Poussenello is voor-by de Stadt naer 't Vlack gheloopen, met een Prijs; wat'er in is, weet men noch niet. De Fregat van Leokerbetje gaet in Zee."	
	"<li><article data-identifier=""MMNHA02:164939044:mpeg21:a00005"" data-metadata=""{&quot;title&quot;:&quot;NEDERLANDEN&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Oprechte Haerlemsche courant&quot;,&quot;subtitle&quot;:&quot;06-10-1665&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;430771576&quot;,&quot;objectlevelId&quot;:&quot;MMNHA02:164939044:mpeg21:a00005&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_32"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=MMNHA02:164939044:mpeg21:a00005&amp;resultsidentifier=MMNHA02:164939044:mpeg21:a00005&amp;rowid=32"" class=""search-result__link""><h2 class=""search-result__heading"">                                NEDERLANDEN                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22430771576%22%29&amp;coll=ddd"" class=""metadata__details-link"">Oprechte Haerlemsche courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2206-10-1665%22%29&amp;coll=ddd"" class=""metadata__details-link"">06-10-1665</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Oprechte Haerlemsche courant	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=MMNHA02:164939044:mpeg21:a00005&resultsidentifier=MMNHA02:164939044:mpeg21:a00005&rowid=32	6 Oct 1665	re military in Europe		
	"<li><article data-identifier=""MMNHA02:164939052:mpeg21:a00004"" data-metadata=""{&quot;title&quot;:&quot;NEDERLANDEN&quot;,&quot;caption&quot;:&quot; &quot;,&quot;volumeRemark&quot;:&quot; &quot;,&quot;seq&quot;:&quot; &quot;,&quot;alternative&quot;:&quot;Oprechte Haerlemsche courant&quot;,&quot;subtitle&quot;:&quot;03-11-1665&quot;,&quot;creator&quot;:null,&quot;ppn&quot;:&quot;430771576&quot;,&quot;objectlevelId&quot;:&quot;MMNHA02:164939052:mpeg21:a00004&quot;}"" data-coll=""ddd"" class=""search-result  search-result--minimal-view"" id=""rowid_33"" data-hidden=""yes""><div class=""search-result__metadata search-result__metadata--minimal-view""><div class=""field-title""><a href=""/nl/kranten/view?query=campe%2A+not+campen+not+camper&amp;page=1&amp;maxperpage=50&amp;sortfield=date&amp;cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&amp;coll=ddd&amp;redirect=true&amp;identifier=MMNHA02:164939052:mpeg21:a00004&amp;resultsidentifier=MMNHA02:164939052:mpeg21:a00004&amp;rowid=33"" class=""search-result__link""><h2 class=""search-result__heading"">                                NEDERLANDEN                            </h2>    </a></div><div class=""field-papertitle search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28ppn+exact+%22430771576%22%29&amp;coll=ddd"" class=""metadata__details-link"">Oprechte Haerlemsche courant</a></div><div class=""field-date search-result__metadata--minimal-view-description""><a href=""/nl/kranten/results?cql%5B%5D=%28date+%3D+%2203-11-1665%22%29&amp;coll=ddd"" class=""metadata__details-link"">03-11-1665</a></div><div class=""search-result__metadata--minimal-view-description""></div><div class=""search-result__metadata--minimal-view-description""></div></div></article></li>"	Oprechte Haerlemsche courant	https://www.delpher.nl/nl/kranten/view?query=campe%2A+not+campen+not+camper&page=1&maxperpage=50&sortfield=date&cql%5B%5D=%28date+_lte_+%2231-12-1669%22%29&coll=ddd&redirect=true&identifier=MMNHA02:164939052:mpeg21:a00004&resultsidentifier=MMNHA02:164939052:mpeg21:a00004&rowid=33	3 Nov 1665	re military in Europe		
